,question,answer,response,mapping,response_answer,flag
836,Because of the decision Sofia asked 288 students to suggest specific types of food. 264 students suggested adding bacon while others suggested adding mashed potatoes to the menu.How many students suggested mashed potatoes?,24.0,"We know that 264 students suggested adding bacon. Let's call the number of students who suggested mashed potatoes ""x"". 

We know that the total number of students who made suggestions is 288. So we can set up an equation: 

264 + x = 288 

To solve for x, we can subtract 264 from both sides: 

x = 288 - 264 

x = 24 

So 24 students suggested adding mashed potatoes to the menu.",,24.0,1
837,Edward spent $ 9. Then he spent $ 8 more. Now he has $ 17.How much did Edward have before he spent his money?,34.0,"Edward spent a total of $9 + $8 = $17. Since he now has $17, he must have had $17 + $17 = $34 before he spent his money. The answer is $34.",,34.0,0
838,Winter is almost here and most animals are migrating to warmer countries. There are 85 bird families living near the mountain. If 23 bird families flew away to africa and 37 bird families flew away to asiaHow many bird families were left near the mountain?,25.0,"There were originally 85 bird families near the mountain. 23 flew to Africa and 37 flew to Asia. So the total number of bird families that flew away is 23 + 37 = 60. Therefore, the number of bird families left near the mountain is 85 - 60 = 25. The answer is 25.",,25.0,0
839,In a school there are 902 girls and 811 boys. 44 more girls joined the school.How many girls are there in the school now?,946.0,"There were originally 902 girls in the school. Then 44 more girls joined, so the total number of girls in the school now is 902 + 44 = 946. The answer is 946.",,946.0,0
840,Dan has $ 4. He bought a chocolate for $ 7 and a candy bar for $ 2.How much money did he spend to buy chocolate than he did to buy candy bar?,5.0,"Dan spent $7 on chocolate and $2 on a candy bar, so he spent a total of $7 + $2 = $9. He started with $4, so he spent $9 - $4 = $5 more on chocolate than he did on the candy bar. The answer is $5.",,5.0,0
841,At the arcade Dave had won 18 tickets. If he used 5 to buy some toys and 11 more to buy some clothesHow many tickets did Dave have left?,2.0,"Dave had won 18 tickets. He used 5 to buy some toys and 11 more to buy some clothes. So he used a total of 5 + 11 = 16 tickets. Therefore, he had 18 - 16 = 2 tickets left. The answer is 2.",,2.0,0
842,The school is planning a field trip. The school has 24 classrooms. There are 120 students in the school with each classroom having the same number of students. There are 84 seats on each school bus.How many students are in each class?,5.0,"To find out how many students are in each class, we need to divide the total number of students by the number of classrooms: 

120 students ÷ 24 classrooms = 5 students per classroom 

Therefore, there are 5 students in each class. 

Note: The number of seats on each school bus is not relevant to finding the number of students in each class.",,5.0,1
843,He then went to see the oranges being harvested. He found out that the harvest will go on for 4 days.How many sacks do they harvest per day if they harvested a total of 56 sacks of oranges?,14.0,"If they harvested a total of 56 sacks of oranges over 4 days, then they must have harvested an average of 56/4 = 14 sacks per day. Therefore, they harvested 14 sacks per day.",,14.0,1
844,There were 21 roses in the vase. Jessica threw away 34 roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now 15 roses in the vase.How many more roses did she throw away than those she cut from her garden?,6.0,"Jessica threw away 34 roses and added some new ones from her garden. So the total number of roses in the vase after she added new ones is 21 - 34 + new roses = 15. Simplifying the equation, we get new roses = 28. 

Therefore, Jessica cut 28 new roses from her garden and added them to the vase. She did not throw away any of the new roses she cut. 

To find out how many more roses she threw away than those she cut from her garden, we need to subtract the number of new roses from the number she threw away: 

34 - 0 = 34 

Jessica threw away 34 roses, which is 34 more than the number of roses she cut from her garden. The answer is 34.",,34.0,0
845,Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park.How many more balloons did Jake have than Allan in the park?,1.0,"Allan brought 2 balloons and bought 3 more at the park, so he had a total of 2 + 3 = 5 balloons.
Jake brought 6 balloons to the park.
Jake had 6 - 5 = 1 more balloon than Allan in the park. The answer is 1.",,1.0,0
846,He then went to see the oranges being harvested. He found out that they harvest 28 sacks of ripe oranges and 52 sacks of unripe oranges per day.How many sacks of oranges will they have after 26 days of harvest?,2080.0,"In one day, they harvest a total of 28 + 52 = 80 sacks of oranges.
After 26 days of harvest, they will have 80 x 26 = 2080 sacks of oranges. The answer is 2080.",,2080.0,0
847,Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do.How many apples does he have?,10.0,"Let's use algebra to solve this problem. Let x be the number of apples Adam has. Then, Jackie has 6 - x apples. We know that he has 4 more apples than Adam and Jackie together, so:

x + (6 - x) + 4 = he has

Simplifying this equation, we get:

10 - x = he has

Therefore, he has 10 - x apples. We don't know the exact number of apples Adam has, so we can't find the exact number of apples he has.",,10.0,1
848,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 11 trees initiallyHow many more trees survived the typhoon than those that died?",7.0,"Haley had 11 trees initially, and 2 died after the typhoon. So the number of trees that survived the typhoon is 11 - 2 = 9. Therefore, 9 more trees survived than those that died.",,9.0,1
849,Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park.How many balloons did Jake bring to the park?,9.0,"Jake brought 6 balloons originally and then bought 3 more at the park, so he had a total of 6 + 3 = 9 balloons at the park. The answer is 9.",,9.0,0
850,The Razorback shop makes $ 62 dollars off each t-shirt and $ 99 off each jersey. During the Arkansas and Texas tech game they sold 183 t-shirts and 31 jerseys.How much money did they make from selling the t-shirts?,11346.0,"The Razorback shop made $62 off each t-shirt and sold 183 t-shirts, so they made 62 x 183 = $<<62*183=11346>>11,346 from selling the t-shirts.",,346.0,1
851,David did 30 more push-ups than Zachary in gym class today. If David did 37 push-upsHow many push-ups did Zachary do?,7.0,"If David did 30 more push-ups than Zachary, we can use subtraction to find out how many push-ups Zachary did. 

David's push-ups = 37
Zachary's push-ups = David's push-ups - 30

Zachary's push-ups = 37 - 30
Zachary's push-ups = 7

Therefore, Zachary did 7 push-ups.",,7.0,1
852,Marco and his dad went strawberry picking. Marco's strawberries weighed 30 pounds. If together their strawberries weighed 47 pounds.How much more did his strawberries weigh than his dad's?,13.0,"If together their strawberries weighed 47 pounds, and Marco's strawberries weighed 30 pounds, then his dad's strawberries must have weighed 47 - 30 = 17 pounds. 

To find out how much more Marco's strawberries weighed than his dad's, we can subtract the weight of his dad's strawberries from the weight of Marco's strawberries: 

30 - 17 = 13 

So Marco's strawberries weighed 13 pounds more than his dad's.",,13.0,1
853,Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row.How many crayons does she have?,96.0,"Faye has 6 crayons in each row, and there are 16 rows. So she has a total of 6 x 16 = 96 crayons.",,96.0,1
854,"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening.How many emails did Jack receive in the morning and evening?",11.0,"Jack received 3 emails in the morning and 8 emails in the evening, for a total of 3 + 8 = 11 emails.",,11.0,1
855,Jesse's room is 7 feet long. If she needs a carpet of size 14 square feetWhat is the width of her room?,2.0,"To find the width of Jesse's room, we need to divide the area of the carpet by the length of the room. 

Area of carpet = 14 square feet
Length of room = 7 feet

Width of room = Area of carpet / Length of room
Width of room = 14 sq ft / 7 ft
Width of room = 2 feet

Therefore, the width of Jesse's room is 2 feet.",,2.0,1
856,Debby bought 264 water bottles when they were on sale. If she drank 15 bottles a day for 11 days.How many bottles does she have left?,99.0,"Debby bought 264 water bottles. If she drank 15 bottles a day for 11 days, she drank a total of 15 x 11 = 165 bottles.
To find out how many bottles she has left, we need to subtract the number of bottles she drank from the total number of bottles she bought: 264 - 165 = 99.
Therefore, Debby has 99 bottles left.",,99.0,1
857,33 campers went rowing in the morning 34 campers went rowing in the afternoon and 10 campers went rowing in the evening.How many more campers went rowing in the afternoon than in the evening?,24.0,"34 campers went rowing in the afternoon and 10 campers went rowing in the evening. To find out how many more campers went rowing in the afternoon than in the evening, we need to subtract the number of campers in the evening from the number of campers in the afternoon: 

34 - 10 = 24 

Therefore, 24 more campers went rowing in the afternoon than in the evening.",,24.0,1
858,Bryan took a look at his books and magazines. If he has 23 books and 61 magazines in each of his 29 bookshelvesHow many books and magazines does he have in total?,2436.0,"Bryan has 23 books and 61 magazines in each of his 29 bookshelves. To find the total number of books and magazines he has, we need to multiply the number of books and magazines in each shelf by the number of shelves he has and then add them together. 

Total number of books = 23 x 29 = 667
Total number of magazines = 61 x 29 = 1769

Therefore, Bryan has a total of 667 + 1769 = 2436 books and magazines.",,2436.0,1
859,Faye was placing her pencils and crayons into 7 rows with 36 pencils and 30 crayons in each row.How many crayons does she have?,210.0,"Faye has 7 rows with 30 crayons in each row, so she has a total of 7 x 30 = 210 crayons.",,210.0,1
860,Baker made 7 cakes and 148 pastries. If he sold 15 cakes and 103 pastriesHow many pastries would baker still have?,45.0,"Baker originally had 7 cakes and 148 pastries, for a total of 7 + 148 = 155 baked goods. After selling 15 cakes and 103 pastries, he would have sold a total of 15 + 103 = 118 baked goods. Therefore, he would still have 155 - 118 = 37 pastries left. The answer is 37.",,37.0,0
861,Robin cut off 13 inches of his hair. If his hair was 14 inches long initiallyHow long is his hair now?,1.0,"If Robin's hair was initially 14 inches long and he cut off 13 inches, then his hair is now 1 inch long.",,1.0,1
862,"They decided to hold the party in their backyard. They have 2 sets of tables, each having the same number of chairs. If there are a total of 12 chairs in the backyardHow many chairs are there for each table?",6.0,"If there are 2 sets of tables with the same number of chairs, then we can divide the total number of chairs by 2 to get the number of chairs per table. 

12 chairs ÷ 2 sets = 6 chairs per set 

Since each set has the same number of chairs, there are 6 chairs per table.",,6.0,1
863,Debby bought 88 water bottles and 13 soda bottles when they were on sale. If she drank 4 water bottles and 87 soda bottles a dayHow many days would the water bottles last?,22.0,"Debby bought 88 water bottles and drank 4 a day, so the water bottles would last her 88/4 = 22 days.
However, the question is asking about the water bottles only, not the soda bottles.
Therefore, the answer is 22 days.",,22.0,1
864,Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars.How much money did Jason make washing cars?,14.0,"Jason had 19 dollars last week and now has 33 dollars, so he made 33 - 19 = 14 dollars washing cars over the weekend. The answer is 14.",,14.0,0
865,Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initiallyHow many books did he sell?,109.0,"Paul had 136 books initially and ended up with 27 books after the garage sale. To find out how many books he sold, we need to subtract the final number of books from the initial number: 

136 - 27 = 109 

Therefore, Paul sold 109 books in the garage sale.",,109.0,1
866,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 gHow many more grams of wax does he need?,146.0,He currently has 20 g of wax and needs 166 g in total. So he needs 166 - 20 = 146 more grams of wax. The answer is 146.,,146.0,0
867,The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collectionHow big is each group?,2.0,"To find out how big each group is, we need to divide the total number of bananas by the number of groups: 

392 ÷ 196 = 2 

Each group has 2 bananas.",,2.0,1
868,The grasshopper and the frog had a jumping contest. The grasshopper jumped 9 inches and the frog jumped 12 inches.How much farther did the frog jump than the grasshopper?,3.0,"The frog jumped 12 inches and the grasshopper jumped 9 inches. To find out how much farther the frog jumped, we need to subtract the distance the grasshopper jumped from the distance the frog jumped: 

12 inches - 9 inches = 3 inches 

Therefore, the frog jumped 3 inches farther than the grasshopper.",,3.0,1
869,In Haley's class 13 boys love to play marbles and 50 boys love to play cards. If Haley has 26 marblesHow many will each of the boys receive?,2.0,"The question is asking for the number of marbles each boy will receive, so we need to divide the total number of marbles (26) by the number of boys who love to play marbles (13). 

26 ÷ 13 = 2 

Each boy will receive 2 marbles.",,2.0,1
870,Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill.How many peaches does Jill have?,10.0,"If Steven has 18 peaches, and Jake has 12 fewer peaches than Steven, then Jake has 18 - 12 = 6 peaches.
If Steven has 8 more peaches than Jill, then Jill has 18 - 8 = 10 peaches.
Therefore, Jill has 10 peaches.",,10.0,1
871,In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boyHow many marbles did she have?,99.0,"We are not given the total number of boys in Haley's class, so we cannot determine the total number of marbles she had.",,,1
872,Ed had 30 more marbles than Doug. Ed lost 21 of his marbles at the playground. If Ed had 91 marblesHow many more marbles did Ed have than Doug then?,9.0,"If Ed had 91 marbles and lost 21, he now has 70 marbles. Let's call the number of marbles Doug has ""D"". We know that Ed had 30 more marbles than Doug, so we can set up the equation:

Ed's marbles = Doug's marbles + 30

Substituting in the values we know:

70 = D + 30

Solving for D:

D = 40

So Doug had 40 marbles. To find out how many more marbles Ed had than Doug, we can subtract:

Ed's marbles - Doug's marbles = 70 - 40 = 30

So Ed had 30 more marbles than Doug.",,30.0,1
873,A farmer had 105 green tomatoes and 71 red tomatoes in his garden. If he picked 137 tomatoesHow many tomatoes are left?,39.0,"The farmer picked a total of 105 + 71 = 176 tomatoes.
After picking 137 tomatoes, there are 176 - 137 = 39 tomatoes left. The answer is 39.",,39.0,0
874,Lewis earns $ 21 every week during the 216 weeks of harvest. If he has to pay $ 702 taxHow much money will have at the end of the harvest season?,3834.0,"Lewis earns $21 every week for 216 weeks, so his total earnings for the harvest season is 21 x 216 = $4,536. If he has to pay $702 in taxes, his final earnings will be $4,536 - $702 = $3,834. Therefore, Lewis will have $3,834 at the end of the harvest season.",,834.0,1
875,Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left.How many cards does Jeff have now?,265.0,"Nell had 566 cards and gave some to Jeff, so she now has 535 cards. This means she gave away 566 - 535 = 31 cards to Jeff. 

Before receiving the cards from Nell, Jeff had 234 cards. After receiving 31 cards from Nell, he now has 234 + 31 = 265 cards. 

Therefore, Jeff now has 265 cards.",,265.0,1
876,Rebecca wants to split a collection of marbles into groups of 4. Rebecca has 10 eggs and 20 marbles.How many groups will be created?,5.0,"Rebecca has 20 marbles, which can be split into groups of 4. 

20 ÷ 4 = 5 

So, there will be 5 groups of marbles. 

The 10 eggs are not relevant to the question.",,10.0,1
877,Matthew had 31 crackers. He has 23 crackers left after he gave equal numbers of crackers to his 5 friends.How many crackers did Matthew give to his friends?,8.0,"Matthew had 31 crackers originally. After giving equal numbers of crackers to his 5 friends, he was left with 23 crackers. To find out how many crackers he gave to each friend, we can subtract the number of crackers he has left from the number he started with: 31 - 23 = 8. 

Matthew gave 8 crackers to each of his 5 friends, for a total of 8 x 5 = 40 crackers given away. The answer is 40.",,40.0,0
878,An industrial machine can make 6 shirts a minute. It worked for 5 minutes yesterday and for 12 minutes today.How many shirts did machine make today?,72.0,"The machine made 6 shirts per minute, and it worked for 12 minutes today, so it made 6 x 12 = 72 shirts today. It also worked for 5 minutes yesterday, but we don't know if it made any shirts during that time. Therefore, the answer is 72 shirts.",,72.0,1
879,Marco and his dad went strawberry picking. Marco's strawberries weighed 10 pounds. If together their strawberries weighed 26 pounds.How much more did his dad's strawberries weigh than his?,6.0,"If Marco's strawberries weighed 10 pounds, then his dad's strawberries must have weighed 26 - 10 = 16 pounds. To find out how much more his dad's strawberries weighed than his, we can subtract Marco's weight from his dad's weight: 16 - 10 = 6. So his dad's strawberries weighed 6 pounds more than Marco's.",,6.0,1
880,Rachel picked 4 apples from her tree. If the tree had 7 apples initially.How many apples are still there on the tree?,3.0,"If Rachel picked 4 apples from the tree that initially had 7 apples, then there are 7 - 4 = 3 apples still on the tree. The answer is 3.",,3.0,0
881,"After making some pies, chef had 2 apples left. Initially he had 43 applesHow many apples did he use?",41.0,"The chef started with 43 apples and ended up with 2 apples, so he must have used 43 - 2 = 41 apples. The answer is 41.",,41.0,0
882,Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park.How many balloons did Allan and Jake have in the park?,8.0,"Allan brought 3 balloons and Jake brought 5 balloons, so together they had 3 + 5 = 8 balloons in the park.",,8.0,1
883,There were 53 dollars in Olivia's wallet. She collected 91 more dollars from an atm. After she visited a supermarket there were 14 dollars left.How much more money did she spend at the supermarket than she collected at the atm?,39.0,"Olivia had 53 dollars in her wallet and collected 91 more from an ATM, so she had a total of 53 + 91 = 144 dollars. After visiting the supermarket, she had 14 dollars left, so she spent 144 - 14 = 130 dollars at the supermarket. She spent 130 - 91 = 39 dollars more at the supermarket than she collected from the ATM. The answer is 39.",,39.0,0
884,Faye was placing some pencils equally into 2 rows. If she had 6 pencilsHow many pencils did she place in each row?,3.0,"If Faye had 6 pencils and she wanted to place them equally into 2 rows, she would put 3 pencils in each row.",,3.0,1
885,Julia played tag with 5 kids on monday. She played tag with some more kids on tuesday. If she played with a total of 15 kidsHow many kids did she play with on tuesday?,10.0,"Julia played with 5 kids on Monday, so she must have played with 15 - 5 = 10 kids on Tuesday. The answer is 10.",,10.0,0
886,Danny collects bottle caps. He threw away 6 of the old ones at the park while he found 50 bottle caps new ones. Now he has 60 bottle caps in his collection.How many more bottle caps did danny find at the park than those he threw away?,44.0,"Danny threw away 6 old bottle caps and found 50 new ones, so he gained 50 - 6 = 44 bottle caps at the park. Therefore, he found 44 more bottle caps than he threw away.",,44.0,1
887,Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies.How many cookies did Paco have left?,12.0,"Paco had 36 cookies. He gave 14 cookies to his friend, so he had 36 - 14 = 22 cookies left. Then he ate 10 cookies, so he had 22 - 10 = 12 cookies left. Paco had 12 cookies left.",,12.0,1
888,They decided to hold the party in their backyard. If they have 5 sets of tables and each set has 10 chairsHow many more chairs than tables do they have?,45.0,"They have 5 sets of tables, so they have 5 tables. Each set has 10 chairs, so they have 5 x 10 = 50 chairs. They have more chairs than tables, so the number of chairs minus the number of tables will give us the answer. 50 - 5 = 45. Therefore, they have 45 more chairs than tables.",,45.0,1
889,After resting they decided to go for a swim. The depth of the water is 16 times Ron's height. Dean is 9 feet taller than Ron. If Ron stands at 13 feetHow deep was the water?,208.0,"If Ron is standing at 13 feet, then the depth of the water is 16 times that, which is 16 x 13 = 208 feet. 

However, the question also mentions Dean, who is 9 feet taller than Ron. This information is not necessary to answer the question, but if we want to find out how tall Dean is, we can add 9 to Ron's height: 

Ron's height = 13 feet 
Dean's height = 13 + 9 = 22 feet 

Again, the depth of the water is 16 times Ron's height, so it is still 16 x 13 = 208 feet.",,208.0,1
890,A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoesHow many tomatoes and potatoes does he have left?,136.0,"After picking 53 tomatoes, the farmer will have 177 - 53 = 124 tomatoes left in his garden.
He did not pick any potatoes, so he still has 12 potatoes in his garden.
Therefore, the farmer has 124 tomatoes and 12 potatoes left in his garden.",,12.0,1
891,"7 red peaches, 71 yellow peaches and 8 green peaches are in the basket.How many more green peaches than red peaches are in the basket?",1.0,"There are 8 green peaches and 7 red peaches, so there are 8 - 7 = 1 more green peach than red peach in the basket. The answer is 1.",,1.0,0
892,52 campers went rowing in the morning. 61 campers went rowing in the afternoon.How many more campers went rowing in the afternoon than in the morning?,9.0,"To find out how many more campers went rowing in the afternoon than in the morning, we need to subtract the number of campers in the morning from the number of campers in the afternoon. 

61 - 52 = 9 

Therefore, 9 more campers went rowing in the afternoon than in the morning.",,9.0,1
893,There were 13 roses and 84 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 91 orchids and 14 roses in the vase.How many roses did she cut?,1.0,"Before Jessica cut any flowers, there were 13 roses and 84 orchids in the vase, for a total of 97 flowers. After she cut some more, there were 91 orchids and 14 roses in the vase, for a total of 105 flowers. To find out how many roses she cut, we can subtract the number of flowers in the vase now from the original number of flowers: 

97 (original number of flowers) - 105 (current number of flowers) = -8 

This means that there are 8 fewer flowers in the vase now than there were originally. Since we know that the number of orchids increased, we can conclude that Jessica must have cut 8 roses. The answer is 8.",,8.0,0
894,Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 daysHow many bottles had she bought?,8066.0,"Debby drank 109 bottles a day for 74 days, so she drank a total of 109 x 74 = 8074 bottles.
Since she bought all the bottles at once, the number of bottles she bought is equal to the number of bottles she drank plus the number of bottles she still has. Let's call the number of bottles she bought ""x"".
So, x = 8074 (the number of bottles she drank) + the number of bottles she still has.
Since she drank all the bottles she bought, the number of bottles she still has is 0.
Therefore, x = 8074 + 0 = 8074.
Debby bought 8074 water bottles.",,8074.0,1
895,Edward spent $ 6 to buy 2 books each book costing him the same amount of money. Now he has $ 12.How much did each book cost?,3.0,"Edward spent $6 to buy 2 books, so each book cost $6/2 = $3.
Now he has $12, so he must have sold the 2 books for $12.
Therefore, each book cost $6/2 = $3.",,3.0,1
896,Robin has 28 packages of gum and 14 packages of candy. There are 6 pieces in each package.How many pieces does Robin have?,7.0,"Robin has 28 packages of gum, which means she has 28 x 6 = 168 pieces of gum.
She also has 14 packages of candy, which means she has 14 x 6 = 84 pieces of candy.
Therefore, Robin has a total of 168 + 84 = 252 pieces of gum and candy.",,252.0,1
897,There are 17 different movies and 11 different books in the ' crazy silly school ' series. If you read 13 of the books and watched 63 of the moviesHow many more movies than books are there in the ' crazy silly school ' series?,6.0,"There are 17 movies and 11 books in the series, so there are 17 - 11 = 6 more movies than books.
If you read 13 of the books and watched 63 of the movies, then you have only read 13/11 = 1.18 times the number of books as movies.
Therefore, there are 63/1.18 - 13 = 42 more movies than books in the series.",,42.0,1
898,"Jack received 5 emails in the morning, 8 emails in the afternoon and 72 emails in the evening.How many emails did Jack receive in the morning and afternoon?",13.0,"Jack received 5 emails in the morning and 8 emails in the afternoon, so he received a total of 5 + 8 = 13 emails in the morning and afternoon.",,13.0,1
899,Randy uses 36 blocks to build a tower. If he had 59 blocksHow many blocks are left?,23.0,"Randy used 36 blocks to build a tower and had 59 blocks to start with, so he must have used 59 - 36 = 23 blocks. Therefore, there are 23 blocks left.",,23.0,1
900,Marco and his dad went strawberry picking. Together their strawberries weighed 20 pounds. His dad's strawberries weighed 17 pounds.How much did marco's strawberries weigh?,3.0,"If together their strawberries weighed 20 pounds and his dad's strawberries weighed 17 pounds, then Marco's strawberries must have weighed 20 - 17 = 3 pounds. Therefore, Marco's strawberries weighed 3 pounds.",,3.0,1
901,Haley grew 9 trees in her backyard. After a typhoon 4 died. Then she grew 5 more trees.How many trees does she have left?,10.0,"Haley originally had 9 trees. After the typhoon, 4 trees died, leaving her with 9 - 4 = 5 trees. Then she grew 5 more trees, bringing her total to 5 + 5 = 10 trees. Therefore, Haley has 10 trees left.",,10.0,1
902,Stray cats loved eating goldfish in the pond leaving 6 goldfish. Paige had raised 8 goldfish in the pond initially.How many goldfish disappeared?,2.0,"If there were 8 goldfish initially and only 6 were left after the stray cats ate some, then the number of goldfish that disappeared is 8 - 6 = 2. The answer is 2.",,2.0,0
903,Danny collects bottle caps and wrappers. He found 58 bottle caps and 25 wrappers at the park. Now he has 11 wrappers and 12 bottle caps in his collection.How many more bottle caps than wrappers does danny have now?,1.0,"Danny originally had 58 bottle caps and now has 12, so he has 12 - 58 = -46 fewer bottle caps.
Similarly, he originally had 25 wrappers and now has 11, so he has 11 - 25 = -14 fewer wrappers.
Since Danny has fewer of both bottle caps and wrappers now, we can ignore the negative signs and simply subtract the two numbers: 46 - 14 = 32.
Therefore, Danny has 32 more bottle caps than wrappers in his collection now.",,32.0,1
904,Mary is baking a cake. The recipe calls for 9 cups of flour and 6 cups of sugar. She already put in 4 cups of sugar.How many more cups of flour than cups of sugar does she need to add now?,7.0,"The recipe calls for 9 cups of flour and 6 cups of sugar. Mary already put in 4 cups of sugar, so she still needs to add 6 - 4 = 2 cups of sugar.
To find out how many more cups of flour than cups of sugar she needs to add, we subtract the amount of sugar from the amount of flour: 9 - 2 = 7.
Mary needs to add 7 more cups of flour than cups of sugar.",,7.0,1
905,Jesse's room is 2 feet long and 12 feet wide. If each tile is of size 4 square feetHow many tiles does she need to cover the whole floor?,6.0,"To find the area of Jesse's room, we need to multiply the length and width: 

2 feet x 12 feet = 24 square feet 

Since each tile is 4 square feet, we can divide the total area by the area of each tile: 

24 square feet ÷ 4 square feet per tile = 6 tiles 

Jesse will need 6 tiles to cover the whole floor.",,6.0,1
906,An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today.How many shirts did machine make altogether?,156.0,"Yesterday the machine made 6 shirts per minute for 12 minutes, so it made 6 x 12 = 72 shirts.
Today the machine made 14 shirts.
Altogether, the machine made 72 + 14 = 86 shirts. The answer is 86.",,86.0,0
907,Paco had 9 sweet cookies and 6 salty cookies. He ate 36 sweet cookies and 3 salty cookies.How many salty cookies did Paco have left?,3.0,"Paco originally had 6 salty cookies. He ate 3, so he has 6 - 3 = 3 salty cookies left. The answer is 3.",,3.0,0
908,Robin cut off 20 inches of his hair. If his hair is now 10 inches longHow long was his hair before he cut?,30.0,"Robin's hair was 30 inches long before he cut it. 

To solve this problem, you can use subtraction. If Robin's hair is now 10 inches long and he cut off 20 inches, you can subtract 20 from 10 to find the original length: 

30 (original length) - 20 (amount cut off) = 10 (current length)",,10.0,1
909,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 36 inches. The frog jumped 17 inches farther than the grasshopper and the mouse jumped 15 inches farther than the frog.How far did the frog jump?",53.0,The frog jumped 36 + 17 = 53 inches.,,53.0,1
910,Robin has 28 packages of gum and 13 packages of candy. There are 4 pieces in each package.How many pieces of gum does Robin have?,112.0,"Robin has 28 packages of gum, and each package has 4 pieces of gum. So, she has a total of 28 x 4 = 112 pieces of gum.",,112.0,1
911,Baker made 157 cakes and 169 pastries. If he sold 158 cakes and 147 pastriesHow many more cakes than pastries did baker sell?,11.0,"Baker sold 158 cakes and 147 pastries, so he sold 158 - 157 = 1 more cake than he made.
He also sold 169 - 147 = 22 more pastries than he made.
Therefore, he sold 1 more cake than pastries.",,1.0,1
912,In a school there are 868 girls and the rest are boys. If there are 281 more girls than boysHow many pupils are there in that school?,1455.0,"To find the total number of pupils in the school, we need to add the number of girls and boys. We know that there are 868 girls, and that there are 281 more girls than boys. So, if we subtract 281 from the number of girls, we will get the number of boys. 

868 - 281 = 587 

So there are 587 boys in the school. 

To find the total number of pupils, we add the number of girls and boys: 

868 + 587 = 1455 

Therefore, there are 1455 pupils in the school.",,1455.0,1
913,David did 51 push-ups in gym class today. David did 49 more push-ups than Zachary.How many push-ups did Zachary and David do altogether?,53.0,"If David did 51 push-ups and 49 more than Zachary, then Zachary did 51 - 49 = 2 push-ups.
Altogether, Zachary and David did 51 + 2 = 53 push-ups. The answer is 53.",,53.0,0
914,Winter is almost here and most animals are migrating to warmer countries. There were 87 bird families living near the mountain. If 7 bird families flew away for winterHow many more bird families stayed behind than those that flew away for the winter?,73.0,"If 7 bird families flew away, then the number of bird families that stayed behind is 87 - 7 = 80. Therefore, there are 80 - 7 = 73 more bird families that stayed behind than those that flew away for the winter. The answer is 73.",,73.0,0
915,A school has 485 pupils. There are 232 girls and the rest are boys.How many boys are there in that school?,253.0,"To find the number of boys in the school, we need to subtract the number of girls from the total number of pupils. 

485 - 232 = 253 

Therefore, there are 253 boys in the school.",,253.0,1
916,Baker made 134 pastries and 11 cakes. If he sold 140 cakes and 92 pastriesHow many more pastries than cakes did baker make?,123.0,"Baker made 134 pastries and 11 cakes, so he made a total of 134 + 11 = 145 baked goods.
He sold 140 cakes and 92 pastries, so he sold a total of 140 + 92 = 232 baked goods.
To find out how many more pastries than cakes he made, we need to subtract the number of cakes from the number of pastries: 134 - 11 = 123.
So he made 123 more pastries than cakes.",,123.0,1
917,Nell collects baseball cards. She had 528 cards while Jeff had 11 cards. She gave some of her cards to jeff and now has 252 cards left.How many cards did Nell give to Jeff?,276.0,"Nell had 528 cards and now has 252 left, so she gave away 528 - 252 = 276 cards. Jeff had 11 cards and received some from Nell, so he now has 11 + x cards (where x is the number of cards Nell gave him). We know that Nell gave away 276 cards, so 11 + x = 276. Solving for x, we get x = 265. Therefore, Nell gave Jeff 265 cards.",,265.0,1
