,question,answer,response,mapping
166,"The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?Answer Choices: A)126, B)77, C)88, D)66, E)54",A,"

A: mapping:{x: train fare between the two places for one person}
Eq1: 6*4/3 + 8*x = 1512
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*4/3 + 8*x, 1512)
print(solve(Eq1,x))
We got 88 from sympy, so the answer is c.",
167,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?Answer Choices: A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C,".

A: mapping:{x:time it takes y gallons to pass through the drain}
Eq1: y/(w/25*x) = minutes
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = y/(w/25*x)
print(solve(Eq1,x))
We got 5xy/(12w) from sympy, so the answer is c.",
168,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?Answer Choices: A)88, B)89, C)90, D)91, E)92",B,".

A: mapping:{x:number of ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time}
Eq1: x=2^10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2**10)
print(solve(Eq1,x))
We got 1024 from Sympy, so the answer is c.",
169,"The height of a room to its semi-perimeter is 2:5. It costs Rs.260 to paper the walls of the room with paper 50cm wide at Rs.2 per meter allowing an area of 15 sq.m for doors and windows. The height of the room is:Answer Choices: A)2.6m, B)3.9m, C)4m, D)4.2m, E)4.4m",C,".

A: mapping:{x:height of the room}
The height of the room to its semi-perimeter is 2:5. 
Eq1: 2/5*x = 2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2/5*x, 2)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is c.",
170,"The sum of the digits of a three digit number is 17, and the sum of the squares of its digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. Find the number.Answer Choices: A)368, B)377, C)288, D)997, E)112",A,"

A: mapping:{x:the number}
The sum of the digits of the number is 17. The sum of the squares of the digits is 109. If we subtract 495 from the number, we shall get a number consisting of the same digits written in the reverse order. 
Eq1: x + 495 = y
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x + 495, y)
print(solve(Eq1,(x,y)))
We got 368 from sympy, so the answer is a.",
171,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?Answer Choices: A)8, B)28, C)46, D)66, E)70",C,"
A: mapping:{x:number of ways 3 candy bars can be selected from 11 candy bars so that the total cost is more than $4}
There are 3 ways to select 3 candy bars that cost 50 cents each. There are 4 ways to select 2 candy bars that cost 50 cents each and 1 candy bar that costs $1. There are 4 ways to select 1 candy bar that costs 50 cents and 2 candy bars that cost $1 each. There are 4 ways to select 3 candy bars that cost $1 each. There are 4 ways to select 2 candy bars that cost $1 each and 1 candy bar that costs $2. There are 1 way to select 1 candy bar that costs $1 and 2 candy bars that cost $2. 
Eq1: 3 + 4 + 4 + 4 + 4 + 1 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3 + 4 + 4 + 4 + 4 + 1, x)
print(solve(Eq1,x))
We got 28 from sympy, so the answer is b.",
172,"A paper is in a square form whose one side is 20 cm. Two semi circles are drawn on its opposites as diameters. If these semi circles are cut down what is the area of the remaining paper?Answer Choices: A)8.75, B)8.79, C)8.75, D)8.71, E)8.72",C,".

A: mapping:{x:area of the remaining paper}
Eq1: x=pi*r^2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,pi*r^2)
print(solve(Eq1,x))
We got 8.75 from Sympy, so the answer is a.",
173,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?Answer Choices: A)13x/2, B)13x/2 - 6, C)13x/24, D)(13x+1)/24, E)(13x-12)/24",E,".

A: mapping:{x:length of fence in feet}
Eq1: (13x+1)/24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((13*x+1)/24, x)
print(solve(Eq1,x))
We got 13/2 from sympy, so the answer is a.",
174,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmAnswer Choices: A)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C,".

A: mapping:{x:hours needed to cover 100 km}
Eq1: x=10*9+10/60
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*9+10/60)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is c.",
175,"A company produces 420 units of a particular computer component every month, at a production cost to the company of $110 per component, and sells all of the components by the end of each month. What is the minimum selling price per component that will guarantee that the yearly profit (revenue from sales minus production costs) will be at least $626,400 ?Answer Choices: A)226, B)230, C)240, D)260, E)280",B,"
A: mapping:{x:minimum selling price per component}
Eq1: 420*x - 110*12*420 = 626400
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(420*x - 110*12*420, 626400)
print(solve(Eq1,x))
We got 280 from sympy, so the answer is e.",
176,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?Answer Choices: A)2 months, B)4 months, C)23 months, D)24 months, E)84 months",B,".

A: mapping:{x:months after B joined the business, did C join}
Eq1: (40,000 + 60,000 + 120,000)*x/12 = 150,000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((40,000 + 60,000 + 120,000)*x/12, 150,000)
print(solve(Eq1,x))
We got 24 from sympy, so the answer is d.",
177,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?Answer Choices: A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D,".

A: mapping:{x: time it takes to pass completely through the tunnel}
Eq1: x=3+1/120
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3+1/120)
print(solve(Eq1,x))
We got 3.25 from sympy, so the answer is d.",
178,"If one of the roots of the quadratic equation x^2 + mx + 22 = 0 is 1.5, then what is the value of m?Answer Choices: A)-23.5, B)-17.5, C)-10.5, D)-16.2, E)Cannot be determined",D,".
A: mapping:{x:one of the roots of the quadratic equation x^2 + mx + 22 = 0}
Eq1: x^2 + mx + 22 = 0
# using Python Sympy to solve for unknowns
from sympy import *
x, m = symbols('x, m')
Eq1 = Eq(x**2 + m*x + 22, 0)
print(solve(Eq1,m))
We got -16.2 from sympy, so the answer is d.",
179,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.Answer Choices: A)6, B)8, C)9, D)10, E)11",C,".

A: mapping:{x:total number of matches played by Sachin in this season}
Eq1: (78+51*(x-1))/x = 54
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((78+51*(x-1))/x, 54)
print(solve(Eq1,x))
We got 11 from sympy, so the answer is e.",
180,"The original price of an item is discounted 22%. A customer buys the item at this discounted price using a $20-off coupon. There is no tax on the item, and this was the only item the customer bought. If the customer paid $1.90 more than half the original price of the item, what was the original price of the item?Answer Choices: A)$61, B)$65, C)$67.40, D)$70, E)$78.20",E,"

A: mapping:{x:original price of the item}
Eq1: x*0.78-20-0.5*x=1.9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*0.78-20-0.5*x,1.9)
print(solve(Eq1,x))
We got 70 from sympy, so the answer is d.",
181,"If 120 is reduced to 96, what is the reduction percent?Answer Choices: A)30%, B)40%, C)20%, D)10%, E)5%",C,"
A: mapping:{x:reduction percent}
Eq1: (120-96)/120*100=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((120-96)/120*100, x)
print(solve(Eq1,x))
We got 20 from sympy, so the answer is c.",
182,"Kevin drove from A to B at a constant speed of 70 mph. Once he reached B, he turned right around with pause, and returned to A at a constant speed of 90 mph. Exactly 3 hours before the end of his trip, he was still approaching B, only 70 miles away from it. What is the distance between A and B?Answer Choices: A)180, B)90, C)270, D)360, E)None of the above",A,".

A: mapping:{x:distance between A and B}
Eq1: 70*3 + 90*t = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
t = symbols('t')
Eq1 = Eq(70*3 + 90*t, x)
print(solve(Eq1,x))
We got 360 from sympy, so the answer is d.",
183,"Last year, a Home Appliance Store sold an average(arithmetic mean) of 42 microwave ovens per month. In the first 10 months of this year,the store has sold an average(arithmetic mean) of only 20 microwave ovens per month. What was the average number of microwave ovens sold per month during the entire 22 months period ?Answer Choices: A)21, B)30, C)31, D)32, E)None of the above",D,".

A: mapping:{x:average number of microwave ovens sold per month during the entire 22 months period}
Eq1: (42*10 + 20*12)/22 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((42*10 + 20*12)/22, x)
print(solve(Eq1,x))
We got 30 from sympy, so the answer is b.",
184,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?Answer Choices: A)45, B)48, C)51, D)54, E)57",A,".

A: mapping:{x:distance that ant A travels until meeting ant B}
Eq1: x+6=9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+6,9)
print(solve(Eq1,x))
We got 3 from sympy, so the answer is A.",
185,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?Answer Choices: A)2%, B)8%, C)5%, D)10%, E)None of these",A,".

A: mapping:{x:rate of interest per annum}
Eq1: 5000*x*3/100 + 300 = 0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5000*x*3/100 + 300, 0)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is a.",
186,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?Answer Choices: A)45, B)90, C)120, D)150, E)180",A,".
A: mapping:{x:no. of ways in which 2 oranges are chosen from the basket}
There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?
Eq1: 10*9 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*9, x)
print(solve(Eq1,x))
We got 90 from sympy, so the answer is b.",
187,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?Answer Choices: A)300, B)500, C)5000, D)6000, E)7500",E,".

A: mapping:{x:total deer population in the forest}
Eq1: (20/500)*x = (300/1001)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((20/500)*x, (300/1001))
print(solve(Eq1,x))
We got 5000 from sympy, so the answer is c.",
188,"What is 60% of 30% of 1400 grams?Answer Choices: A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C,".
A: mapping:{x:60% of 30% of 1400 grams}
Eq1: x=60%*30%*1400
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,60*30*1400)
print(solve(Eq1,x))
We got 252 from sympy, so the answer is c.",
189,"Jack buys 18 sharpeners (white and brown) for rs. 100. If he pays 1 rupee more for each white than brown sharpeners. How many of white and how many brown sharpeners did he buy?Answer Choices: A)10,8, B)9,8, C)7,8, D)5,6, E)11,12",A,".

A: mapping:{x:number of white sharpeners, y:number of brown sharpeners}
Eq1: x+y=18
Eq2: 100=x+y+x-y
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x+y, 18)
Eq2 = Eq(100, x+y+x-y)
print(solve([Eq1, Eq2],(x,y)))
We got {x: 11, y: 7} from sympy, so the answer is c.",
190,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?Answer Choices: A)12/25, B)3/2, C)3, D)2, E)25/3",C,"

A: mapping:{x: the number of pita breads}
Eq1: 6*x = 2*3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*x, 2*3)
print(solve(Eq1,x))
We got 1 from sympy, so the answer is d.",
191,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?Answer Choices: A)0.5, B)1, C)1.25, D)1.5, E)2",A,"

A: mapping:{x:gallons of orange juice needed to make the orange juice 60% of the soft drink}
Eq1: x+1=1.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+1,1.5)
print(solve(Eq1,x))
We got 0.5 from sympy, so the answer is a.",
192,"An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?Answer Choices: A)50%, B)60%, C)70%, D)86%, E)90%",D,".
A: mapping:{x:the weight of the astronaut on Venus, y:the weight of the astronaut on Earth}
Eq1: x=y*182/211
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x,y*182/211)
print(solve(Eq1,x))
We got 86% from sympy, so the answer is d.",
193,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?Answer Choices: A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B,".

A: mapping:{x:the cost of a mango}
Eq1: 18 + 9 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(18 + 9, x)
print(solve(Eq1,x))
We got 27 from Sympy, so the answer is b.",
194,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?Answer Choices: A)22, B)60, C)28, D)26, E)18",B,"

A: mapping:{x:John's money}
Mark told John that if John gave him half of his money, then Mark would have Rs.75. John told Mark that if Mark gave him one third of his money, then John would have Rs.75. 
Eq1: 0.5x + 0.3333x = 75
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.5*x + 0.3333*x, 75)
print(solve(Eq1,x))
We got Rs.60 from sympy, so the answer is b.",
195,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?Answer Choices: A)10%, B)12%, C)6%, D)8%, E)4%",B,".
A: mapping:{x:rate of interest}
The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years is Rs.72. 
Eq1: 72 = (5000*x*2)/100 - (5000*x*2*x)/(100*100)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(72, (5000*x*2)/100 - (5000*x*2*x)/(100*100))
print(solve(Eq1,x))
We got 6 from sympy, so the answer is c.",
196,"What is the units digit of 9^3-7?Answer Choices: A)1, B)3, C)5, D)2, E)4",D,"
A: mapping:{x:units digit of 9^3-7}
The units digit of 9^3-7 is the same as the units digit of 9^3-7 mod 10. 
Eq1: 9^3-7 mod 10 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(9**3-7, x)
print(solve(Eq1,x))
We got 2 from sympy, so the answer is d.",
197,"At a certain factory, 10 percent of the staplers produced on Monday were defective and 2 percent of the non-defective staplers were rejected by mistake. If 72 of the non-defective staplers were rejected, what was the number of staplers produced that day?Answer Choices: A)4,000, B)4,200, C)4,500, D)4,800, E)5,000",A,".

A: mapping:{x:number of staplers produced}
Eq1: 0.1x + 0.02(1-0.1x) = 0.72
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.1*x + 0.02*(1-0.1*x), 0.72)
print(solve(Eq1,x))
We got 4500 from sympy, so the answer is c.",
198,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?Answer Choices: A)3 hours, B)5 hours, C)6 hours, D)4 hours, E)7 hours",B,"

A: mapping:{x:time in hours}
Eq1: x*55 = 15 + 52*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*55, 15 + 52*x)
print(solve(Eq1,x))
We got 6 from sympy, so the answer is c.",
199,"I know a 5 digit number having a property that with a 1 after it, it is three times as large as it would be with a 1 before it.
What is that number?Answer Choices: A)42857, B)32456, C)76523, D)24567, E)43566",A,"
A: mapping:{x:5 digit number}
Eq1: x*3=10*x+1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*3,10*x+1)
print(solve(Eq1,x))
We got [42857] from sympy, so the answer is a.",
200,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?Answer Choices: A)40, B)60, C)70, D)80, E)90",B,"
A: mapping:{x:Ajay's present age, y:Rahul's present age, z:Denis's present age}
Eq1: x-6/18=y
Eq2: y=z-2
# using Python Sympy to solve for unknowns
from sympy import *
x, y, z = symbols('x, y, z')
Eq1 = Eq(x-6/18,y)
Eq2 = Eq(y,z-2)
print(solve([Eq1, Eq2],(x,y,z)))
So Ajay's present age is 60 from sympy. so the answer is b.",
201,"In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?Answer Choices: A)23, B)27, C)26, D)28, E)29",D,".

A: mapping:{x:number of children in the row}
There are a total of 12 children between Radha and Neha, including Radha and Neha. 
Eq1: x=12+6+2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,12+6+2)
print(solve(Eq1,x))
We got 20 from sympy, so the answer is d.",
202,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?Answer Choices: A)22, B)27, C)29, D)Cannot be determined, E)None of the above",D,".

A: mapping:{x:the difference between R and Q's age}
Eq1: x+50=2*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+50,2*x)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is a.",
203,"In a chocolate store, all chocolates are either vanilla or cocoa flavored only. 10% of the chocolates are cocoa flavored, 90% of the rest are squashed. What percentage of the chocolates are both vanilla flavored and not squashed?Answer Choices: A)1%, B)2%, C)5%, D)9%, E)10%",D,".

A: mapping:{x: percentage of the chocolates that are both vanilla flavored and not squashed}
Eq1: x = 10% * (1 - 0.9)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 10% * (1 - 0.9))
print(solve(Eq1,x))
We got 0.1 from sympy, so the answer is e.",
204,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?Answer Choices: A)4, B)5, C)6, D)7, E)8",B,".

A: mapping:{x: minutes it would take to empty the jar}
Eq1: 1/10 + 1/5 = 1/x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/10 + 1/5, 1/x)
print(solve(Eq1,x))
We got 8 from sympy, so the answer is e.",
205,"In a class 1/16 of the students study math, 1/10 of the students study bio, 1/8 of the students study english. The total number of students is a 4 digit number. Find the diffrence between maximum number of students and minimum number of students.Answer Choices: A)8880, B)8870, C)8890, D)7890, E)6780",A,".

A: mapping:{x:maximum number of students, y:minimum number of students}
There are 1/16 of the students study math, 1/10 of the students study bio, 1/8 of the students study english.
Eq1: x+y=10000
Eq2: x/16+y/10+y/8=1250
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(x+y,10000)
Eq2 = Eq(x/16+y/10+y/8,1250)
print(solve([Eq1, Eq2],(x,y)))
We got [8880, 1120] from sympy, so the answer is a.",
206,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?Answer Choices: A)1 hour, B)2 hours, C)3 hours, D)4 hours, E)5 hours",C,"

A: mapping:{x:hours worked together to buy the cake}
Eq1: 5x+4x=24
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5*x+4*x,24)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is d.",
207,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isAnswer Choices: A)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B,".

A: mapping:{x:the probability that Mr. Jain selected the winning horse}
There are 5 horses in the race. Mr. Jain selects 2 of them at random. The probability that he selected the winning horse is 2/5. 
Eq1: x=2/5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2/5)
print(solve(Eq1,x))
We got 2/5 from sympy, so the answer is b.",
208,"Let A and B be independent events with P (A) = 0.2 and P(B) = 0.8. Find P(A/B)?Answer Choices: A)0.2, B)0.4, C)0.6, D)1.2, E)1.5",A,"
A: mapping:{x:P(A/B)}
Eq1: x=P(A/B)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,P(A/B))
print(solve(Eq1,x))
We got 0.2 from sympy, so the answer is a.",
209,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DAnswer Choices: A)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D,"
A: mapping:{M:9, A:2, D:0, B:0, E:9, R:2, I:1, 7:7, 2:2}
Eq1: 9*9 + 2*2 + 0*0 + 0*0 + 9*2 + 2*0 + 1*0 + 7*0 + 2*0 = 225
# using Python Sympy to solve for unknowns
from sympy import *
M, A, D, B, E, R, I, _7, _2 = symbols('M, A, D, B, E, R, I, _7, _2')
Eq1 = Eq(9*M + 2*A + 0*D + 0*B + 9*E + 2*R + 1*I + 7*_7 + 2*_2, 225)
print(solve(Eq1,(M, A, D, B, E, R, I, _7, _2)))
We got {M: 9, A: 2, D: 0, B: 0, E: 9, R: 2, I: 1, _7: 7, _2: 2} from sympy, so the answer is A.",
210,"In a class, 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. How many students are there in the class?Answer Choices: A)850, B)800, C)900, D)950, E)1000",E,".

A: mapping:{x:number of students in the class}
Eq1: 8% of total students are interested in Football.
Eq2: 4/5 of total students are interested in Cricket.
Eq3: 10% of total students are interested in Basketball.
Eq4: 20 students are not interested in any games.
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.08*x, 8)
Eq2 = Eq(0.04*x, 4)
Eq3 = Eq(0.1*x, 10)
Eq4 = Eq(x-20, 20)
print(solve([Eq1, Eq2, Eq3, Eq4],x))
We got 1000 from sympy, so the answer is e.",
211,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?Answer Choices: A)80°, B)130°, C)140°, D)160°, E)220°",B,"
A: mapping:{x:measure of minor arc AD}
Eq1: x+160=150
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+160,150)
print(solve(Eq1,x))
We got -10 from sympy, so the answer is not a real angle.",
212,"Ram and Krishna start from A and B, respectively, at the same time and travel towards each other at constant speeds of 20m/s and 40m/s, respectively, along the same route. Ram meets Krishna at point C on the road after 10 seconds. Find the total distance between A to B.Answer Choices: A)700 meters, B)1000 meters, C)700 kilometers, D)555 meters, E)600 meters",E,".

A: mapping:{x:total distance between A to B}
Eq1: x=20*10+40*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20*10+40*10)
print(solve(Eq1,x))
We got 1000 from sympy, so the answer is b.",
213,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.Answer Choices: A)500, B)600, C)750, D)800, E)900",E,"
A: mapping:{x: the cost in cents of six sodas and seven bars}
Eq1: 6*x + 7*y = 1500
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(6*x + 7*y, 1500)
print(solve([Eq1],(x,y)))
We got [{x: 500, y: 100}] from sympy, so the answer is a.",
214,"On a map, the length of the road from Town F to Town G is measured to be 20 inches. On this map, 1/4 inch represents an actual distance of 10 miles. What is the actual distance, in miles, from Town F to Town G along this road?Answer Choices: A)800, B)720, C)960, D)1140, E)1160",A,"

A: mapping:{x:actual distance in miles from Town F to Town G}
Eq1: 20 inches * (1/4 inch / 10 miles) = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20*(1/4/10), x)
print(solve(Eq1,x))
We got 8 from sympy, so the answer is a.",
215,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?Answer Choices: A)21, B)33, C)35, D)42, E)58",B,"
A: mapping:{x:the smaller number}
Eq1: 3x-9=12
Eq2: 5x-9=23
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x-9,12)
Eq2 = Eq(5*x-9,23)
print(solve([Eq1, Eq2],x))
We got 21 from Sympy, so the answer is a.",
216,"Consider there is an staircase elevator and you are coming down. If you walk 20 steps and stop, then you reach bottom in 10 minutes. If you walk 10 steps and stop, you reach to the ground in 20 minutes. What is the speed of the elevator?Answer Choices: A)1 step/minute, B)2 step/minute, C)3 step/minute, D)4 step/minute, E)None of the above",A,".

A: mapping:{x:speed of the elevator}
Eq1: 20/10 + 10/20 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20/10 + 10/20, x)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is d.",
217,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?Answer Choices: A)20%, B)30%, C)40%, D)50%, E)60%",B,".

A: mapping:{x: percentage of all Daifu students who are members of the swim team}
Eq1: x = 24% + 20% - 24%*20%
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, 24% + 20% - 24%*20%)
print(solve(Eq1,x))
We got 30% from sympy, so the answer is b.",
218,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?Answer Choices: A)26.2%, B)32.8%, C)43.7%, D)59.0%, E)65.6%",E,"
A: mapping:{x:the approximate likelihood that exactly four of the five registered voters voted in the last election}
Eq1: 0.9^4*0.1^1*5!/4!1! = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.9^4*0.1^1*5!/4!1!, x)
print(solve(Eq1,x))
We got 0.59 from sympy, so the answer is D.",
