,question,answer,response,mapping,response_answer,equations
494," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36.0," Edward earned c0 dollars per lawn. He had c1 lawns to mow, but he forgot c2 of them. So he actually earned c0 * (c1 - c2) dollars. 
dollars_earned = c0 * (c1 - c2)
The answer is dollars_earned.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",36.0,"['dollars_earned =  c0 * (c1 - c2)', 'answer = dollars_earned']"
495," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",14.0," Each adult meal costs $c0. So the total cost for the group is c0*(c1-c2). 
total_cost = c0*(c1-c2)
The answer is total_cost.","{'c0': 2.0, 'c1': 9.0, 'c2': 2.0}",14.0,"['total_cost =  c0*(c1-c2)', 'answer = total_cost']"
496," Chloe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",54.0," Chloe started with c0 brownies. She needed c1 total. So she needs to make c1 - c0 more brownies. 
needed_brownies = c1 - c0
Each brownie uses c2 cups of flour. So she needs c2 * needed_brownies cups of flour in total. 
flour_needed = c2 * needed_brownies
The answer is flour_needed.","{'c0': 7.0, 'c1': 16.0, 'c2': 6.0}",54.0,"['needed_brownies =  c1 - c0', 'flour_needed =  c2 * needed_brownies', 'answer = flour_needed']"
497," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15.0," There were c0 friends playing the game. c1 players quit. So the total number of players was c0 + c1. 
total_players = c0 + c1
Each player had c2 lives. So the total number of lives was (c0 + c1)*c2.
total_lives = (c0 + c1)*c2
The answer is total_lives.","{'c0': 8.0, 'c1': 3.0, 'c2': 3.0}",33.0,"['total_players =  c0 + c1', 'total_lives =  (c0 + c1)*c2', 'answer = total_lives']"
498," Sam invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",6.0," Sam invited c0 friends, but c1 couldn't come. So he would need to buy c0 - c1 cupcakes. 
cupcakes_needed = c0 - c1
Each person needs c2 cupcakes. So he would need to buy (c0 - c1) * c2 cupcakes in total. 
total_cupcakes = (c0 - c1) * c2
The answer is total_cupcakes.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",6.0,"['cupcakes_needed =  c0 - c1', 'total_cupcakes =  (c0 - c1) * c2', 'answer = total_cupcakes']"
499," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",72.0," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, she would have earned c0*c1 points. But she didn't recycle c2 of them, so she would have earned (c0*c1) - c2 points. 
points_earned = (c0*c1) - c2
The answer is points_earned.","{'c0': 8.0, 'c1': 14.0, 'c2': 5.0}",107.0,"['points_earned =  (c0*c1) - c2', 'answer = points_earned']"
500," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",5.0," Will had c0 dollars. He spent c1 bucks on a new game. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar toys with dollars_left. 
toys_bought = dollars_left / c2
The answer is toys_bought.","{'c0': 57.0, 'c1': 27.0, 'c2': 6.0}",5.0,"['dollars_left =  c0 - c1', 'toys_bought =  dollars_left / c2', 'answer = toys_bought']"
501, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,3.0," The pet store had c0 puppies. They sold c1 of them. So they had c0 - c1 puppies left. They put c2 puppies in each cage. So they needed (c0 - c1)/c2 cages.

number_of_cages = (c0 - c1)/c2
The answer is number_of_cages.","{'c0': 18.0, 'c1': 3.0, 'c2': 5.0}",3.0,"['number_of_cages =  (c0 - c1)/c2', 'answer = number_of_cages']"
502," Luke had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",6.0," Luke had c0 pieces of clothing. He put c1 in one load, so he had c0 - c1 pieces left. He wants to split this into c2 equal loads. So each load would have (c0 - c1)/c2 pieces. 
pieces_per_load = (c0 - c1)/c2
The answer is pieces_per_load.","{'c0': 47.0, 'c1': 17.0, 'c2': 5.0}",6.0,"['pieces_per_load =  (c0 - c1)/c2', 'answer = pieces_per_load']"
503," Edward bought c0 tickets at the state fair. He spent c1 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost c2 tickets, how many rides could he go on? ",8.0," Edward started with c0 tickets. He spent c1 at the booth, so he had c0 - c1 tickets left. Each ride cost c2 tickets, so he could go on (c0 - c1)/c2 rides. 
rides = (c0 - c1)/c2
The answer is rides.","{'c0': 79.0, 'c1': 23.0, 'c2': 7.0}",8.0,"['rides =  (c0 - c1)/c2', 'answer = rides']"
504," Katie baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",5.0," Katie started with c0 cupcakes. After Todd ate c1 of them, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
If she put c2 cupcakes in each package, she could make cupcakes_left / c2 packages. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 18.0, 'c1': 8.0, 'c2': 2.0}",5.0,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']"
505, Megan had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Megan end up with? ,9.0," Megan had c0 files. She deleted c1 of them. So she was left with c0 - c1 files. 
files_left = c0 - c1
She put c2 files into each folder. So the number of folders she needed was 
files_left / c2
The answer is files_left / c2","{'c0': 93.0, 'c1': 21.0, 'c2': 8.0}",9.0,"['files_left =  c0 - c1', 'answer = files_left / c2']"
506, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,7.0," Wendy uploaded c0 pictures in total. c1 of them were in one album. The rest were in c2 different albums. So if we call the number of pictures in each album x, we have:
c0 = c1 + c2x
The answer is x.","{'c0': 79.0, 'c1': 44.0, 'c2': 5.0}",49.0,"['c0 =  c1 + c2x', 'answer = x']"
507," Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8.0," Isabel had c0 homework problems. She finished c1 of them. So she had c2 = c0 - c1 problems left. 
problems_left = c0 - c1
If each page has the same number of problems, then the number of problems per page is problems_left / c2. 
problems_per_page = problems_left / c2
The answer is problems_per_page.","{'c0': 72.0, 'c1': 32.0, 'c2': 5.0}",8.0,"['c2 =  c0 - c1 problems left. ', 'problems_left =  c0 - c1', 'problems_per_page =  problems_left / c2', 'answer = problems_per_page']"
508," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",6.0," The cafeteria had c0 apples. They handed out c1 apples. So they had c0 - c1 apples left. 
apples_left = c0 - c1
Each pie takes c2 apples. So they could make apples_left / c2 pies. 
pies = apples_left / c2
The answer is pies.","{'c0': 62.0, 'c1': 8.0, 'c2': 9.0}",6.0,"['apples_left =  c0 - c1', 'pies =  apples_left / c2', 'answer = pies']"
509," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",9.0," Mike made c0 dollars. He spent c1 dollars on new mower blades. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar games with the money he had left. 
games_bought = dollars_left / c2
The answer is games_bought.","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}",9.0,"['dollars_left =  c0 - c1', 'games_bought =  dollars_left / c2', 'answer = games_bought']"
510," Paige's team won their dodgeball game and scored c0 points total. If Paige scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",5.0," Paige's team scored c0 points in total. Paige scored c1 of those points. So the rest of the team must have scored c0 - c1 points. 
points_scored = c0 - c1
Since everyone else scored c2 points each, there must have been points_scored / c2 players on the team. 
players_on_team = points_scored / c2
The answer is players_on_team.","{'c0': 41.0, 'c1': 11.0, 'c2': 6.0}",5.0,"['points_scored =  c0 - c1', 'players_on_team =  points_scored / c2', 'answer = players_on_team']"
511," Oliver is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Oliver with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9.0," There are c0 books in total. The librarian takes c1 of them, so Oliver is left with c0 - c1 books. 
books_left = c0 - c1
If he can fit c2 books on a shelf, he will need (books_left / c2) shelves in total. 
shelves_needed = (books_left / c2)
The answer is shelves_needed.","{'c0': 46.0, 'c1': 10.0, 'c2': 4.0}",9.0,"['books_left =  c0 - c1', 'shelves_needed =  (books_left / c2)', 'answer = shelves_needed']"
512, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,3.0," Emily started with c0 seeds. She planted c1 of them in the big garden. She put c2 seeds in each of her small gardens. So she must have had (c1 - c2)/c2 small gardens. 
small_gardens = (c1 - c2)/c2
The answer is small_gardens.","{'c0': 41.0, 'c1': 29.0, 'c2': 4.0}",6.25,"['small_gardens =  (c1 - c2)/c2', 'answer = small_gardens']"
513," Edward made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",8.0," Edward started with c0 dollars. He spent c1 dollars on new mower blades. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar games with the money he had left. 
games_bought = dollars_left / c2
The answer is games_bought.","{'c0': 37.0, 'c1': 21.0, 'c2': 2.0}",8.0,"['dollars_left =  c0 - c1', 'games_bought =  dollars_left / c2', 'answer = games_bought']"
514, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,5.0," The pet store had c0 puppies. They sold c1 of them. So they had c0 - c1 puppies left. They put c2 puppies in each cage. So they needed (c0 - c1)/c2 cages.

number_of_cages = (c0 - c1)/c2
The answer is number_of_cages.","{'c0': 81.0, 'c1': 41.0, 'c2': 8.0}",5.0,"['number_of_cages =  (c0 - c1)/c2', 'answer = number_of_cages']"
515," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",6.0," There were c0 students trying out. c1 of them didn't make it. So there are c0 - c1 students left. 
students_left = c0 - c1
The number of students in each group is students_left / c2. 
students_per_group = students_left / c2
The answer is students_per_group.","{'c0': 65.0, 'c1': 17.0, 'c2': 8.0}",6.0,"['students_left =  c0 - c1', 'students_per_group =  students_left / c2', 'answer = students_per_group']"
516," Tom had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",2.0," Tom started with c0 dollars. He spent c1 dollars on the game. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar toys with dollars_left. 
toys_bought = dollars_left / c2
The answer is toys_bought.","{'c0': 57.0, 'c1': 49.0, 'c2': 4.0}",2.0,"['dollars_left =  c0 - c1', 'toys_bought =  dollars_left / c2', 'answer = toys_bought']"
517," Isabel picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Isabel had c0 flowers. She needed c1 flowers for each bouquet. So she could make c0/c1 bouquets. 
bouquets = c0/c1
However, c2 of the flowers wilted. So she had to subtract that from the total number of bouquets. 
bouquets_after_wilt = bouquets - c2
The answer is bouquets_after_wilt.","{'c0': 66.0, 'c1': 8.0, 'c2': 10.0}",-1.75,"['bouquets =  c0/c1', 'bouquets_after_wilt =  bouquets - c2', 'answer = bouquets_after_wilt']"
518, For Halloween Sarah received c0 pieces of candy. She ate c1 pieces then placed the rest into piles with c2 in each pile. How many piles could she make? ,8.0," Sarah started with c0 pieces of candy. After eating c1, she was left with c0 - c1 pieces of candy. She could make (c0 - c1)/c2 piles of candy. 
piles = (c0 - c1)/c2
The answer is piles.","{'c0': 108.0, 'c1': 36.0, 'c2': 9.0}",8.0,"['piles =  (c0 - c1)/c2', 'answer = piles']"
519, Nancy had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Nancy end up with? ,7.0," Nancy started with c0 files. She deleted c1 of them. So she was left with c0 - c1 files. 
files_left = c0 - c1
Nancy put c2 files into each folder. So she needed (c0 - c1)/c2 folders in total. 
total_folders = (c0 - c1)/c2
The answer is total_folders.","{'c0': 80.0, 'c1': 31.0, 'c2': 7.0}",7.0,"['files_left =  c0 - c1', 'total_folders =  (c0 - c1)/c2', 'answer = total_folders']"
520," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",9.0," There were c0 students trying out. c1 of them didn't make it. So there are c0 - c1 students left. 
students_left = c0 - c1
The number of students in each group is students_left / c2. 
students_per_group = students_left / c2
The answer is students_per_group.","{'c0': 36.0, 'c1': 9.0, 'c2': 3.0}",9.0,"['students_left =  c0 - c1', 'students_per_group =  students_left / c2', 'answer = students_per_group']"
521," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",9.0," The cafeteria had c0 apples. They handed out c1 apples. So they had c0 - c1 apples left. 
apples_left = c0 - c1
Each pie takes c2 apples. So they could make apples_left / c2 pies. 
pies = apples_left / c2
The answer is pies.","{'c0': 96.0, 'c1': 42.0, 'c2': 6.0}",9.0,"['apples_left =  c0 - c1', 'pies =  apples_left / c2', 'answer = pies']"
522, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,9.0," The pet store had c0 puppies. They sold c1 of them. So they had c0 - c1 puppies left. They put c2 puppies in each cage. So they needed (c0 - c1)/c2 cages.

number_of_cages = (c0 - c1)/c2
The answer is number_of_cages.","{'c0': 64.0, 'c1': 28.0, 'c2': 4.0}",9.0,"['number_of_cages =  (c0 - c1)/c2', 'answer = number_of_cages']"
523, Edward was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,2.0," Edward started with c0 games. He sold c1 of them. So he was left with c0 - c1 games. 
games_left = c0 - c1
He packed them into boxes, with c2 games in each box. 
boxes_needed = games_left / c2
The answer is boxes_needed.","{'c0': 35.0, 'c1': 19.0, 'c2': 8.0}",2.0,"['games_left =  c0 - c1', 'boxes_needed =  games_left / c2', 'answer = boxes_needed']"
524," Frank made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4.0," Frank made c0 dollars mowing lawns. He spent c1 dollars on new blades. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar games with the dollars_left. 
games_bought = dollars_left / c2
The answer is games_bought","{'c0': 19.0, 'c1': 11.0, 'c2': 2.0}",4.0,"['dollars_left =  c0 - c1', 'games_bought =  dollars_left / c2', 'answer = games_bought']"
525," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7.0," Megan had c0 homework problems. She finished c1 of them. She had c2 pages of problems to do. So she had c0 - c1 homework problems left to do. 
problems_left = c0 - c1
Each page has the same number of problems on it. So the number of problems on each page is problems_left / c2. 
problems_per_page = problems_left / c2
The answer is problems_per_page.","{'c0': 40.0, 'c1': 26.0, 'c2': 2.0}",7.0,"['problems_left =  c0 - c1', 'problems_per_page =  problems_left / c2', 'answer = problems_per_page']"
526," Wendy picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Wendy started with c0 flowers. She needed c1 flowers for each bouquet. So she could make c0/c1 bouquets. 
bouquets = c0/c1
If c2 of the flowers wilted, she would have c0 - c2 flowers remaining. 
remaining_flowers = c0 - c2
She could make remaining_flowers/c1 bouquets with the remaining flowers. 
remaining_bouquets = remaining_flowers/c1
The answer is bouquets + remaining_bouquets.","{'c0': 103.0, 'c1': 8.0, 'c2': 47.0}",7.0,"['bouquets =  c0/c1', 'remaining_flowers =  c0 - c2', 'remaining_bouquets =  remaining_flowers/c1', 'answer = bouquets + remaining_bouquets']"
527," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",4.0," Kaleb had c0 pieces of clothing. He put c1 in one load, so he had c0 - c1 left. He wants to split this into c2 equal loads. So each load would have (c0 - c1)/c2 pieces of clothing. 
clothing_per_load = (c0 - c1)/c2
The answer is clothing_per_load.","{'c0': 39.0, 'c1': 19.0, 'c2': 5.0}",4.0,"['clothing_per_load =  (c0 - c1)/c2', 'answer = clothing_per_load']"
528," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",2.0," The company invited c0 people, but c1 of them didn't show up. So the number of people who actually came is c0 - c1. 
people_attended = c0 - c1
If each table holds c2 people, then they need people_attended / c2 tables. 
tables_needed = people_attended / c2
The answer is tables_needed.","{'c0': 18.0, 'c1': 12.0, 'c2': 3.0}",2.0,"['people_attended =  c0 - c1', 'tables_needed =  people_attended / c2', 'answer = tables_needed']"
529," Mike is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Mike with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",8.0," Mike started with c0 books. Then he had c0 - c1 books after the librarian took some. So he has to put away c0 - c1 books. 
books_to_put_away = c0 - c1
If he can fit c2 books on a shelf, he will need (c0 - c1)/c2 shelves. 
shelves_needed = (c0 - c1)/c2
The answer is shelves_needed.","{'c0': 82.0, 'c1': 10.0, 'c2': 9.0}",8.0,"['books_to_put_away =  c0 - c1', 'shelves_needed =  (c0 - c1)/c2', 'answer = shelves_needed']"
530, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,6.0," The pet store had c0 puppies. They sold c1 of them. So they had c0 - c1 puppies left. They put c2 puppies in each cage. So they needed (c0 - c1)/c2 cages.

number_of_cages = (c0 - c1)/c2
The answer is number_of_cages.","{'c0': 78.0, 'c1': 30.0, 'c2': 8.0}",6.0,"['number_of_cages =  (c0 - c1)/c2', 'answer = number_of_cages']"
531, Bianca uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,2.0," Bianca uploaded c0 pictures in total. c1 of them were in one album. The rest were in c2 different albums. So if we call the number of pictures in each album x, we have:
x + x + c1 = c0
2x + c1 = c0
2x = c0 - c1
x = (c0 - c1)/2
The answer is x.","{'c0': 33.0, 'c1': 27.0, 'c2': 3.0}",3.0,"['c1 =  c0', 'x =  (c0 - c1)/2', 'answer = x']"
532," Emily's team won their dodgeball game and scored c0 points total. If Emily scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",8.0," Emily's team scored c0 points in total. Emily scored c1 of those points. So the rest of the team must have scored c0 - c1 points. 
points_scored = c0 - c1
Since everyone else scored c2 points each, there must have been points_scored / c2 players on the team. 
players = points_scored / c2
The answer is players.","{'c0': 39.0, 'c1': 23.0, 'c2': 2.0}",8.0,"['points_scored =  c0 - c1', 'players =  points_scored / c2', 'answer = players']"
533," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",8.0," The company invited c0 people, but c1 of them didn't show up. So the number of people who actually came is c0 - c1. 
people_attended = c0 - c1
If each table holds c2 people, then they need people_attended / c2 tables. 
tables_needed = people_attended / c2
The answer is tables_needed.","{'c0': 47.0, 'c1': 7.0, 'c2': 5.0}",8.0,"['people_attended =  c0 - c1', 'tables_needed =  people_attended / c2', 'answer = tables_needed']"
534," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",4.0," The waiter had c0 customers originally. c1 of them left, so he had c0 - c1 customers remaining. 
remaining_customers = c0 - c1
Each table had c2 people, so the number of tables is 
number_of_tables = remaining_customers / c2
The answer is number_of_tables.","{'c0': 44.0, 'c1': 12.0, 'c2': 8.0}",4.0,"['remaining_customers =  c0 - c1', 'number_of_tables =  remaining_customers / c2', 'answer = number_of_tables']"
535, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,5.0," The store started with c0 coloring books. They sold c1 and were left with c0 - c1 coloring books. They put c2 coloring books on each shelf. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 40.0, 'c1': 20.0, 'c2': 4.0}",5.0,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']"
536," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",7.0," There were c0 students trying out. c1 of them didn't make it. So there are c0 - c1 students left. 
students_left = c0 - c1
The number of students in each group is students_left / c2. 
students_per_group = students_left / c2
The answer is students_per_group.","{'c0': 64.0, 'c1': 36.0, 'c2': 4.0}",7.0,"['students_left =  c0 - c1', 'students_per_group =  students_left / c2', 'answer = students_per_group']"
537, Kaleb was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,6.0," Kaleb started with c0 games. He sold c1 of them. So he was left with c0 - c1 games. 
games_left = c0 - c1
He needed to pack them into boxes. Each box could hold c2 games. 
boxes_needed = games_left / c2
The answer is boxes_needed.","{'c0': 76.0, 'c1': 46.0, 'c2': 5.0}",6.0,"['games_left =  c0 - c1', 'boxes_needed =  games_left / c2', 'answer = boxes_needed']"
538," Jerry is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Jerry with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9.0," Jerry started with c0 books. Then he had c0 - c1 books after the librarian took some. So he has to put away c0 - c1 books. 
books_to_put_away = c0 - c1
If he can fit c2 books on a shelf, he will need (c0 - c1)/c2 shelves in total. 
shelves_needed = (c0 - c1)/c2
The answer is shelves_needed.","{'c0': 34.0, 'c1': 7.0, 'c2': 3.0}",9.0,"['books_to_put_away =  c0 - c1', 'shelves_needed =  (c0 - c1)/c2', 'answer = shelves_needed']"
539, Nancy was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Nancy have? ,6.0," Nancy started with c0 seeds. She planted c1 of them in the big garden. She put c2 seeds in each of her small gardens. So she must have had (c1 - c0)/c2 small gardens. 
small_gardens = (c1 - c0)/c2
The answer is small_gardens.","{'c0': 52.0, 'c1': 28.0, 'c2': 4.0}",-6.0,"['small_gardens =  (c1 - c0)/c2', 'answer = small_gardens']"
540," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",9.0," Will had c0 dollars. He spent c1 bucks on a new game. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar toys with dollars_left. 
toys_bought = dollars_left / c2
The answer is toys_bought.","{'c0': 83.0, 'c1': 47.0, 'c2': 4.0}",9.0,"['dollars_left =  c0 - c1', 'toys_bought =  dollars_left / c2', 'answer = toys_bought']"
541, Bianca was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Bianca have? ,6.0," Bianca started with c0 seeds. She planted c1 of them in the big garden. She put c2 seeds in each of her small gardens. So she had (c1 - c2) / c2 small gardens. 
small_gardens = (c1 - c2) / c2
The answer is small_gardens.","{'c0': 52.0, 'c1': 40.0, 'c2': 2.0}",19.0,"['small_gardens =  (c1 - c2) / c2', 'answer = small_gardens']"
542," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",3.0," The waiter had c0 customers originally. c1 of them left, so he had c0 - c1 customers remaining. 
remaining_customers = c0 - c1
Each table had c2 people, so the number of tables is 
number_of_tables = remaining_customers / c2
The answer is number_of_tables.","{'c0': 21.0, 'c1': 12.0, 'c2': 3.0}",3.0,"['remaining_customers =  c0 - c1', 'number_of_tables =  remaining_customers / c2', 'answer = number_of_tables']"
543," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",5.0," There were c0 students trying out. c1 of them didn't make it. So there are c0 - c1 students left. 
students_left = c0 - c1
The number of students in each group is students_left / c2. 
students_per_group = students_left / c2
The answer is students_per_group.","{'c0': 25.0, 'c1': 15.0, 'c2': 2.0}",5.0,"['students_left =  c0 - c1', 'students_per_group =  students_left / c2', 'answer = students_per_group']"
544," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",5.0," The cafeteria had c0 apples. They handed out c1 apples. So they had c0 - c1 apples left. 
apples_left = c0 - c1
Each pie takes c2 apples. So they could make apples_left / c2 pies. 
pies = apples_left / c2
The answer is pies.","{'c0': 47.0, 'c1': 27.0, 'c2': 4.0}",5.0,"['apples_left =  c0 - c1', 'pies =  apples_left / c2', 'answer = pies']"
545," Megan baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",6.0," Megan started with c0 cupcakes. After Todd ate c1, she had c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
Each package has c2 cupcakes. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 68.0, 'c1': 32.0, 'c2': 6.0}",6.0,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']"
546, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,9.0," The store started with c0 coloring books. They sold c1 and were left with c0 - c1 coloring books. They put c2 coloring books on each shelf. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 120.0, 'c1': 39.0, 'c2': 9.0}",9.0,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']"
547, Isabel uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,3.0," Isabel uploaded c0 pictures in total. c1 of them were in one album. The rest were in c2 different albums. So each album had (c0 - c1)/c2 pictures. 
pics_per_album = (c0 - c1)/c2
The answer is pics_per_album.","{'c0': 25.0, 'c1': 10.0, 'c2': 5.0}",3.0,"['pics_per_album =  (c0 - c1)/c2', 'answer = pics_per_album']"
548," Sarah had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8.0," Sarah had c0 homework problems. She finished c1 of them. She had c2 pages of problems to do. So she had c0 - c1 homework problems left to do. 
problems_left = c0 - c1
Each page has the same number of problems on it. So if there are problems_left problems left to do, and c2 pages, then each page has problems_left/c2 problems on it. 
problems_per_page = problems_left/c2
The answer is problems_per_page.","{'c0': 60.0, 'c1': 20.0, 'c2': 5.0}",8.0,"['problems_left =  c0 - c1', 'problems_per_page =  problems_left/c2', 'answer = problems_per_page']"
549," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4.0," Mike started with c0 dollars. He spent c1 dollars on new mower blades. So he had c0 - c1 dollars left. 
dollars_left = c0 - c1
He could buy c2 dollar games with the money he had left. 
games_bought = dollars_left / c2
The answer is games_bought.","{'c0': 42.0, 'c1': 10.0, 'c2': 8.0}",4.0,"['dollars_left =  c0 - c1', 'games_bought =  dollars_left / c2', 'answer = games_bought']"
