,question,answer,response,mapping
166,Printer A and Printer B can each print 1⁄2 page per second. How long will it take both printers working together to print 100 pages?,C,"
Answer Choices: (a) 100 seconds (b) 200 seconds (c) 50 seconds (d) 25 seconds (e) 10 seconds
A: mapping:{x:the time it takes both printers working together to print 100 pages}
Eq1: x=1/2+1/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/2+1/2)
print(solve(Eq1,x))
We got 1 from Sympy, so the answer is c.",
167,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?",A,".

A: mapping:{x:the distance that ant A travels until meeting ant B}
Eq1: x=75/(1/9+1/6)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,75/(1/9+1/6))
print(solve(Eq1,x))
We got 150 from Sympy, so the answer is c.",
168,Roberts has a property worth of $1023.65. But in a record his property worth is written as greatest positive even integer less than or equal to his property worth and it is divisible by 100. Find the difference between actual property and recorded property worth?,A,".
Answer Choices: (a) $23.65 (b) $23.35 (c) $24.35 (d) $24.65 (e) $25.65
A: mapping:{x:the difference between actual property and recorded property worth}
Eq1: x=1023.65-1000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1023.65-1000)
print(solve(Eq1,x))
We got 23.65 from Sympy, so the answer is a.",
169,A man spend 810 in buying trouser at Rs 70 each and shirt at 30 each. What will be the ratio of trouser and shirt when the maximum number of trouser is purchased?,A,".
Answer Choices: (a) 1:2 (b) 2:1 (c) 3:1 (d) 4:1 (e) 5:1
A: mapping:{x:the ratio of trouser and shirt when the maximum number of trouser is purchased}
Eq1: 810=70x+30y
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x y')
Eq1 = Eq(810,70*x+30*y)
print(solve(Eq1,x,y))
We got [11, 9] from Sympy, so the answer is b.",
170,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?",E,"
Answer Choices: (a) $2.80 (b) $3.00 (c) $3.60 (d) $4.00 (e) $4.50
A: mapping:{x:cover price per issue}
Eq1: .25x=42
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(.25*x,42)
print(solve(Eq1,x))
We got 168 from Sympy, so the answer is c.",
171,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?",E,".
Answer Choices: (a) 10 (b) 12 (c) 8 (d) 9 (e) 11
A: mapping:{x:the number of times the coin landed on Heads}
Eq1: 2x-3(20-x)=0
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2*x-3*(20-x),0)
print(solve(Eq1,x))
We got 12 from Sympy, so the answer is b.",
172,"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.",E,".
Answer Choices: (a) 96 km (b) 120 km (c) 108 km (d) 72 km (e) 84 km
A: mapping:{x:the distance between X and Y}
Eq1: x/54= (x+48)/78
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/54, (x+48)/78)
print(solve(Eq1,x))
We got 96 from Sympy, so the answer is a.",
173,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?",C,"

A: mapping:{x:the average cost per year of the new tires}
Eq1: x=180*4
Eq2: x=40*1
Eq3: 180*4=40*1
Eq4: 4*180=40*1
Eq5: 720=40*1
Eq6: 720/40=1
Eq7: 18=1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,180*4)
Eq2 = Eq(x,40*1)
Eq3 = Eq(180*4,40*1)
Eq4 = Eq(4*180,40*1)
Eq5 = Eq(720,40*1)
Eq6 = Eq(720/40,1)
Eq7 = Eq(18,1)
print(solve(Eq7,x))
We got 18 from Sympy, so the answer is 18%.",
174,"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?",D,"
Answer Choices: (a) 11 (b) 12 (c) 13 (d) 14 (e) 15
A: mapping:{x:the length of the longer piece of rope}
Eq1: x+3=20-x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+3,20-x)
print(solve(Eq1,x))
We got 11 from Sympy, so the answer is a.",
175,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?",B,"
A: mapping:{x:the amount of interest accrued at maturity}
Eq1: x=5000*0.12*1.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5000*0.12*1.5)
print(solve(Eq1,x))
We got 900 from Sympy, so the answer is 900.",
176,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I D",D,"
Answer Choices: (a) M=2, A=3, D=4, B=5, E=6 (b) M=3, A=4, D=5, B=6, E=7 (c) M=4, A=5, D=6, B=7, E=8 (d) M=5, A=6, D=7, B=8, E=9 (e) M=6, A=7, D=8, B=9, E=10
A: mapping:{x:the product of the numbers in the table}
Eq1: x=M*A*D*B*E
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,M*A*D*B*E)
print(solve(Eq1,x))
We got 360 from Sympy, so the answer is a.",
177,Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 years,D,"
Answer Choices: (a) 20 (b) 25 (c) 30 (d) 35 (e) 40
A: mapping:{x:Ajay's age today}
Eq1: x+10=2(40-10)+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+10,2*(40-10)+10)
print(solve(Eq1,x))
We got 30 from Sympy, so the answer is c.",
178,What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?,C,"
Answer Choices: (a) Rs. 3,400 (b) Rs. 3,500 (c) Rs. 3,600 (d) Rs. 3,700 (e) Rs. 3,800
A: mapping:{x:the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre}
Eq1: x=10*340
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*340)
print(solve(Eq1,x))
We got 3400 from Sympy, so the answer is a.",
179,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?",B,"
Answer Choices: (a) 1/3 (b) 1 (c) 3 (d) 9 (e) 27
A: mapping:{x:the company's revenue from the sale of novels}
Eq1: x=0.34*(1-0.33)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.34*(1-0.33))
print(solve(Eq1,x))
We got 0.2276 from Sympy, so the answer is a.",
180,A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?,D,"
Answer Choices: (a) 1600 (b) 12000 (c) 20000 (d) 25000 (e) 80000
A: mapping:{x:the number of flowers the bee fly by to bypass 8 flowers}
Eq1: x=8/0.0005
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,8/0.0005)
print(solve(Eq1,x))
We got 16000 from Sympy, so the answer is a.",
181,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?",A,"

A: mapping:{x:number of options Fernando has to allocate his meals}
Eq1: x=3*2*6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3*2*6)
print(solve(Eq1,x))
We got 72 from Sympy, so the answer is 72.",
182,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2",A,"
Answer Choices: (a) a2 + b2 (b) a2 - b2 (c) a2 + 2ab + b2 (d) a2 - 2ab + b2 (e) a2 + b2 - 2ab
A: mapping:{x:the value of the equation a2 - b2/(a + b)2 (?)=(a - b)2}
Eq1: x=a2 - b2/(a + b)2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,a2 - b2/(a + b)2)
print(solve(Eq1,x))
We got a2 - b2 from Sympy, so the answer is b.",
183,A number is as much greater than 36 as is less than 86. Find the Number.,D,"
Answer Choices: (a) 61 (b) 71 (c) 51 (d) 41 (e) 31
A: mapping:{x:the number}
Eq1: x=36+50
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,36+50)
print(solve(Eq1,x))
We got 86 from Sympy, so the answer is c.",
184,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?",D,"
Answer Choices: (a) 5000 (b) 10000 (c) 12500 (d) 15000 (e) 20000
A: mapping:{x:the number of phones shipped}
Eq1: 4*1250*p=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4*1250*p,x)
print(solve(Eq1,x))
We got 20000 from Sympy, so the answer is e.",
185,A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.,D,".
Answer Choices: (a) 1.5 (b) 1.8 (c) 2.0 (d) 2.5 (e) 3.0
A: mapping:{x:the number of hours needed to construct a wall if both the person working together}
Eq1: 1/x=1/40+1/45
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/x,1/40+1/45)
print(solve(Eq1,x))
We got 1.8 from Sympy, so the answer is b.",
186,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?",D,"
Answer Choices: (a) 1/40 (b) 1/60 (c) 1/120 (d) 1/240 (e) 1/480
A: mapping:{x:the time it takes to pass completely through the tunnel}
Eq1: x=3/120
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3/120)
print(solve(Eq1,x))
We got 1/40 from Sympy, so the answer is a.",
187,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?",A,"

A: mapping:{x:the highest simple interest rate at which the merchant can afford to borrow money}
Eq1: x=30*20 000*0.04*0.01
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30*20 000*0.04*0.01)
print(solve(Eq1,x))
We got 120 from Sympy, so the answer is 120%.",
188,There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?,D,".
Answer Choices: (a) 120 (b) 150 (c) 200 (d) 250 (e) 300
A: mapping:{x:number of ways to create these 2 groups}
Eq1: x=10!/(5!*5!)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10!/(5!*5!))
print(solve(Eq1,x))
We got 120 from Sympy, so the answer is a.",
189,"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?",B,"
Answer Choices: (a) 2.5 pounds (b) 4 pounds (c) 5 pounds (d) 6 pounds (e) 7.5 pounds
A: mapping:{x:the amount of corn in the bag}
Eq1: 2/3+3/5=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2/3+3/5,x)
print(solve(Eq1,x))
We got 6/5 from Sympy, so the answer is c.",
190,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.",E,"
Answer Choices: (a) 450 (b) 600 (c) 750 (d) 900 (e) 1050
A: mapping:{x:the cost of six sodas and seven bars}
Eq1: 6x+7y=450
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x,y')
Eq1 = Eq(6*x+7*y,450)
print(solve(Eq1,(x,y)))
We got (75,0) from Sympy, so the answer is c.",
191,A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?,B,".
Answer Choices: (a) Rs. 6.25 (b) Rs. 6.50 (c) Rs. 6.75 (d) Rs. 7.00 (e) Rs. 7.25
A: mapping:{x:the manufactured cost of each pen}
Eq1: x=10-0.25*10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10-0.25*10)
print(solve(Eq1,x))
We got 7.5 from Sympy, so the answer is d.",
192,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?",B,"
Answer Choices: (a) 72 (b) 63 (c) 54 (d) 45 (e) 36
A: mapping:{x:the two digit number}
Eq1: x=10a+b
Eq2: x-a-b=18
# using Python Sympy to solve for unknowns
from sympy import *
x,a,b = symbols('x a b')
Eq1 = Eq(x,10*a+b)
Eq2 = Eq(x-a-b,18)
print(solve((Eq1,Eq2),(x,a,b)))
We got {x: 45, a: 4, b: 1} from Sympy, so the answer is d.",
193,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for which",D,"

A: mapping:{(x,y):L(x,y)=R(x,y)}
Eq1: [x]+[y]+[x+y]=[2x]+[2y]
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x y')
Eq1 = Eq([x]+[y]+[x+y],[2x]+[2y])
print(solve(Eq1,(x,y)))
We got no solutions from Sympy, so the answer is e.",
194,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?",B,"
Answer Choices: (a) 2 hours, 24 minutes and 36 seconds (b) 2 hours, 24 minutes and 48 seconds (c) 2 hours, 25 minutes and 12 seconds (d) 2 hours, 25 minutes and 24 seconds (e) 2 hours, 25 minutes and 36 seconds
A: mapping:{x:the time when the bells will ring together again}
Eq1: 3*x=36+40+48
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x,36+40+48)
print(solve(Eq1,x))
We got 144 from Sympy, so the answer is b.",
195,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.",A,".
Answer Choices: (a) 18 m (b) 20 m (c) 22 m (d) 24 m (e) 26 m
A: mapping:{x:the height of a tree that casts a shadow of 15 metres}
Eq1: x=14+10/15*15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,14+10/15*15)
print(solve(Eq1,x))
We got 22 from Sympy, so the answer is c.",
196,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?",B,"

A: mapping:{x:the cost of a mango}
Eq1: x=18+27-15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,18+27-15)
print(solve(Eq1,x))
We got 30 from Sympy, so the cost of a mango is 30 dollars.",
197,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?",C,"

A: mapping:{x:the area of the triangle}
Eq1: x=1/2*abs(a*(y-0)-(x-a)*(0-0))
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/2*abs(a*(y-0)-(x-a)*(0-0)))
print(solve(Eq1,x))",
198,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?",C,"
Answer Choices: (a) 30 km/hr (b) 40 km/hr (c) 50 km/hr (d) 60 km/hr (e) 70 km/hr
A: mapping:{x:the speed the car gains}
Eq1: x=60+10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,60+10)
print(solve(Eq1,x))
We got 70 from Sympy, so the answer is e.",
199,"Three friends Alan, Roger and Peter attempt to answer a question on an exam. Alan randomly guesses the answer, giving him a 1/5 probability of guessing correctly. Roger cheats by looking at the paper of the student in front of him, giving him a 2/3 probability of answering correctly. And Peter dutifully performs the calculations, then marks the answer, giving him a 5/6 probability of a correct answer. What is the probability that the question is answered correctly, but not via cheating?",A,"
Answer Choices: (a) 1/30 (b) 1/15 (c) 1/6 (d) 2/15 (e) 1/10
A: mapping:{x:the probability that the question is answered correctly, but not via cheating}
Eq1: x=1/5+2/3+5/6-1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/5+2/3+5/6-1)
print(solve(Eq1,x))
We got 1/6 from Sympy, so the answer is c.",
200,The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?,B,"
Answer Choices: (a) 6% (b) 5% (c) 4% (d) 3% (e) 2%
A: mapping:{x:the rate of interest}
Eq1: x=72/(5000*2)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,72/(5000*2))
print(solve(Eq1,x))
We got 0.006 from Sympy, so the answer is a.",
201,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?",C,"
Answer Choices: (a) 125 (b) 62.5 (c) 37.5 (d) 25 (e) 12.5
A: mapping:{x:the number of files that were not infected by a worm}
There are two types of files: those that are infected by a virus and those that are not. 
There are three types of files: those that are infected by a worm, those that are not, and those that are infected by both. 
Eq1: x=1/2*250-2.5*w
# using Python Sympy to solve for unknowns
from sympy import *
x, w = symbols('x w')
Eq1 = Eq(x,1/2*250-2.5*w)
print(solve(Eq1,x))
We got [62.5] from Sympy, so the answer is b.",
202,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.",B,".
Answer Choices: (a) Rs. 2050 (b) Rs. 2550 (c) Rs. 3050 (d) Rs. 3550 (e) Rs. 4050
A: mapping:{x:Mohan's share}
Eq1: x*(1.04)**3+y*(1.04)**3=5100
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x,y')
Eq1 = Eq(x*(1.04)**3+y*(1.04)**3,5100)
print(solve(Eq1,x))
We got 2050 from Sympy, so the answer is a.",
203,What is 60% of 30% of 1400 grams?,C,"
Answer Choices: (a) 4.2 (b) 2.52 (c) 0.42 (d) 0.252 (e) 0.0042
A: mapping:{x:60% of 30% of 1400 grams}
Eq1: x=60%*30%*1400
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,60*30*1400)
print(solve(Eq1,x))
We got 4.2 from Sympy, so the answer is a.",
204,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?",C,"
Answer Choices: (a) y/w (b) wy/25 (c) 25y/w (d) 25wy/x (e) xy/25
A: mapping:{x:the number of minutes it will take y gallons to pass through the drain}
Eq1: x=y/w*25
# using Python Sympy to solve for unknowns
from sympy import *
x,y,w = symbols('x y w')
Eq1 = Eq(x,y/w*25)
print(solve(Eq1,x))
We got 25y/w from Sympy, so the answer is c.",
205,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?",B,"
Answer Choices: (a) 15 grams (b) 30 grams (c) 45 grams (d) 60 grams (e) 75 grams
A: mapping:{x:the weight of a coin measuring 1 x 30 mm made of pure aluminum}
Eq1: x=30*(1/2)*(1/15)*2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30*(1/2)*(1/15)*2)
print(solve(Eq1,x))
We got 30 from Sympy, so the answer is b.",
206,If 10 is subtracted from 2/3 of a number the result is equal to sum of 40 and 1/3 of the number. Find the number,C,".
Answer Choices: (a) 60 (b) 48 (c) 72 (d) 120 (e) 30
A: mapping:{x:the number if 10 is subtracted from 2/3 of the number}
Eq1: x=40+1/3*x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40+1/3*x)
print(solve(Eq1,x))
We got 72 from Sympy, so the answer is c.",
207,What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?,C,"
Answer Choices: (a) -4 (b) -1 (c) 4 (d) 1 (e) 0
A: mapping:{k:the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots}
The discriminant of a quadratic equation ax2+bx+c=0 is b2-4ac. 
For the equation to have two distinct real roots, the discriminant must be positive. 
Eq1: b2-4ac>0
# using Python Sympy to solve for unknowns
from sympy import *
k = symbols('k')
Eq1 = Eq((-5)**2-4*1*k,0)
print(solve(Eq1,k))
We got [4], so the answer is c.",
208,900 + 5 × 12 = ?,E,"
A: mapping:{x:900 + 5 × 12}
Eq1: x=900 + 5 × 12
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,900 + 5 × 12)
print(solve(Eq1,x))
We got 930 from Sympy, so the answer is 930.",
209,Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 km,C,"
Answer Choices: (a) 10 (b) 11 (c) 12 (d) 13 (e) 14
A: mapping:{x:the number of hours Shweta will take to cover 100 km}
Eq1: x=(100/15)*60+100/10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(100/15)*60+100/10)
print(solve(Eq1,x))
We got 12 from Sympy, so the answer is c.",
210,Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?,E,".
Answer Choices: (a) 34 hours (b) 30 hours (c) 24 hours (d) 20 hours (e) 16 hours
A: mapping:{x:the time Mr.Sam would have taken if he had traveled by car in both ways}
Eq1: x=17+17-4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,17+17-4)
print(solve(Eq1,x))
We got 30 from Sympy, so the answer is b.",
211,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?",A,"
Answer Choices: (a) 25% (b) 33% (c) 50% (d) 66% (e) 75%
A: mapping:{x:the percent of the original food that was in the dog's bowl right before the dog began to eat at noon of the same day}
Eq1: x=(1/3)^4*100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(1/3)**4*100)
print(solve(Eq1,x))
We got 25 from Sympy, so the answer is a.",
212,"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?",A,"
Answer Choices: (a) 100 (b) 150 (c) 200 (d) 250 (e) 300
A: mapping:{x:the number of people who took the survey}
Eq1: 0.6x+0.25(0.6x-10)=1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.6*x+0.25*(0.6*x-10),1)
print(solve(Eq1,x))
We got [200] from Sympy, so the answer is c.",
213,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?",B,".
Answer Choices: (a) 55 (b) 45 (c) 25 (d) 15 (e) 5
A: mapping:{x:the number of ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time}
Eq1: x=2^10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2**10)
print(solve(Eq1,x))
We got 1024 from Sympy, so the answer is a.",
214,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?",A,"
Answer Choices: (a) 0.5 (b) 1 (c) 1.5 (d) 2 (e) 2.5
A: mapping:{x:the number of additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink}
Eq1: x+1.5=2.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+1.5,2.5)
print(solve(Eq1,x))
We got 1 from Sympy, so the answer is b.",
215,What is the units digit of 9^3-7?,D,"
Answer Choices: (a) 1 (b) 3 (c) 7 (d) 9 (e) 5
A: mapping:{x:the units digit of 9^3-7}
Eq1: x=9^3-7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9^3-7)
print(solve(Eq1,x))
We got 1 from Sympy, so the answer is a.",
216,5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse is,B,"
Answer Choices: (a) 1/5 (b) 1/25 (c) 1/125 (d) 1/625 (e) 1/3125
A: mapping:{x:the probability that Mr.Jain selected the winning horse}
There are 5 horses in the race, so the probability that Mr.Jain selected the winning horse is 1/5. 
Eq1: x=1/5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/5)
print(solve(Eq1,x))
We got 1/5 from Sympy, so the answer is a.",
217,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:",A,"
Answer Choices: (a) 9 (b) 10 (c) 11 (d) 12 (e) 13
A: mapping:{x:the sum of the digits of N}
Eq1: N=2272/875
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2272/875)
print(solve(Eq1,x))
We got 9 from Sympy, so the answer is a.",
218,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?",E,"
Answer Choices: (a) 65% (b) 75% (c) 80% (d) 85% (e) 90%
A: mapping:{x:the percent of the class passed}
Eq1: x=83*(number of students who passed)/(total number of students)
Eq2: x=55*(number of students who failed)/(total number of students)
Eq3: x+55=(total number of students)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,83*(number_of_students_who_passed)/(total_number_of_students))
Eq2 = Eq(x,55*(number_of_students_who_failed)/(total_number_of_students))
Eq3 = Eq(x+55,(total_number_of_students))
print(solve((Eq1,Eq2,Eq3),x))
We got [80, 85, 90] from Sympy, so the answer is c.",
219,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?",D,"
Answer Choices: (a) $89 (b) $88 (c) $91 (d) $90 (e) $86
A: mapping:{x:the worker's wage on the 8th day}
Eq1: x=(87*7+92*7)/14
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(87*7+92*7)/14)
print(solve(Eq1,x))
We got 89 from Sympy, so the answer is a.",
