,question,answer,response,mapping,response_answer,equations,correct
435," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Emily sold all but c2 bars, how much money would she have made? ",20,"Each chocolate bar costs $c0. Emily sold all but c2 bars, so she sold c1 - c2 bars. The total amount of money she made is the number of bars sold multiplied by the cost per bar. 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 4.0, 'c1': 8.0, 'c2': 3.0}",20,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
436," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",15,"Out of c0 customers, c1 didn't leave a tip, so c0 - c1 did leave a tip. The waiter earned $c2 from each customer who left a tip, so the total amount earned is (c0 - c1) * c2. 
total_earned = (c0 - c1) * c2
The answer is total_earned.","{'c0': 10.0, 'c1': 5.0, 'c2': 3.0}",15,"['total_earned =  (c0 - c1) * c2', 'answer = total_earned']",1
437," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",16,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. She still has to grade c1 - c2 worksheets, each with c0 problems. So she still has to grade (c1 - c2) x c0 problems. 
remaining_problems = (c1 - c2) x c0
The answer is remaining_problems.","{'c0': 4.0, 'c1': 9.0, 'c2': 5.0}",16,"['remaining_problems =  (c1 - c2) x c0', 'answer = remaining_problems']",1
438," Will invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",40,"There were originally c0 friends invited, but c1 couldn't come. So the number of friends who will attend the party is c0 - c1. Each person should have c2 cupcakes, so the total number of cupcakes needed is (c0 - c1) * c2. 
total_cupcakes = (c0 - c1) * c2
The answer is total_cupcakes.","{'c0': 9.0, 'c1': 4.0, 'c2': 8.0}",40,"['total_cupcakes =  (c0 - c1) * c2', 'answer = total_cupcakes']",1
439," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",45,"The magician sold some decks of cards, so the number of decks he sold is c1 - c2. Each deck was sold for c0 dollars, so the total amount of money he earned is (c1 - c2) * c0. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 9.0, 'c1': 12.0, 'c2': 7.0}",45,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
440," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",6,"The chef needs to cook c0 potatoes in total, and has already cooked c1. So he still needs to cook c0 - c1 potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the remaining potatoes is (c0 - c1) * c2 minutes. 
time_to_cook = (c0 - c1) * c2
The answer is time_to_cook.","{'c0': 9.0, 'c1': 7.0, 'c2': 3.0}",6,"['time_to_cook =  (c0 - c1) * c2', 'answer = time_to_cook']",1
441," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",45,"The magician sold some decks of cards, so the number of decks he sold is c1 - c2. Each deck was sold for c0 dollars, so the total amount of money he earned is (c1 - c2) * c0. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 5.0, 'c1': 14.0, 'c2': 5.0}",45,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
442," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Wendy sold all but c2 bars, how much money would she have made? ",18,"Each chocolate bar costs $c0, and there were c1 bars in the box. Wendy sold all but c2 bars, so she sold c1 - c2 bars. The total amount of money she made is the number of bars sold multiplied by the cost per bar. 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 3.0, 'c1': 9.0, 'c2': 3.0}",18,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
443," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",24,"The painter needed to paint c0 rooms in total, and he already painted c2 rooms. So he still needs to paint c0 - c2 rooms. Each room takes c1 hours to paint, so the total time he will take to paint the rest of the rooms is (c0 - c2) * c1 hours. 
time_to_paint_rest = (c0 - c2) * c1
The answer is time_to_paint_rest.","{'c0': 12.0, 'c1': 3.0, 'c2': 4.0}",24,"['time_to_paint_rest =  (c0 - c2) * c1', 'answer = time_to_paint_rest']",1
444," Adam bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Adam still have? ",36,"Adam originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so Adam still has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 13.0, 'c1': 7.0, 'c2': 6.0}",36,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
445," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",28,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 7.0, 'c1': 13.0, 'c2': 9.0}",28,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
446," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",20,"There were originally c0 members on the team, but c1 members didn't show up. So the number of members that did show up is c0 - c1. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 7.0, 'c1': 2.0, 'c2': 4.0}",20,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
447," Kaleb had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",12,"Kaleb had c0 video games originally, but c1 of them weren't working. So he has c0 - c1 working video games. 
working_games = c0 - c1
If he sells each working game for $c2, then he can earn: 
earnings = working_games * c2
The answer is earnings.","{'c0': 10.0, 'c1': 8.0, 'c2': 6.0}",12,"['working_games =  c0 - c1', 'earnings =  working_games * c2', 'answer = earnings']",1
448," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",35,"April started with c1 roses and ended with c2 roses, so she sold c1 - c2 roses. Each rose was c0 dollars, so she earned (c1 - c2) * c0 dollars. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 7.0, 'c1': 9.0, 'c2': 4.0}",35,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
449," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",32,"Out of c0 customers, c1 didn't leave a tip, so c0 - c1 did leave a tip. The waiter earned $c2 from each customer who left a tip, so the total amount earned is (c0 - c1) * c2. 
total_earned = (c0 - c1) * c2
The answer is total_earned.","{'c0': 9.0, 'c1': 5.0, 'c2': 8.0}",32,"['total_earned =  (c0 - c1) * c2', 'answer = total_earned']",1
450," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",48,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take him (c0 - c1) * c2 hours to install the rest. 
time_to_install = (c0 - c1) * c2
The answer is time_to_install.","{'c0': 14.0, 'c1': 8.0, 'c2': 8.0}",48,"['time_to_install =  (c0 - c1) * c2', 'answer = time_to_install']",1
451," Bianca earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",45,"Bianca earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, she would have earned points for the bags she did recycle. 
points_earned = c0 * (c1 - c2)
The answer is points_earned.","{'c0': 5.0, 'c1': 17.0, 'c2': 8.0}",45,"['points_earned =  c0 * (c1 - c2)', 'answer = points_earned']",1
452," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",72,"The chef needs to cook c0 potatoes in total, and has already cooked c1. So he still needs to cook c0 - c1 potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the remaining potatoes is (c0 - c1) * c2 minutes. 
time_to_cook = (c0 - c1) * c2
The answer is time_to_cook.","{'c0': 15.0, 'c1': 6.0, 'c2': 8.0}",72,"['time_to_cook =  (c0 - c1) * c2', 'answer = time_to_cook']",1
453," Henry had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",30,"Henry needs c1 total action figures for a complete collection, but he already has c0. So he needs to buy c1 - c0 more action figures. 
number_needed = c1 - c0
Each action figure costs $c2, so the total cost would be the number of action figures needed multiplied by the cost per action figure. 
total_cost = number_needed * c2
The answer is total_cost.","{'c0': 3.0, 'c1': 8.0, 'c2': 6.0}",30,"['number_needed =  c1 - c0', 'total_cost =  number_needed * c2', 'answer = total_cost']",1
454," John earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",64,"John earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot to mow c2 of them. So he actually mowed c1 - c2 lawns. 
lawns_mowed = c1 - c2
Therefore, he earned c0 times the number of lawns he mowed: 
money_earned = c0 * lawns_mowed
The answer is money_earned.","{'c0': 8.0, 'c1': 15.0, 'c2': 7.0}",64,"['lawns_mowed =  c1 - c2', 'money_earned =  c0 * lawns_mowed', 'answer = money_earned']",1
455," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",24,"If c1 players quit, then there are c0 - c1 players left. Each player left had c2 lives, so the total number of lives is (c0 - c1) * c2. 
total_lives = (c0 - c1) * c2
The answer is total_lives.","{'c0': 10.0, 'c1': 7.0, 'c2': 8.0}",24,"['total_lives =  (c0 - c1) * c2', 'answer = total_lives']",1
456," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",40,"Each enemy defeated gives c0 points, so if you defeat c1 enemies, you would earn c0 x c1 points. However, you only destroy c2 of the c1 enemies, so you would earn c0 x (c1 - c2) points. 
points_earned = c0 x (c1 - c2)
The answer is points_earned.","{'c0': 8.0, 'c1': 7.0, 'c2': 2.0}",40,"['points_earned =  c0 x (c1 - c2)', 'answer = points_earned']",1
457," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",63,"The painter needed to paint c0 rooms in total, and he already painted c2 rooms. So he still needs to paint c0 - c2 rooms. Each room takes c1 hours to paint, so the total time he will take to paint the rest of the rooms is (c0 - c2) * c1 hours. 
time_to_paint_rest = (c0 - c2) * c1
The answer is time_to_paint_rest.","{'c0': 11.0, 'c1': 7.0, 'c2': 2.0}",63,"['time_to_paint_rest =  (c0 - c2) * c1', 'answer = time_to_paint_rest']",1
458," Dave had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",32,"Dave had c0 video games originally, but c1 of them weren't working. So he has c0 - c1 working video games. He can sell each working game for $c2. Therefore, he can earn (c0 - c1) x c2 dollars. 
earnings = (c0 - c1) x c2
The answer is earnings.","{'c0': 10.0, 'c1': 2.0, 'c2': 4.0}",32,"['earnings =  (c0 - c1) x c2', 'answer = earnings']",1
459," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",32,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. She still has to grade c1 - c2 worksheets, each with c0 problems. So she still has to grade (c1 - c2) x c0 problems. 
remaining_problems = (c1 - c2) x c0
The answer is remaining_problems.","{'c0': 4.0, 'c1': 16.0, 'c2': 8.0}",32,"['remaining_problems =  (c1 - c2) x c0', 'answer = remaining_problems']",1
460," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",14,"The teacher has c1 worksheets to grade, and has already graded c2 of them. Each worksheet has c0 problems on it, so the total number of problems she has graded is c0 * c2. To find out how many more problems she has to grade, we need to subtract this from the total number of problems on all the worksheets, which is c0 * c1. 
remaining_problems = (c0 * c1) - (c0 * c2)
Simplifying this expression, we get:
remaining_problems = c0 * (c1 - c2)
The answer is remaining_problems.","{'c0': 2.0, 'c1': 14.0, 'c2': 7.0}",14,"['remaining_problems =  (c0 * c1) - (c0 * c2)', 'remaining_problems =  c0 * (c1 - c2)', 'answer = remaining_problems']",1
461," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",36,"April started with c1 roses and ended with c2 roses, so she must have sold c1 - c2 roses. Each rose was c0 dollars, so the total amount of money she earned is (c1 - c2) * c0. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 4.0, 'c1': 13.0, 'c2': 4.0}",36,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
462," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",35,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 5.0, 'c1': 15.0, 'c2': 8.0}",35,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
463," Zoe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",42,"Zoe baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. If she uses c2 cups of flour for each brownie, then she still needs c2 * (c1 - c0) cups of flour. 
flour_needed = c2 * (c1 - c0)
The answer is flour_needed.","{'c0': 5.0, 'c1': 11.0, 'c2': 7.0}",42,"['flour_needed =  c2 * (c1 - c0)', 'answer = flour_needed']",1
464," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",20,"The painter needed to paint c0 rooms in total, and he already painted c2 rooms. So he still needs to paint c0 - c2 rooms. Each room takes c1 hours to paint, so the total time he will take to paint the rest of the rooms is (c0 - c2) * c1 hours. 
time_left = (c0 - c2) * c1
The answer is time_left.","{'c0': 6.0, 'c1': 5.0, 'c2': 2.0}",20,"['time_left =  (c0 - c2) * c1', 'answer = time_left']",1
465," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Vanessa sold all but c2 bars, how much money would she have made? ",16,"Vanessa sold all but c2 bars, which means she sold c1 - c2 bars. Each bar costs $c0, so the total amount of money she made is (c1 - c2) * c0. 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 4.0, 'c1': 11.0, 'c2': 7.0}",16,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
466," Gwen earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",16,"Gwen earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, then she only recycled c1 - c2 bags. 
recycled_bags = c1 - c2
Therefore, the total points she earned would be the product of the points per bag and the number of bags she recycled. 
total_points = c0 * recycled_bags
The answer is total_points.","{'c0': 8.0, 'c1': 4.0, 'c2': 2.0}",16,"['recycled_bags =  c1 - c2', 'total_points =  c0 * recycled_bags', 'answer = total_points']",1
467," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",24,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take him (c0 - c1) * c2 hours to install the rest. 
time_to_install_rest = (c0 - c1) * c2
The answer is time_to_install_rest.","{'c0': 12.0, 'c1': 6.0, 'c2': 4.0}",24,"['time_to_install_rest =  (c0 - c1) * c2', 'answer = time_to_install_rest']",1
468," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",63,"The chef needs to cook c0 potatoes in total, and has already cooked c1. So he still needs to cook c0 - c1 potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the remaining potatoes is (c0 - c1) * c2 minutes. 
time_to_cook = (c0 - c1) * c2
The answer is time_to_cook.","{'c0': 15.0, 'c1': 8.0, 'c2': 9.0}",63,"['time_to_cook =  (c0 - c1) * c2', 'answer = time_to_cook']",1
469," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",35,"There were originally c0 members on the trivia team, but c1 members didn't show up. So the number of members that did show up is c0 - c1. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 14.0, 'c1': 7.0, 'c2': 5.0}",35,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
470," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",48,"The chef needs to cook c0 potatoes in total, and has already cooked c1. So he still needs to cook c0 - c1 potatoes. If each potato takes c2 minutes to cook, then the total time it will take to cook the remaining potatoes is (c0 - c1) * c2 minutes. 
time_to_cook = (c0 - c1) * c2
The answer is time_to_cook.","{'c0': 13.0, 'c1': 5.0, 'c2': 6.0}",48,"['time_to_cook =  (c0 - c1) * c2', 'answer = time_to_cook']",1
471," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",45,"There were originally c0 members on the trivia team, but c1 members didn't show up. So the number of members that did show up is c0 - c1. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 11.0, 'c1': 6.0, 'c2': 9.0}",45,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
472," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Rachel sold all but c2 bars, how much money would she have made? ",18,"Each chocolate bar costs $c0, so if Rachel sold all but c2 bars, she sold c1 - c2 bars. The amount of money she made would be the number of bars sold multiplied by the cost per bar. 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 2.0, 'c1': 13.0, 'c2': 4.0}",18,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
473," Isabel baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",10,"Isabel baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. If she uses c2 cups of flour for each brownie, then she still needs c2 * (c1 - c0) cups of flour. 
flour_needed = c2 * (c1 - c0)
The answer is flour_needed.","{'c0': 3.0, 'c1': 5.0, 'c2': 5.0}",10,"['flour_needed =  c2 * (c1 - c0)', 'answer = flour_needed']",1
474," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",24,"The teacher has c1 worksheets to grade, and has already graded c2 of them. Each worksheet has c0 problems on it, so the total number of problems she has graded is c0 * c2. To find out how many more problems she has to grade, we need to subtract this from the total number of problems on all the worksheets, which is c0 * c1. 
remaining_problems = (c0 * c1) - (c0 * c2)
The answer is remaining_problems.","{'c0': 3.0, 'c1': 15.0, 'c2': 7.0}",24,"['remaining_problems =  (c0 * c1) - (c0 * c2)', 'answer = remaining_problems']",1
475," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",27,"Out of c0 customers, c1 didn't leave a tip, so c0 - c1 did leave a tip. The waiter earned $c2 from each customer who left a tip, so the total amount earned is (c0 - c1) * c2. 
total_earned = (c0 - c1) * c2
The answer is total_earned.","{'c0': 7.0, 'c1': 4.0, 'c2': 9.0}",27,"['total_earned =  (c0 - c1) * c2', 'answer = total_earned']",1
476," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",27,"April started with c1 roses and ended with c2 roses, so she must have sold c1 - c2 roses. Each rose was c0 dollars, so the total amount of money she earned is (c1 - c2) * c0. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 9.0, 'c1': 11.0, 'c2': 8.0}",27,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
477," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",18,"Tom originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he now has c0 - c1 boxes left. Each box has c2 pieces inside it, so Tom still has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 14.0, 'c1': 8.0, 'c2': 3.0}",18,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
478," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",12,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 2.0, 'c1': 15.0, 'c2': 9.0}",12,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
479," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",32,"Edward earned c0 dollars for each lawn he mowed. He was supposed to mow c1 lawns, but he forgot to mow c2 of them. So he actually mowed c1 - c2 lawns. 
actual_lawns_mowed = c1 - c2
Therefore, he actually earned actual_lawns_mowed * c0 dollars. 
actual_earnings = actual_lawns_mowed * c0
The answer is actual_earnings.","{'c0': 4.0, 'c1': 17.0, 'c2': 9.0}",32,"['actual_lawns_mowed =  c1 - c2', 'actual_earnings =  actual_lawns_mowed * c0', 'answer = actual_earnings']",1
480," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",56,"The builder needs to install c0 - c1 more windows. If it takes c2 hours to install each window, then it will take him (c0 - c1) * c2 hours to install the rest. 
time_to_install = (c0 - c1) * c2
The answer is time_to_install.","{'c0': 11.0, 'c1': 4.0, 'c2': 8.0}",56,"['time_to_install =  (c0 - c1) * c2', 'answer = time_to_install']",1
481," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",30,"Tom originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he has c0 - c1 boxes left. Each box has c2 pieces inside it, so Tom still has (c0 - c1) * c2 pieces of chocolate candy left. 
remaining_pieces = (c0 - c1) * c2
The answer is remaining_pieces.","{'c0': 12.0, 'c1': 7.0, 'c2': 6.0}",30,"['remaining_pieces =  (c0 - c1) * c2', 'answer = remaining_pieces']",1
482," John had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",30,"John needs c1 total action figures for a complete collection, but he already has c0. So he needs to buy c1 - c0 more action figures. 
number_needed = c1 - c0
Each action figure costs $c2, so the total cost would be the number of action figures needed multiplied by the cost per action figure. 
total_cost = number_needed * c2
The answer is total_cost.","{'c0': 6.0, 'c1': 11.0, 'c2': 6.0}",30,"['number_needed =  c1 - c0', 'total_cost =  number_needed * c2', 'answer = total_cost']",1
483," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",72,"There are c1 people in the group, and c2 of them are kids. So the number of adults in the group is c1 - c2. Each adult meal costs $c0, so the total cost for the group to eat is:
total_cost = (c1 - c2) * c0
The answer is total_cost.","{'c0': 8.0, 'c1': 11.0, 'c2': 2.0}",72,"['total_cost =  (c1 - c2) * c0', 'answer = total_cost']",1
484," At the fair Kaleb bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Kaleb spend riding the ferris wheel? ",27,"Kaleb started with c0 tickets and ended with c1 tickets, so he must have used c0 - c1 tickets on the ferris wheel. 
used_tickets = c0 - c1
If each ticket cost c2 dollars, then Kaleb spent used_tickets * c2 dollars on the ferris wheel. 
money_spent = used_tickets * c2
The answer is money_spent.","{'c0': 6.0, 'c1': 3.0, 'c2': 9.0}",27,"['used_tickets =  c0 - c1', 'money_spent =  used_tickets * c2', 'answer = money_spent']",1
485," Tiffany baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",72,"Tiffany baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. If she uses c2 cups of flour for each brownie, then she still needs c2 * (c1 - c0) cups of flour. 
flour_needed = c2 * (c1 - c0)
The answer is flour_needed.","{'c0': 8.0, 'c1': 17.0, 'c2': 8.0}",72,"['flour_needed =  c2 * (c1 - c0)', 'answer = flour_needed']",1
486," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",21,"Each enemy defeated gives c0 points, so if you defeat c1 - c2 enemies, you will earn (c1 - c2) * c0 points. 
points_earned = (c1 - c2) * c0
The answer is points_earned.","{'c0': 7.0, 'c1': 11.0, 'c2': 8.0}",21,"['points_earned =  (c1 - c2) * c0', 'answer = points_earned']",1
487," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",56,"The magician sold some decks of cards, so the number of decks he sold is c1 - c2. Each deck was sold for c0 dollars, so the total amount of money he earned is (c1 - c2) * c0. 
money_earned = (c1 - c2) * c0
The answer is money_earned.","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",56,"['money_earned =  (c1 - c2) * c0', 'answer = money_earned']",1
488," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30,"If c1 players quit, then there are c0 - c1 players left. Each player left had c2 lives, so the total number of lives is (c0 - c1) * c2. 
total_lives = (c0 - c1) * c2
The answer is total_lives.","{'c0': 13.0, 'c1': 8.0, 'c2': 6.0}",30,"['total_lives =  (c0 - c1) * c2', 'answer = total_lives']",1
489," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",6,"Out of c0 customers, c1 didn't leave a tip, so c0 - c1 did leave a tip. The waiter earned $c2 from each customer who left a tip, so the total amount earned is (c0 - c1) * c2. 
total_earned = (c0 - c1) * c2
The answer is total_earned.","{'c0': 7.0, 'c1': 5.0, 'c2': 3.0}",6,"['total_earned =  (c0 - c1) * c2', 'answer = total_earned']",1
490," At the fair Adam bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Adam spend riding the ferris wheel? ",63,"Adam started with c0 tickets and ended with c1 tickets, so he must have used c0 - c1 tickets on the ferris wheel. 
used_tickets = c0 - c1
If each ticket cost c2 dollars, then Adam spent used_tickets * c2 dollars on the ferris wheel. 
money_spent = used_tickets * c2
The answer is money_spent.","{'c0': 10.0, 'c1': 3.0, 'c2': 9.0}",63,"['used_tickets =  c0 - c1', 'money_spent =  used_tickets * c2', 'answer = money_spent']",1
491," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",63,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. She still has to grade c1 - c2 worksheets, each with c0 problems. So she has to grade (c1 - c2) x c0 problems. 
total_problems_to_grade = (c1 - c2) x c0
The answer is total_problems_to_grade.","{'c0': 7.0, 'c1': 17.0, 'c2': 8.0}",63,"['total_problems_to_grade =  (c1 - c2) x c0', 'answer = total_problems_to_grade']",1
492," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",12,"There were originally c0 members on the trivia team, but c1 members didn't show up. So the number of members that did show up is c0 - c1. Each member that showed up scored c2 points, so the total points scored is (c0 - c1) * c2. 
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 9.0, 'c1': 3.0, 'c2': 2.0}",12,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
