,question,answer,response,mapping
224,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?A)46, B)81, C)126, D)252, E)None",C," The length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet. So the
total length of the parking space is 9 + 37 = 46 feet, and the width is 37 – 9 = 28 feet. The area of the parking
space is 46 × 28 = 1288 square feet. The answer is C.",
225,"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?A)0, B)1, C)2, D)3, E)4",B," Peter has 10 friends who would like to participate, so he has 10 choices for forming his team. The answer is D.",
226,"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.A)71, B)62, C)43, D)67, E)40",A," The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.

A: The average weight of the 10 oarsmen before was 53 kg. So the total weight of the 10 oarsmen was 530 kg.

When the one man who weighed 53 kg was replaced by the new man, the new average weight became 54.8 kg. So the new man must weigh 54.8 kg - 53 kg = 1.8 kg more than the original man.

Therefore, the new man weighs 1.8 kg more than the original man, or 55.8 kg. The answer is D.",
227,"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?A)11, B)10, C)9, D)8, E)7",A," The number of ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected is equal to the number of ways that two balls can be selected from the box minus the number of ways that two balls can be selected from the box such that the ball with number 3 marked on it is selected. This is equal to n(n-1) - 2(n-1). So we have n(n-1) - 2(n-1) = 45. This simplifies to n^2 - 3n + 2 = 45. This is a quadratic equation, and the solutions are 9 and 5. Since n must be a positive integer, the answer is C.",
228,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B," If Q has 5 factors, then it is divisible by 5 different numbers. So it is divisible by at least 5 different
prime numbers. This means that Q is the product of at least 5 different prime numbers. So III is true. I and II are
not necessarily true, so the answer is B.",
229,"If 6x - y = 24 and y = 3x, what is the value of x?A)8, B)9, C)10, D)11, E)12",A," If 6x - y = 24 and y = 3x, then 6x - 3x = 24. This simplifies to 3x = 24, which means x = 8. The answer is A.",
230,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?A)1, B)2, C)3, D)4, E)5",D, You would have to rent at least 4 DVDs to make it worth it to purchase the membership.,
231,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?A) 108, B) 112, C) 116, D) 120, E) 124",C," The bag of cat food weighs 7 pounds and 4 ounces. There are 16 ounces in a pound, so the bag of cat food weighs
7 x 16 + 4 = 116 ounces. The answer is C.",
232,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?A)4, B)8, C)22, D)50, E)20",E," Jack's rate is 1/12, and Jill's rate is 1/60. So the total rate is 1/12 + 1/60 = 5/60. Two-thirds of the work is done in
2/3 * 12 hours, which is 8 hours. So the remaining work is done in 8 * (5/60) hours, which is 8/3 hours. The answer is D.",
233,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?A)2%, B)8%, C)5%, D)10%, E)None of these",A," If the university got Rs. 300 on interest after 3 years, then the amount of interest after 1 year would be
300 / 3 = Rs. 100. So the amount of interest after 3 years would be 3 x 100 = Rs. 300. So the rate of interest per
annum is 300 / 5000 = 6%. The answer is c.",
234,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B, The actual selling price of the article was Rs.5723.,
235,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A," If 27 bottles of soda cost A cents, then B bottles will cost B/27 * A cents. So the cost in dollars will be
B/27 * A / 100. The answer is D.",
236,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?A)8, B)28, C)46, D)66, E)70",C," The number of ways 3 candy bars can be selected from 11 candy bars so that the total cost is more than $4 is
equal to the number of ways to select 3 candy bars from 11 candy bars where at least 1 candy bar costs $2. This
is equal to the number of ways to select 2 candy bars from 4 candy bars that cost $2, which is 4 choose 2, plus
the number of ways to select 3 candy bars from 7 candy bars, which is 7 choose 3. So the answer is 4 choose 2
+ 7 choose 3, which is equal to 66. The answer is D.",
237,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)A)120, B)19, C)180, D)420, E)460",B, The number of different groups of presenters that can be chosen from the team is 180. The answer is c.,
238,"Exactly 2/5th of the children in a certain class are girls. If there are 100 boys in the class, how many girls are in the class?A)50, B)100, C)150, D)200, E)70",C," If there are 100 boys in the class, then there are 200 children in the class. So 2/5 of 200 is equal to 80. So there
are 80 girls in the class. The answer is D.",
239,"Two numbers are said to be relatively prime if they share no common positive factors other than 1. Set S contains the set of integers from 1 to 1,000, inclusive. What is the probability that a number chosen from S is relatively prime to 1,000?A)5/7, B)3/5, C)4/7, D)2/5, E)2/7",D," The probability that a number chosen from S is relatively prime to 1,000 is 4/7.",
240,"At the of his one-year investment, Charles received $54,080, including interest and principal from a certain investment. If the investment paid an annual interest of 8 percent compounded semi-annually, which of the following is the amount of money that Charles originally invested?A)$45,000, B)$50,000, C)$54,000, D)$59,000, E)$62,000",B," The amount of money that Charles originally invested is $50,000.",
241,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?A)45, B)48, C)50, D)55, E)58",C," We can set up the following equation:

Joe's age + Joe's sister's age + Joe's father's age = 100

Joe's age + 2(Joe's sister's age) + 2(Joe's father's age) = 100

3(Joe's father's age) = 100

Joe's father's age = 100 / 3

Joe's father's age = 33.33

The answer is E.",
242,"If one third of 3/4 of a number is 21. Then, find the number?A)84, B)66, C)28, D)19, E)11",A," If one third of 3/4 of a number is 21, then the number is 3/4 * 3 * 21, which is equal to 189. The answer is D.",
243,"If m > 0, y > 0, and x is m percent of 4y, then, in terms of y, m is what percentage of x?A)y/400, B)4y, C)50y, D)2500/y, E)5000/y",D," m is equal to x/4y, so m is 100x/4y percent of x. The answer is D.",
244,"A man wants to eat fruit for breakfast and vegetable for dinner. He has 6 different types of fruit and 8 different types of vegetables. He can only eat one type at a time. In how many ways can he eat breakfast and dinner.A)54, B)24, C)48, D)20, E)36",C, The man can eat breakfast in 6 ways and dinner in 8 ways. So the total number of ways he can eat breakfast and dinner is 6 * 8 = 48. The answer is c.,
245,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?A)26.2%, B)32.8%, C)43.7%, D)59.0%, E)65.6%",E, The answer is D.,
246,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?A)58, B)62, C)66, D)70, E)74",A," The area of a rectangle is length times width. So if the length is 10 meters and the width is 24 meters, then the
area is 240 square meters. If we let x represent the length of the other side, then we have the equation:
10x + 10(24) = 240
10x + 240 = 240
10x = 0
x = 0
So the answer is D.",
247,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?A)1,980, B)2,020, C)2,100, D)2,200, E)1,900",E," There are 5 vowels and 20 consonants, for a total of 25 letters. The first and third letters must be different from each other and are both consonant, so there are 20 * 19 = 380 possible codes for the first and third letters. The middle letter must be a vowel, so there are 5 possible codes for the middle letter. In total, there are 380 * 5 = 1,900 possible codes. The answer is e.",
248,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.A)37, B)38, C)36, D)30, E)39",E," The product of three consecutive integers can be expressed as (x)(x+1)(x+2). So (x)(x+1)(x+2) = 727+728+729. This
simplifies to x^3 + 3x^2 + 2x - 2160 = 0. Using the quadratic equation, we find that x = -39, -6, or 36. The sum of
three consecutive integers is the middle number plus or minus one, so the sum of three consecutive integers
whose product is 2160 is -6 + 1 = -5, or 36 + 1 = 37. The answer is A.",
249,"The capacity of a tank of dimensions (8 m × 6 m × 2.5 m) isA)120 litres, B)1200 litres, C)12000 litres, D)120000 litres, E)None of these",D," The capacity of a tank is equal to the volume of the tank. The volume of the tank is 8 m × 6 m × 2.5 m, which
is equal to 120 m3. So the capacity of the tank is 120 m3, or 120,000 litres. The answer is D.",
250,"The population of a city is 5265526. If there are 4169516 adults in the city, how many children are there in the city?A)1095961, B)1065961, C)1085961, D)1097961, E)1096061",E," The population of a city is 5265526. If there are 4169516 adults in the city, then there are 5265526 - 4169516 =
1096061 children in the city. The answer is e.",
251,"It takes a worker 9 minutes to drive from home to work at an average rate of 20 kilometers per hour. How many minutes will it take the worker to cycle from home to work along the same route at an average rate of 6 kilometers per hour?A)30, B)32, C)35, D)36, E)40",A, It will take the worker 36 minutes to cycle from home to work.,
252,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?A)4, B)5, C)6, D)7, E)8",B," If P eats alone, it would take him 10 minutes to finish the candies in the jar. If Q eats alone, it would take her 5 minutes to finish half the jar. So it would take them a total of 10 + 5 = 15 minutes to finish the jar. The answer is D.",
253,"A grocery sells a bag of ice for $1.25, and makes 20% profit. If it sells 500 bags of ice, how much total profit does it make?A)125, B)150, C)225, D)250, E)275",A," The grocery makes 20% profit on each bag of ice, so the total profit is 20% of 500, which is 100. The answer is B.",
