,question,answer,response,mapping
228,"The price of a product is reduced by 30% . By what percentage should it be increased to make it 100%Answer Choices: A)41.86%, B)42.86%, C)43.86%, D)44.86%, E)45.86%",B," The price of the product is reduced by 30%. To make it 100%, it needs to be increased by 100% - 30% = 70%.
70% is the same as 70/100. To convert this to a percentage, it should be multiplied by 100. So 70/100 * 100 =
70%. The answer is D.",
229,"Find the total no. of distinct bike no.'s that can beformed using 2 letters followed by 2 no.'s. How many letters need to be distinct?Answer Choices: A)74453, B)64543, C)74325, D)65000, E)97656",D," There are 26 choices for the first letter, 25 choices for the second letter, 10 choices for the first number, and 9
choices for the second number. So the total number of distinct bike numbers that can be formed is
26 * 25 * 10 * 9 = 65000. The answer is D.",
230,"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?Answer Choices: A)D/(M-3), B)MD/3, C)M/(D-3), D)3D/(M2-3M), E)None of these",D, The answer is D) 3D/(M2-3M).,
231,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?Answer Choices: A)$5102, B)$618, C)$216, D)$202, E)$200",B," The interest rate is 12% per year, so the interest rate per six months would be 6%. The amount of interest accrued would be $5,000 * (1 + 0.06)^2 - $5,000 = $102. The answer is A.",
232,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?Answer Choices: A)9, B)6, C)4, D)3, E)2",E," If the whole journey took one hour, then Winson must have run for 0.5 hours and walked for 0.5 hours. So he would have run for 10 miles/hr * 0.5 hrs = 5 miles and walked for 5 miles/hr * 0.5 hrs = 2.5 miles. The total distance would have been 5 + 2.5 = 7.5 miles. The answer is D.",
233,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?Answer Choices: A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B, The actual selling price of the article was Rs. 5040.,
234,"Hoses A and B spout water at different constant rates, and hose A can fill a certain pool in 8 hours. Hose A filled the pool alone for the first 2 hours and the two hoses, working together, then finished filling the pool in another 3 hours. How many hours would it have taken hose B, working alone, to fill the entire pool?Answer Choices: A)8, B)15, C)12, D)6, E)3",A," If hose A can fill the pool in 8 hours, then it would take 8 / 2 = 4 hours for hose A to fill the pool if it were working alone for the first 2 hours. This means that it would take 8 - 4 = 4 hours for hose B to fill the pool if it were working alone. The answer is D.",
235,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?Answer Choices: A)5%, B)15%, C)25%, D)35%, E)45%",A, The answer is D) 35%.,
236,"John likes to have lightly flavored tea every evening. In a 50% strong milk tea, he replaces 15% of it with milk twice. Then, he replaces 10 percent of the resultant solution with more milk.
What is the final concentration of tea John drinks?Answer Choices: A)15.38%, B)42%, C)39.86%, D)22.35%, E)32.51%",E, The final concentration of tea John drinks is 32.51%.,
237,"[5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6Answer Choices: A)4, B)4.5, C)5, D)5.5, E)6.5",C," [5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6

We can start by solving for ?:

[5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6

[5 + ? × 19 - 15 - 7] = 6[13 × 13 - 156]

5 + ? × 19 - 15 - 7 = 828

? × 19 = 828 - 5 + 15 + 7

? = (828 - 5 + 15 + 7)/19

? = 44.5

The answer is B) 4.5.",
238,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)Answer Choices: A)4, B)7, C)10, D)14, E)21",D, The greatest number of identical bouquets that can be made is 7.,
239,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)Answer Choices: A)3, B)4, C)5, D)10, E)20",D, The smallest number of letters Amy will need to create the codes for all 10 types of books is 3.,
240,"A shopkeeper employed a servant at a monthly salary of 1500. In addition to it, he agreed to pay him a commission of 15% on the monthly sale. How much sale in Rupees should the servant do if he wants his monthly income as 6000?Answer Choices: A)30000, B)415000, C)31500, D)50000, E)None of these",A," The servant's monthly income would be 1500 + 0.15(s), where s is the monthly sale. So 6000 = 1500 + 0.15s, which means s = 40000. The answer is a.",
241,"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?Answer Choices: A)750pi, B)1500pi, C)1875pi, D)3000pi, E)7500pi",D," The point is traveling at 300 revolutions per minute, or 300 * 2pi radians per minute. In 30 seconds, it will
travel 300 * 2pi * 30 / 60 = 3000pi. The answer is D.",
242,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)Answer Choices: A)120, B)19, C)180, D)420, E)460",B, The number of different groups of presenters that can be chosen from the team is 180. The answer is C.,
243,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?Answer Choices: A)80, B)120, C)240, D)320, E)360",E," If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, then the store must have had twice as many yellow golf balls as white golf balls to begin the day. If the store had 600 golf balls in total, then it must have had 300 white golf balls and 300 yellow golf balls. The store sold 80% of its inventory of golf balls, which means it sold 480 golf balls in total. If it sold all of its white golf balls, then it must have sold 240 white golf balls. This means that it sold 240 yellow golf balls as well. The answer is C.",
244,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?Answer Choices: A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A," Fernando has 5 days on which he can have lunch, and 4 days on which he can have dinner. He has to choose 3
days for lunch and 3 days for dinner. The number of ways he can do this is 5C3 * 4C3. The answer is a.",
245,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?Answer Choices: A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A, B bottles will cost B * A / 2700 dollars. The answer is A.,
246,"In how many ways can the letters of the word ""PROBLEC"" be rearranged to make 7 letter words such that none of the letters repeat?Answer Choices: A)2!, B)3!, C)7!, D)8!, E)9!",C," There are 7 letters in the word ""PROBLEC"". The number of ways to rearrange 7 letters is 7!. The answer is c.",
247,"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :Answer Choices: A)12 metre, B)12.5 metre, C)13.5 metre, D)14 metre, E)15 metre",B, The height of the building would be (40.25 / 28.75) * 17.5 = 23.125 metres. The answer is c.,
248,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?Answer Choices: A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B," The least common multiple of 36, 40 and 48 is 1440. So they will ring together again after 1440 seconds, or
24 minutes. The answer is D.",
249,"While selling a watch, a shopkeeper gives a discount of 5%. If he gives a discount of 7%, he earns Rs. 15 less as profit. The marked price of the watch is:Answer Choices: A)Rs. 697.50, B)Rs. 712.50, C)Rs. 787.50, D)Rs. 750, E)Rs. 780",D," If the shopkeeper gives a discount of 5%, then he earns a profit of 5%. So if he gives a discount of 7%, he
earns a profit of 2%. So 2% of the marked price is Rs. 15. This means that 100% of the marked price is Rs.
750. The answer is D.",
250,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?Answer Choices: A)Rs 400, B)Rs 500, C)Rs 600, D)Rs 700, E)Rs 800",E," Each daughter receives four times as much as each nephew, so each daughter would receive 4 * Rs 8600 / (5 + 4 + 2) = Rs 800. The answer is E.",
251,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for whichAnswer Choices: A)L(x,y) = R(x,y), B)L(x,y) ≠ R(x,y), C)L(x,y) < R(x,y), D)L(x,y) < R(x,y), E)None",D," L(x,y) = [x] + [y] + [x + y]
R(x,y) = [2x] + [2y]

For L(x,y) = R(x,y) to be true, we need [x] + [y] + [x + y] = [2x] + [2y]

However, this is not possible as the left side is always less than or equal to the right side.

The answer is B.",
252,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?Answer Choices: A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B," The weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver. This means that the weight of the aluminum in the alloy is 15 grams. The weight of the silver in the alloy is 30 - 15 = 15 grams. If silver is twice as heavy as aluminum, then the weight of the silver in the alloy is 2 * 15 = 30 grams. The weight of the aluminum in the alloy is 30 - 30 = 0 grams. The weight of a coin measuring 1 x 30 mm made of pure aluminum would be 0 grams. The answer is A.",
253,"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?Answer Choices: A)4, B)3, C)2, D)1, E)0",C," If the coin-diver got $3.40 from one dive, then she must have brought at least 3 copper coins and 1 brass coin.
The answer is D.",
