,question,answer,response,tokens,logprobs,mapping,response_answer,correct
10," Oliver had to wash 39 short sleeve shirts and 47 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash? ",66, Oliver had to wash a total of 39 + 47 = 86 shirts. He only washed 20 of them. So he did not wash 86 - 20 = 66 shirts. The answer is 66.,"[' Oliver', ' had', ' to', ' wash', ' a', ' total', ' of', ' 39', ' +', ' 47', ' =', ' 86', ' shirts', '.', ' He', ' only', ' washed', ' 20', ' of', ' them', '.', ' So', ' he', ' did', ' not', ' wash', ' 86', ' -', ' 20', ' =', ' 66', ' shirts', '.', ' The', ' answer', ' is', ' 66', '.']","[-0.27104393, -0.46368858, -0.021880167000000002, -0.0016951185, -0.613167, -0.00012310104, -0.00028293548, -0.112350896, -0.0031664040000000003, -0.00014182150000000002, -0.00041721327999999996, -4.9308033000000007e-05, -0.0038205860000000004, -0.13457093, -0.67835224, -0.33208963, -0.0070899352, -5.0022347e-05, -0.4670031, -0.00028329217, -0.90170085, -0.04915898, -0.35211697000000003, -0.4919901, -5.5745302e-05, -0.00019118234999999998, -0.043070555, -0.0032601648, -0.00033570455999999997, -0.0035403064, -0.0005985634, -0.0039998014, -0.036753299999999996, -0.09856401000000001, -6.182308e-05, -2.2006430000000002e-05, -5.693833e-05, -0.021869197]",,66,1
11, For the school bake sale Wendy made pastries. She baked 4 cupcakes and 29 cookies. After the sale she had 24 to take back home. How many pastries did she sell? ,9," Wendy started with 4 cupcakes and 29 cookies. After the sale, she had 24. So she must have sold 4 + 29 - 24 = 9 pastries. The answer is 9.","[' Wendy', ' started', ' with', ' 4', ' cup', 'cakes', ' and', ' 29', ' cookies', '.', ' After', ' the', ' sale', ',', ' she', ' had', ' 24', '.', ' So', ' she', ' must', ' have', ' sold', ' 4', ' +', ' 29', ' -', ' 24', ' =', ' 9', ' past', 'ries', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.40806732, -0.8411514, -0.0051016584, -0.00077988545, -6.635395e-05, -7.243640000000001e-05, -0.0015383402, -2.6773841e-05, -7.818712999999999e-06, -0.6903547600000001, -0.5859517, -0.024398642, -4.9308033000000007e-05, -0.60332274, -0.0017381649, -0.014036873, -0.00025360263, -1.0168704, -0.14237182, -0.01826064, -0.6165619, -0.00046193526999999997, -0.00015970749, -0.045010027, -0.0020445779, -3.0826937e-05, -1.1514188000000001e-05, -0.00027136848, -0.031285197, -0.00018617464, -0.24213085, -5.6460554e-05, -0.18330179, -0.15029494000000002, -0.00014408647, -2.3317722000000002e-05, -4.1918032e-05, -0.0012557775]",,9,1
12," While on vacation, Debby took 24 pictures at the zoo and 12 at the museum. If she later deleted 14 of the pictures, how many pictures from her vacation did she still have? ",22," Debby took 24 pictures at the zoo and 12 at the museum. So she took 24 + 12 = 36 pictures. If she later deleted 14 of them, she would have 36 - 14 = 22 pictures. The answer is 22.","[' Deb', 'by', ' took', ' 24', ' pictures', ' at', ' the', ' zoo', ' and', ' 12', ' at', ' the', ' museum', '.', ' So', ' she', ' took', ' 24', ' +', ' 12', ' =', ' 36', ' pictures', '.', ' If', ' she', ' later', ' deleted', ' 14', ' of', ' them', ',', ' she', ' would', ' have', ' 36', ' -', ' 14', ' =', ' 22', ' pictures', '.', ' The', ' answer', ' is', ' 22', '.']","[-0.19162928, -3.4167595e-05, -0.5994917, -0.10302891, -0.031350695000000005, -0.0045714760000000005, -3.237946e-05, -0.0002773308, -0.03394259, -6.039538500000001e-05, -0.11963967, -4.601021399999999e-06, -2.7251614000000003e-05, -0.37962013, -1.2592702, -0.16167212, -0.6942199, -0.67079717, -0.00047785951999999995, -2.3078366e-05, -0.010653982000000001, -3.5717305000000005e-05, -0.0018852401, -0.5943275, -0.7269369999999999, -0.0097889025, -0.39974627, -0.0020653633000000003, -0.00017437205, -0.84628093, -0.56200004, -7.4104384e-05, -0.16879019, -0.33504507, -0.13842459000000001, -0.022705521000000003, -0.0016785786, -0.00038113716, -0.009407302000000001, -0.00029760100000000004, -0.09639855500000001, -0.7250515, -0.4859455, -6.933416000000001e-05, -3.881579e-05, -3.0353855e-05, -0.0038692916]",,22,1
13," Katie picked 3 tulips and 9 roses to make flower bouquets. If she only used 10 of the flowers though, how many extra flowers did Katie pick? ",2," Katie picked 3 tulips and 9 roses. In total, she picked 3 + 9 = 12 flowers. But she only used 10 of them. So she had 2 extra flowers. The answer is 2.","[' Katie', ' picked', ' 3', ' tul', 'ips', ' and', ' 9', ' roses', '.', ' In', ' total', ',', ' she', ' picked', ' 3', ' +', ' 9', ' =', ' 12', ' flowers', '.', ' But', ' she', ' only', ' used', ' 10', ' of', ' them', '.', ' So', ' she', ' had', ' 2', ' extra', ' flowers', '.', ' The', ' answer', ' is', ' 2', '.']","[-0.38050439999999996, -0.13992396000000001, -0.14072867, -0.0016128448, -9.055464e-07, -0.011402784000000001, -4.4818075000000005e-06, -3.1185496000000004e-05, -0.32766542, -0.7820107, -0.00019547572999999998, -0.08531072, -0.13651839999999998, -0.004235436, -0.018819505, -0.0017730340000000002, -3.0513029999999998e-06, -0.0008132310000000001, -4.46589e-05, -0.028975848000000002, -0.0064075220000000006, -1.0507206, -0.57474744, -0.030849395, -0.020920051000000002, -5.912312e-06, -0.69472086, -0.16978414, -0.29824284, -0.07628029600000001, -0.1598425, -0.39017389999999996, -0.68568534, -0.0016970286000000002, -0.026292637, -0.022956884, -0.13136499999999998, -3.9172486e-05, -8.4157e-06, -6.659330400000001e-05, -0.00072936155]",,2,1
14," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, how many problems did she have to do for homework? ",15," Faye had 46 math problems and 9 science problems for homework. If she finished 40 of the problems at school, she would have 46 - 40 = 6 math problems and 9 science problems left for homework. The answer is 15.","[' Fay', 'e', ' had', ' 46', ' math', ' problems', ' and', ' 9', ' science', ' problems', ' for', ' homework', '.', ' If', ' she', ' finished', ' 40', ' of', ' the', ' problems', ' at', ' school', ',', ' she', ' would', ' have', ' 46', ' -', ' 40', ' =', ' 6', ' math', ' problems', ' and', ' 9', ' science', ' problems', ' left', ' for', ' homework', '.', ' The', ' answer', ' is', ' 15', '.']","[-0.071136564, -0.0011172693, -0.38338813, -0.243521, -0.039136037000000005, -0.0067844973, -0.08191001, -2.8138237999999996e-06, -0.00026182804, -0.0011568324000000001, -0.72028744, -0.00039950277999999996, -0.17819859999999998, -0.7083446, -0.006339799, -0.027212232000000003, -0.00020703992, -0.14895199, -0.06543705600000001, -0.0041503220000000006, -0.12908509999999998, -1.0323977e-05, -0.0027382486, -0.1881921, -0.58787626, -0.039398078, -0.26030612000000003, -0.0012886003, -2.3197580000000005e-05, -0.020925349000000003, -0.00019714464999999999, -0.0044360384, -0.0003193054, -0.060424395000000006, -8.972073000000001e-05, -0.23509225, -0.0010124915, -0.6858753, -0.09868735000000001, -5.436415399999999e-06, -0.0125295445, -0.48088425, -0.00023702794, -0.0014655143000000001, -0.37699273, -0.022666989000000002]",,15,1
15," Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2," Amy had 4 music files and 21 video files, for a total of 25 files. If she deleted 23 of them, she would have 4 files left.","[' Amy', ' had', ' 4', ' music', ' files', ' and', ' 21', ' video', ' files', ',', ' for', ' a', ' total', ' of', ' 25', ' files', '.', ' If', ' she', ' deleted', ' 23', ' of', ' them', ',', ' she', ' would', ' have', ' 4', ' files', ' left', '.']","[-0.12816149999999998, -0.38383904, -0.12041705, -0.009515491000000001, -0.0030062862, -0.029179078, -0.0005945075, -0.0009779445, -0.0001849835, -0.66623884, -0.569948, -0.0006201505299999999, -0.00011809803, -6.38515e-05, -0.096725024, -0.2688049, -0.0024089194, -0.44381538, -0.0058733546, -0.005275051, -2.3912831e-05, -0.8372607999999999, -0.32142362, -6.754697000000001e-05, -0.72202426, -0.008938224, -0.35797164, -0.22135095, -0.050246336, -0.10713708, -0.0036807049000000002]",,4,0
16," Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14, Ned started with 11 games. He bought 22 more. So in total he had 11 + 22 = 33 games. But 19 of them didn't work. So he had 33 - 19 = 14 good games. The answer is 14.,"[' Ned', ' started', ' with', ' 11', ' games', '.', ' He', ' bought', ' 22', ' more', '.', ' So', ' in', ' total', ' he', ' had', ' 11', ' +', ' 22', ' =', ' 33', ' games', '.', ' But', ' 19', ' of', ' them', ' didn', ""'t"", ' work', '.', ' So', ' he', ' had', ' 33', ' -', ' 19', ' =', ' 14', ' good', ' games', '.', ' The', ' answer', ' is', ' 14', '.']","[-0.100244805, -0.62457144, -0.010934513, -0.010483388000000001, -0.005068528, -0.3494873, -0.37450024, -0.044048633000000004, -0.00030594840000000003, -0.01014072, -0.7560109500000001, -0.16674274, -0.83663046, -0.00034214277, -0.2505713, -0.05296017200000001, -0.04727459, -0.0002661214, -5.4075444e-05, -0.0037457966000000002, -2.1889093000000004e-05, -0.12596822, -6.539934e-05, -1.4673821, -0.12045059999999999, -0.13951024, -0.027438754000000003, -0.5049722999999999, -5.79217e-06, -3.076318e-07, -0.049030950000000004, -0.14983164000000002, -0.058469675000000006, -0.11538105, -0.0005689208, -3.762558e-05, -4.6325007e-05, -0.009082147, -0.0004009333, -0.30713642, -0.00012036204999999999, -0.04220831, -0.49363264, -4.048565e-05, -4.9586424e-06, -0.00014945272, -0.0013626692]",,14,1
17, Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86, Chloe started with 40 points. Then she had 50 more points. In the last round she lost 4 points. So she had 50 - 4 = 46 points. The answer is 46.,"[' Chloe', ' started', ' with', ' 40', ' points', '.', ' Then', ' she', ' had', ' 50', ' more', ' points', '.', ' In', ' the', ' last', ' round', ' she', ' lost', ' 4', ' points', '.', ' So', ' she', ' had', ' 50', ' -', ' 4', ' =', ' 46', ' points', '.', ' The', ' answer', ' is', ' 46', '.']","[-0.28137302000000003, -0.42747419999999997, -0.013581023000000001, -0.00042937536, -0.00037696297, -0.11808505, -0.7803827999999999, -0.00034452695, -0.21026842, -0.35246876, -0.364074, -0.3799923, -0.011143759000000001, -0.9610367400000001, -7.112230000000001e-05, -0.0013145624, -0.00018438557, -0.62155807, -0.003203595, -1.9980816e-05, -0.013601145, -0.011630581000000001, -0.021341326, -0.14581774, -0.23986639999999998, -0.70112485, -0.026136547000000003, -5.6102934e-05, -0.015220278, -0.00010057152999999999, -0.30757967, -0.41374356, -0.08413681, -2.5225998000000003e-05, -2.2958224000000002e-05, -2.7848590000000002e-05, -0.0064412956]",,46,0
18," At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50," Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. So he had 32 + 25 = 57 tickets. If he spent 7 tickets on a hat, he would have 57 - 7 = 50 tickets left.","[' Tom', ' won', ' 32', ' tickets', ' playing', "" '"", 'wh', 'ack', ' a', ' mole', ""'"", ' and', ' 25', ' tickets', ' playing', "" '"", 's', 'kee', ' ball', ""'."", ' So', ' he', ' had', ' 32', ' +', ' 25', ' =', ' 57', ' tickets', '.', ' If', ' he', ' spent', ' 7', ' tickets', ' on', ' a', ' hat', ',', ' he', ' would', ' have', ' 57', ' -', ' 7', ' =', ' 50', ' tickets', ' left', '.']","[-0.056634333, -0.32590893, -0.006017557000000001, -0.07309835, -0.12508357, -0.019359177, -0.00046265054999999997, -7.818712999999999e-06, -0.0011861325, -1.1753544e-05, -0.5437181999999999, -0.00056033314, -0.0006517033, -0.34311244, -3.8103353e-05, -0.0010648776, -3.5120327000000004e-05, -0.000103910315, -1.5327929000000002e-05, -0.010828823000000001, -0.21737888, -0.582359, -0.17418122, -0.37913779999999997, -0.004083466, -1.7595703000000003e-05, -0.06606579, -0.00011571197999999999, -0.025303345, -0.38696313, -0.8398411, -0.0076938844, -0.027771829, -0.0010679826, -0.6256441500000001, -0.054877132, -0.032011118000000005, -0.000189275, -0.0012249213, -0.79674345, -0.5063575, -0.0044707046, -0.0009585575299999999, -0.002896589, -0.00034035372999999996, -0.018024653, -0.00013729343, -0.039733432, -0.19807658, -0.0037060117]",,50,1
19," Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25," Bianca picked 26 carrots and her mother picked 15. In total, they had 26 + 15 = 41 carrots. If 16 of them were good, then 41 - 16 = 25 carrots were bad. The answer is 25.","[' Bian', 'ca', ' picked', ' 26', ' carrots', ' and', ' her', ' mother', ' picked', ' 15', '.', ' In', ' total', ',', ' they', ' had', ' 26', ' +', ' 15', ' =', ' 41', ' carrots', '.', ' If', ' 16', ' of', ' them', ' were', ' good', ',', ' then', ' 41', ' -', ' 16', ' =', ' 25', ' carrots', ' were', ' bad', '.', ' The', ' answer', ' is', ' 25', '.']","[-0.6650594999999999, -7.9946556e-05, -0.48464426, -4.132011600000001e-05, -0.1088797, -0.7453955999999999, -0.00024155974, -0.14135124, -0.0023194794000000003, -4.721162999999999e-06, -0.38305882, -0.58447534, -2.1529595000000004e-05, -0.23522994, -0.009977980000000001, -0.06702342, -0.033799607, -0.0006392971000000001, -4.132011600000001e-05, -0.02382811, -4.3705230000000005e-05, -0.0054945033, -0.00021956057999999998, -0.73989505, -0.5832596999999999, -0.35080302, -0.048516378000000006, -0.00020727927, -3.4167595e-05, -0.010038063, -0.6233133, -0.3036333, -5.8247755000000005e-05, -2.7728449e-05, -0.009783967000000001, -6.21807e-05, -0.61448884, -0.016143382, -0.00011630989, -0.00016900577, -0.029309986000000003, -9.663671000000001e-05, -1.6165199000000003e-05, -2.9519388e-05, -0.008401501]",,25,1
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4," Katie started with 7 cupcakes and 5 cookies. After the sale, she had 8 left. So she must have sold 7 + 5 - 8 = 4 pastries. The answer is 4.","[' Katie', ' started', ' with', ' 7', ' cup', 'cakes', ' and', ' 5', ' cookies', '.', ' After', ' the', ' sale', ',', ' she', ' had', ' 8', ' left', '.', ' So', ' she', ' must', ' have', ' sold', ' 7', ' +', ' 5', ' -', ' 8', ' =', ' 4', ' past', 'ries', '.', ' The', ' answer', ' is', ' 4', '.']","[-0.2669085, -0.76714486, -0.0033651780000000004, -0.006900263, -0.0007999866, -7.279122e-05, -0.0039628777, -1.3900239000000001e-05, -2.5941252000000004e-05, -0.58531517, -0.77026755, -0.0108981775, -9.925743000000002e-05, -0.38083565, -0.005692601, -0.014664813, -5.9085025e-05, -0.68705165, -0.04349317, -0.032381423, -0.019121777, -0.43076038, -0.0003888895, -0.0006314847, -0.012002834, -0.00062086765, -4.1232483e-06, -3.6482896999999998e-06, -2.582111e-05, -0.022432584000000002, -0.006409803, -0.41768464, -6.0993300000000004e-05, -0.13299288, -0.07655141500000001, -8.841036500000001e-05, -6.9861335e-06, -0.00022891893, -0.001152894]",,4,1
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68, Zoe bought two coloring books. One had 44 pictures and the other had 44. So she has 44 + 44 = 88 pictures to color. After one week she had already colored 20 of the pictures. So she has 88 - 20 = 68 pictures to color. The answer is 68.,"[' Zoe', ' bought', ' two', ' coloring', ' books', '.', ' One', ' had', ' 44', ' pictures', ' and', ' the', ' other', ' had', ' 44', '.', ' So', ' she', ' has', ' 44', ' +', ' 44', ' =', ' 88', ' pictures', ' to', ' color', '.', ' After', ' one', ' week', ' she', ' had', ' already', ' colored', ' 20', ' of', ' the', ' pictures', '.', ' So', ' she', ' has', ' 88', ' -', ' 20', ' =', ' 68', ' pictures', ' to', ' color', '.', ' The', ' answer', ' is', ' 68', '.']","[-0.26312417, -0.40801719999999997, -0.5053565999999999, -0.020570263000000002, -0.00047964762999999996, -0.32370225, -0.71440214, -0.07159938, -1.1430257999999999e-06, -0.0026649165, -0.06435725, -0.006025113, -0.0017126084000000001, -0.024721537000000002, -0.004199223, -0.026411908, -0.81813055, -0.3212331, -0.5746121, -0.042981006, -0.0005350468, -1.8601541999999999e-06, -0.022513963, -5.0140625e-05, -0.03515327, -0.5263844999999999, -0.0007274533000000001, -0.11298207, -0.17353398, -0.22700553, -1.0323977e-05, -0.43409857, -0.21303962, -0.09378818400000001, -0.0028295792, -8.602525500000001e-05, -0.32417068, -0.31816259999999996, -0.00014551697, -0.02880222, -0.16635819000000002, -0.018710367000000002, -0.12548994, -0.00197213, -0.0067772963, -7.136165e-05, -0.0407443, -5.7177684e-05, -0.11521604, -0.5088296999999999, -0.0006219424, -0.012596182000000001, -0.1828696, -5.073760000000001e-05, -4.5374152000000005e-05, -2.0815281000000002e-05, -0.0006649429599999999]",,68,1
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6," John started with 21 games. He bought 8 more. So he had 21 + 8 = 29 games. If 23 of them were no good, then he had 29 - 23 = 6 good games. The answer is 6.","[' John', ' started', ' with', ' 21', ' games', '.', ' He', ' bought', ' 8', ' more', '.', ' So', ' he', ' had', ' 21', ' +', ' 8', ' =', ' 29', ' games', '.', ' If', ' 23', ' of', ' them', ' were', ' no', ' good', ',', ' then', ' he', ' had', ' 29', ' -', ' 23', ' =', ' 6', ' good', ' games', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.8377066, -0.7217561, -0.0059372084, -0.002846197, -0.013819467, -0.43366286, -0.8380278999999999, -0.04627101, -4.680184e-05, -0.0028270683, -1.0946543, -0.042337894, -0.03556687, -0.108115256, -0.21426186, -0.0005299781, -2.8138237999999996e-06, -0.018063007000000002, -6.8669196e-06, -0.10381330500000001, -0.08739998, -0.5435208, -6.3014224e-05, -0.70819104, -0.16284756, -0.7136135, -1.1670601, -6.754697000000001e-05, -2.8138237999999996e-06, -0.3122908, -0.12478877000000001, -0.23182917, -0.0015312358, -2.0966954e-06, -1.0323977e-05, -0.004212988500000001, -0.00043593463, -0.25020972, -0.0030820363, -0.07022352500000001, -0.25131547, -5.3123650000000004e-05, -7.1062755e-06, -0.0045890193, -0.0014408616]",,6,1
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19, Henry had 11 dollars. He got 18 more dollars. So he had 11 + 18 = 29 dollars. But he spent 10 dollars on a new game. So he has 29 - 10 = 19 dollars now.,"[' Henry', ' had', ' 11', ' dollars', '.', ' He', ' got', ' 18', ' more', ' dollars', '.', ' So', ' he', ' had', ' 11', ' +', ' 18', ' =', ' 29', ' dollars', '.', ' But', ' he', ' spent', ' 10', ' dollars', ' on', ' a', ' new', ' game', '.', ' So', ' he', ' has', ' 29', ' -', ' 10', ' =', ' 19', ' dollars', ' now', '.']","[-0.17187588, -0.41807327, -0.006233034, -0.0005897354, -0.14119829, -0.8884276999999999, -0.0016415627, -0.0021824383, -0.02691877, -0.31279969999999996, -0.8500342999999999, -0.8629207600000001, -0.16705038, -0.6278254999999999, -0.0014156118, -0.0009224617399999999, -1.0920954000000002e-05, -0.017537018, -6.778445e-05, -0.050182473000000005, -0.0071955915, -0.11116648500000001, -0.15012857000000002, -0.01779394, -0.00010760485, -0.46384108, -0.06467429, -0.014474362000000001, -0.31640965, -1.0204763e-05, -0.034287162, -0.0019311046, -0.04719704, -0.04929347, -0.00037350404, -0.0011086769, -4.9427246000000006e-05, -0.008936359000000001, -4.2033495e-05, -0.03785806, -0.68510115, -2.6538237000000004e-05]",,19,1
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55," Gwen took 41 pictures at the zoo and 29 at the museum. So she took 41 + 29 = 70 pictures. If she later deleted 15 of them, she would have 70 - 15 = 55 pictures.","[' G', 'wen', ' took', ' 41', ' pictures', ' at', ' the', ' zoo', ' and', ' 29', ' at', ' the', ' museum', '.', ' So', ' she', ' took', ' 41', ' +', ' 29', ' =', ' 70', ' pictures', '.', ' If', ' she', ' later', ' deleted', ' 15', ' of', ' them', ',', ' she', ' would', ' have', ' 70', ' -', ' 15', ' =', ' 55', ' pictures', '.']","[-0.30041128, -2.3078366e-05, -0.6944140999999999, -0.006116624, -0.010119768000000001, -0.003986276, -2.4510746e-05, -0.0002782854, -0.044299383000000005, -9.723462400000001e-05, -0.0347731, -3.883893e-06, -4.132011600000001e-05, -0.42660055, -0.71673024, -0.047348518000000006, -0.4458005, -0.0021939648, -0.0007559648399999999, -0.00017842514, -0.035685893, -0.00022051518, -0.018171106000000003, -0.47195637, -0.5918504, -0.009005582, -0.41158465, -0.0009627327, -1.3661821000000001e-05, -0.76461357, -0.5946998, -8.841036500000001e-05, -0.14714241, -0.27717027, -0.13872604, -0.018895674, -0.0027124882, -9.008022600000001e-05, -0.005701234, -0.00033200442, -0.21428594, -0.4171852]",,55,1
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts. In total, that is 40 + 23 = 63 shirts. If he only washed 29, then he did not wash 63 - 29 = 34 shirts. The answer is 34.","[' Sam', ' had', ' to', ' wash', ' 40', ' short', ' sleeve', ' shirts', ' and', ' 23', ' long', ' sleeve', ' shirts', '.', ' In', ' total', ',', ' that', ' is', ' 40', ' +', ' 23', ' =', ' 63', ' shirts', '.', ' If', ' he', ' only', ' washed', ' 29', ',', ' then', ' he', ' did', ' not', ' wash', ' 63', ' -', ' 29', ' =', ' 34', ' shirts', '.', ' The', ' answer', ' is', ' 34', '.']","[-0.6676744, -0.23732246, -0.07220699, -0.0028469148, -0.09149899, -0.6630477300000001, -0.0132289585, -0.014802001, -0.03868781, -8.912656000000001e-05, -0.000109155495, -2.5464416000000003e-05, -3.762558e-05, -0.32528174, -1.0534064, -0.004166838, -0.09531496, -0.19650106, -0.020612063, -0.12717547, -4.2988099999999996e-05, -1.4974988000000002e-05, -0.0005045725000000001, -2.5105857000000002e-05, -0.31828588, -0.024362484, -0.3655411, -0.09176565, -0.3999559, -0.015510806, -1.5805701000000003e-05, -0.6490758999999999, -0.33014432, -0.6795192, -0.47477087, -1.8310955e-05, -0.00012572644999999999, -0.0108989, -0.0037387959, -7.8514175e-05, -0.030799238000000003, -0.0001643557, -0.03951322, -0.0014675407, -0.18590532, -3.6311474e-05, -3.357061e-05, -0.001445995, -0.036017966000000005]",,34,1
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12, The pet store had 12 siamese cats and 20 house cats. They sold 20 cats in total. So they have 12 + 20 - 20 = 12 cats left. The answer is 12.,"[' The', ' pet', ' store', ' had', ' 12', ' si', 'ames', 'e', ' cats', ' and', ' 20', ' house', ' cats', '.', ' They', ' sold', ' 20', ' cats', ' in', ' total', '.', ' So', ' they', ' have', ' 12', ' +', ' 20', ' -', ' 20', ' =', ' 12', ' cats', ' left', '.', ' The', ' answer', ' is', ' 12', '.']","[-1.4453843, -0.04729896, -0.0005827584, -0.6792545999999999, -0.38834897, -0.14834754, 0.0, -2.4543265e-06, -0.008633122, -0.0110057425, -3.2906587e-06, -0.00019547572999999998, -0.00042723241, -0.43125454, -0.9531773, -0.0045148334, -0.23795797000000002, -0.09380337600000001, -0.38677463, -0.00014337121999999998, -0.026374027, -0.06436768, -0.014829284000000002, -0.13334328, -0.53330487, -0.003596475, -3.0513029999999998e-06, -1.5006569e-06, -2.141132e-05, -0.0014615756, -1.8907942e-05, -0.004684772, -0.025163118, -0.0022241923, -0.08039655, -8.471396000000001e-05, -6.9861335e-06, -1.1398727e-05, -0.00322309]",,12,1
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16," Faye picked 23 carrots and her mother picked 5. So in total they had 23 + 5 = 28 carrots. If 12 of them were good, then that means 28 - 12 = 16 carrots were bad. The answer is 16.","[' Fay', 'e', ' picked', ' 23', ' carrots', ' and', ' her', ' mother', ' picked', ' 5', '.', ' So', ' in', ' total', ' they', ' had', ' 23', ' +', ' 5', ' =', ' 28', ' carrots', '.', ' If', ' 12', ' of', ' them', ' were', ' good', ',', ' then', ' that', ' means', ' 28', ' -', ' 12', ' =', ' 16', ' carrots', ' were', ' bad', '.', ' The', ' answer', ' is', ' 16', '.']","[-0.21793899, -0.00039520938, -0.49787202, -8.296486e-06, -0.018600147, -0.65945005, -0.00037755994999999997, -0.2351317, -0.0007241127, -4.0009756000000004e-05, -0.29433033000000003, -0.78329813, -0.63864774, -2.045765e-05, -0.14854875, -0.032053027000000005, -0.0004380823, -0.0002145538, -7.2245509999999995e-06, -0.018985756, -0.00011392571999999999, -0.011841359000000001, -0.00020096028, -0.9845425, -0.5989708, -0.375892, -0.11610766, -0.0008174061, -0.000120601406, -0.01654495, -0.46915979999999996, -0.40115282, -0.15438832, -0.88239455, -1.6282536e-05, -2.1291178e-05, -0.003817894, -0.00017317903, -0.5564759, -0.00019750134, -5.693833e-05, -4.859278e-05, -0.0051945215, -4.6206733e-05, -1.5805701000000003e-05, -1.5094201e-05, -0.0046501565000000005]",,16,1
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73," The school cafeteria ordered 43 red apples and 32 green apples. But if only 2 students wanted fruit, then the cafeteria would have 43 + 32 - 2 = 73 apples. The answer is 73.","[' The', ' school', ' cafeteria', ' ordered', ' 43', ' red', ' apples', ' and', ' 32', ' green', ' apples', '.', ' But', ' if', ' only', ' 2', ' students', ' wanted', ' fruit', ',', ' then', ' the', ' cafeteria', ' would', ' have', ' 43', ' +', ' 32', ' -', ' 2', ' =', ' 73', ' apples', '.', ' The', ' answer', ' is', ' 73', '.']","[-0.6120669, -0.16897798, -0.11675749, -0.13449734, -0.05165745, -0.026804337, -0.0005192418, -0.005027371, -0.0009767552, -7.529741e-05, -1.1873685000000002e-05, -0.39072439999999997, -0.16658396, -0.111277394, -0.010296985, -0.00028376994, -0.0044327476, -0.0049067284, -0.0676999, -0.0028081816, -0.39735299999999996, -0.6780748, -0.37304017, -0.03185549, -0.044795014, -0.30713567, -9.663671000000001e-05, -1.2351458e-05, -0.00014182150000000002, -0.0006648256000000001, -0.10858427, -0.0007063984499999999, -0.08899337, -0.061806757000000004, -0.4257875, -0.0004291388, -0.00017198599, -0.00065814523, -0.07300506]",,73,1
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17," There were originally 39 + 4 = 43 students trying out. If 26 got called back, then 43 - 26 = 17 students did not make the cut. The answer is 17.","[' There', ' were', ' originally', ' 39', ' +', ' 4', ' =', ' 43', ' students', ' trying', ' out', '.', ' If', ' 26', ' got', ' called', ' back', ',', ' then', ' 43', ' -', ' 26', ' =', ' 17', ' students', ' did', ' not', ' make', ' the', ' cut', '.', ' The', ' answer', ' is', ' 17', '.']","[-0.3714378, -0.015370919, -0.8621627, -0.0023316047, -0.5278735999999999, -3.8457234e-05, -0.0007215482, -0.0014174026, -0.007994059500000001, -0.5094966, -9.866513e-05, -0.054026626, -0.43789086, -0.044703756000000004, -0.9417049999999999, -0.00014992956, -1.8190814e-05, -0.00019285125, -0.07586919, -0.092957444, -0.00028341232, -8.535841499999999e-06, -0.08349014, -0.00048692310000000003, -0.9383083600000001, -0.50509423, -0.00024561098, -0.002452773, -0.0006606486, -0.00028424585, -0.0002145538, -0.21540597, -0.00018712735999999998, -1.3185924000000001e-05, -0.0020022306, -0.0008634009]",,17,1
