,question,answer,response,mapping,response_answer,equations,correct
522, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,9,"The pet store started with c0 puppies. After selling c1, they had c0 - c1 puppies left. 
puppies_left = c0 - c1
They put the remaining puppies into cages with c2 in each cage. So the number of cages used is puppies_left / c2. 
cages_used = puppies_left / c2
The answer is cages_used.","{'c0': 64.0, 'c1': 28.0, 'c2': 4.0}",9,"['puppies_left =  c0 - c1', 'cages_used =  puppies_left / c2', 'answer = cages_used']",1
523, Edward was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,2,"Edward started with c0 games. After selling c1, he had c0 - c1 games left. 
games_left = c0 - c1
He packed c2 games into each box, so he needed games_left / c2 boxes. 
boxes_needed = games_left / c2
The answer is boxes_needed.","{'c0': 35.0, 'c1': 19.0, 'c2': 8.0}",2,"['games_left =  c0 - c1', 'boxes_needed =  games_left / c2', 'answer = boxes_needed']",1
524," Frank made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4,"Frank had c0 dollars. He spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. 
money_remaining = c0 - c1
He can buy as many c2 dollar games as he can with the money remaining. 
games_bought = money_remaining // c2
The answer is games_bought.","{'c0': 19.0, 'c1': 11.0, 'c2': 2.0}",4,"['money_remaining =  c0 - c1', 'games_bought =  money_remaining // c2', 'answer = games_bought']",1
525," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7,"Megan started with c0 homework problems. She finished c1 of them, so she still had c0 - c1 problems left. These problems were spread out over c2 pages, so each page had (c0 - c1) / c2 problems on it. 
problems_per_page = (c0 - c1) / c2
The answer is problems_per_page.","{'c0': 40.0, 'c1': 26.0, 'c2': 2.0}",7,"['problems_per_page =  (c0 - c1) / c2', 'answer = problems_per_page']",1
526," Wendy picked c0 flowers for her friend���s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still ",7,"Wendy picked c0 flowers. She was making bouquets with c1 flowers in each one. So she can make c0/c1 bouquets. 
bouquets_possible = c0/c1
After c2 flowers wilted, she has c0 - c2 flowers left. She can make (c0-c2)/c1 bouquets with the remaining flowers. 
bouquets_remaining = (c0-c2)/c1
The answer is bouquets_remaining.","{'c0': 103.0, 'c1': 8.0, 'c2': 47.0}",7,"['bouquets_possible =  c0/c1', 'bouquets_remaining =  (c0-c2)/c1', 'answer = bouquets_remaining']",1
527," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",4,"Kaleb started with c0 pieces of clothing. He put c1 in one load, so he had c0 - c1 left. He split the remaining clothes into c2 equal loads, so each small load had (c0 - c1) / c2 pieces of clothing. 
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 39.0, 'c1': 19.0, 'c2': 5.0}",4,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
528," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",2,"Originally, c0 people were invited. c1 didn't show up, so c0 - c1 people attended. 
people_attended = c0 - c1
To find the number of tables needed, we divide the number of people by the capacity of each table: 
tables_needed = ceil(people_attended / c2)
The answer is tables_needed, rounded up to the nearest integer using the ceil function.","{'c0': 18.0, 'c1': 12.0, 'c2': 3.0}",2,"['people_attended =  c0 - c1', 'tables_needed =  ceil(people_attended / c2)', 'answer = tables_needed, rounded up to the nearest integer using the ceil function']",1
529," Mike is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Mike with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",8,"Mike started with c0 books, but the librarian took c1 of them. So Mike has c0 - c1 books to put away. 
books_to_put_away = c0 - c1
If Mike can fit c2 books on a shelf, he will need to divide the number of books to put away by c2 to find the number of shelves needed. 
shelves_needed = books_to_put_away / c2
The answer is shelves_needed.","{'c0': 82.0, 'c1': 10.0, 'c2': 9.0}",8,"['books_to_put_away =  c0 - c1', 'shelves_needed =  books_to_put_away / c2', 'answer = shelves_needed']",1
530, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,6,"The pet store started with c0 puppies. After selling c1, they had c0 - c1 puppies left. 
puppies_left = c0 - c1
They put the remaining puppies into cages with c2 in each cage. So the number of cages used is puppies_left / c2. 
cages_used = puppies_left / c2
The answer is cages_used.","{'c0': 78.0, 'c1': 30.0, 'c2': 8.0}",6,"['puppies_left =  c0 - c1', 'cages_used =  puppies_left / c2', 'answer = cages_used']",1
531, Bianca uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,2,"Bianca uploaded c0 pictures. She put c1 pictures into one album, so there are c1 pictures in that album. The remaining pictures are c0 - c1. She put those into c2 different albums, so each album has (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 33.0, 'c1': 27.0, 'c2': 3.0}",2,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
532," Emily's team won their dodgeball game and scored c0 points total. If Emily scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",8,"Emily scored c1 points and everyone else scored c2 points each. Let's say there were n players on her team. Then the total points scored can be expressed as:
c0 = c1 + (n-1)*c2
Simplifying this equation, we get:
n = (c0 - c1)/c2 + 1
The answer is n.","{'c0': 39.0, 'c1': 23.0, 'c2': 2.0}",9,"['c0 =  c1 + (n-1)*c2', 'n =  (c0 - c1)/c2 + 1', 'answer = n']",0
533," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",8,"Originally, c0 people were invited. c1 didn't show up, so c0 - c1 people attended. 
people_attended = c0 - c1
To find the number of tables needed, we divide the number of people by the capacity of each table: 
tables_needed = ceil(people_attended / c2)
The answer is tables_needed, rounded up to the nearest integer using the ceil function.","{'c0': 47.0, 'c1': 7.0, 'c2': 5.0}",8,"['people_attended =  c0 - c1', 'tables_needed =  ceil(people_attended / c2)', 'answer = tables_needed, rounded up to the nearest integer using the ceil function']",1
534," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",4,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers remaining. 
remaining_customers = c0 - c1
If each table had c2 people, then the number of tables needed is the ceiling of remaining_customers divided by c2. 
tables_needed = ceil(remaining_customers / c2)
The answer is tables_needed.","{'c0': 44.0, 'c1': 12.0, 'c2': 8.0}",4,"['remaining_customers =  c0 - c1', 'tables_needed =  ceil(remaining_customers / c2)', 'answer = tables_needed']",1
535, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,5,"The store started with c0 coloring books. They got rid of c1 of them, so they have c0 - c1 left. They put c2 coloring books on each shelf, so they used (c0 - c1) / c2 shelves. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 40.0, 'c1': 20.0, 'c2': 4.0}",5,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']",1
536," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",7,"After c1 students didn't get picked, there are c0 - c1 students left. They are divided into c2 groups, so each group has (c0 - c1) / c2 students. 
students_per_group = (c0 - c1) / c2
The answer is students_per_group.","{'c0': 64.0, 'c1': 36.0, 'c2': 4.0}",7,"['students_per_group =  (c0 - c1) / c2', 'answer = students_per_group']",1
537, Kaleb was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,6,"Kaleb started with c0 games. After selling c1 of them, he had c0 - c1 games left. 
games_left = c0 - c1
He packed c2 games into each box, so he needed games_left / c2 boxes. 
boxes_needed = games_left / c2
The answer is boxes_needed.","{'c0': 76.0, 'c1': 46.0, 'c2': 5.0}",6,"['games_left =  c0 - c1', 'boxes_needed =  games_left / c2', 'answer = boxes_needed']",1
538," Jerry is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Jerry with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9,"Jerry started with c0 books, but the librarian took c1 of them. So Jerry has c0 - c1 books to put away. 
books_to_put_away = c0 - c1
If Jerry can fit c2 books on a shelf, he will need to divide the number of books to put away by c2 to find the number of shelves needed. 
shelves_needed = books_to_put_away / c2
The answer is shelves_needed.","{'c0': 34.0, 'c1': 7.0, 'c2': 3.0}",9,"['books_to_put_away =  c0 - c1', 'shelves_needed =  books_to_put_away / c2', 'answer = shelves_needed']",1
539, Nancy was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Nancy have? ,6,"Nancy started with c0 seeds. She planted c1 in the big garden, leaving c0 - c1 seeds. Each small garden had c2 seeds planted in it. So the number of small gardens is (c0 - c1) / c2. 
number_of_small_gardens = (c0 - c1) / c2
The answer is number_of_small_gardens.","{'c0': 52.0, 'c1': 28.0, 'c2': 4.0}",6,"['number_of_small_gardens =  (c0 - c1) / c2', 'answer = number_of_small_gardens']",1
540," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",9,"Will started with c0 dollars. After spending c1 dollars on a new game, he has c0 - c1 dollars left. 
money_remaining = c0 - c1
He can buy as many c2 dollar toys as he can with the remaining money. This is equal to the integer division of money_remaining by c2. 
toys_bought = money_remaining // c2
The answer is toys_bought.","{'c0': 83.0, 'c1': 47.0, 'c2': 4.0}",9,"['money_remaining =  c0 - c1', 'toys_bought =  money_remaining // c2', 'answer = toys_bought']",1
541, Bianca was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Bianca have? ,6,"Bianca started with c0 seeds. She planted c1 in the big garden, so she has c0 - c1 seeds left. Each small garden has c2 seeds planted in it. So the number of small gardens is (c0 - c1) / c2. 
number_of_small_gardens = (c0 - c1) / c2
The answer is number_of_small_gardens.","{'c0': 52.0, 'c1': 40.0, 'c2': 2.0}",6,"['number_of_small_gardens =  (c0 - c1) / c2', 'answer = number_of_small_gardens']",1
542," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",3,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers remaining. 
remaining_customers = c0 - c1
If each table had c2 people, then the number of tables needed is the ceiling of remaining_customers divided by c2. 
tables_needed = ceil(remaining_customers / c2)
The answer is tables_needed.","{'c0': 21.0, 'c1': 12.0, 'c2': 3.0}",3,"['remaining_customers =  c0 - c1', 'tables_needed =  ceil(remaining_customers / c2)', 'answer = tables_needed']",1
543," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",5,"After c1 students didn't get picked, there are c0 - c1 students left. They are divided into c2 groups, so each group has (c0 - c1) / c2 students. 
students_per_group = (c0 - c1) / c2
The answer is students_per_group.","{'c0': 25.0, 'c1': 15.0, 'c2': 2.0}",5,"['students_per_group =  (c0 - c1) / c2', 'answer = students_per_group']",1
544," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",5,"The cafeteria started with c0 apples. They handed out c1 apples to students, so they have c0 - c1 apples left for pies. 
apples_for_pies = c0 - c1
If each pie takes c2 apples, then they can make apples_for_pies / c2 pies. 
pies_made = apples_for_pies / c2
The answer is pies_made.","{'c0': 47.0, 'c1': 27.0, 'c2': 4.0}",5,"['apples_for_pies =  c0 - c1', 'pies_made =  apples_for_pies / c2', 'answer = pies_made']",1
545," Megan baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",6,"Megan baked c0 cupcakes. Todd ate c1 of them, so she has c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
If she puts c2 cupcakes in each package, she can make cupcakes_left / c2 packages. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 68.0, 'c1': 32.0, 'c2': 6.0}",6,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']",1
546, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,9,"The store started with c0 coloring books. They got rid of c1 of them, so they have c0 - c1 left. They put c2 coloring books on each shelf, so they used (c0 - c1) / c2 shelves. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 120.0, 'c1': 39.0, 'c2': 9.0}",9,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']",1
547, Isabel uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,3,"Isabel uploaded c0 pictures. She put c1 pictures into one album, so there are c1 pictures in that album. The remaining pictures are c0 - c1. She put those into c2 different albums, so each album has (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 25.0, 'c1': 10.0, 'c2': 5.0}",3,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
548," Sarah had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8,"Sarah had c0 homework problems. She finished c1 of them, so she still had c0 - c1 problems left. If she had c2 pages of problems left, then each page must have (c0 - c1) / c2 problems on it. 
problems_per_page = (c0 - c1) / c2
The answer is problems_per_page.","{'c0': 60.0, 'c1': 20.0, 'c2': 5.0}",8,"['problems_per_page =  (c0 - c1) / c2', 'answer = problems_per_page']",1
549," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4,"Mike had c0 dollars. He spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. 
money_remaining = c0 - c1
He can buy as many c2 dollar games as he can with the money remaining. 
games_bought = money_remaining // c2
The answer is games_bought.","{'c0': 42.0, 'c1': 10.0, 'c2': 8.0}",4,"['money_remaining =  c0 - c1', 'games_bought =  money_remaining // c2', 'answer = games_bought']",1
550," Will had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",3,"Will started with c0 pieces of clothing. He put c1 in one load, so he has c0 - c1 left. He wants to split the remaining clothes into c2 equal loads, so each small load will have (c0 - c1) / c2 pieces of clothing. 
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 59.0, 'c1': 32.0, 'c2': 9.0}",3,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
551," Oliver made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",7,"Oliver had c0 dollars. He spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. 
money_remaining = c0 - c1
He can buy as many c2 dollar games as he can with the money remaining. 
games_bought = money_remaining // c2
The answer is games_bought.","{'c0': 35.0, 'c1': 7.0, 'c2': 4.0}",7,"['money_remaining =  c0 - c1', 'games_bought =  money_remaining // c2', 'answer = games_bought']",1
552, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,3,"Emily started with c0 seeds. She planted c1 in the big garden, leaving c0 - c1 seeds. Each small garden had c2 seeds planted in it. So the number of small gardens is (c0 - c1) / c2. 
number_of_small_gardens = (c0 - c1) / c2
The answer is number_of_small_gardens.","{'c0': 42.0, 'c1': 36.0, 'c2': 2.0}",3,"['number_of_small_gardens =  (c0 - c1) / c2', 'answer = number_of_small_gardens']",1
553," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",4,"After c1 students didn't get picked, there are c0 - c1 students left. They are divided into c2 groups, so each group has (c0 - c1) / c2 students. 
students_per_group = (c0 - c1) / c2
The answer is students_per_group.","{'c0': 17.0, 'c1': 5.0, 'c2': 3.0}",4,"['students_per_group =  (c0 - c1) / c2', 'answer = students_per_group']",1
554," Katie's team won their dodgeball game and scored c0 points total. If Katie scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",2,"Katie scored c1 points and everyone else scored c2 points each. Let's say there were n other players on her team. Then the total number of points scored can be expressed as:
total_points = c1 + n*c2
But we also know that the total points scored were c0. So we can set up an equation:
c0 = c1 + n*c2
Solving for n, we get:
n = (c0 - c1)/c2
The answer is n.","{'c0': 12.0, 'c1': 4.0, 'c2': 4.0}",2,"['total_points =  c1 + n*c2', 'c0 =  c1 + n*c2', 'n =  (c0 - c1)/c2', 'answer = n']",1
555," Megan baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",4,"Megan baked c0 cupcakes. Todd ate c1 of them, so she has c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
If she puts c2 cupcakes in each package, she can make cupcakes_left / c2 packages. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 71.0, 'c1': 43.0, 'c2': 7.0}",4,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']",1
556, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,2,"Wendy uploaded c0 pictures. She put c1 pics into one album, so there are c1 pictures in that album. The remaining pictures are c0 - c1. She put those into c2 different albums, so each album has (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 45.0, 'c1': 27.0, 'c2': 9.0}",2,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
557, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,7,"The store started with c0 coloring books. They got rid of c1 of them, so they have c0 - c1 left. They put c2 coloring books on each shelf, so they used (c0 - c1) / c2 shelves. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 86.0, 'c1': 37.0, 'c2': 7.0}",7,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']",1
558," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",9,"The cafeteria started with c0 apples. They handed out c1 apples to students, so they have c0 - c1 apples left for pies. 
apples_for_pies = c0 - c1
If each pie takes c2 apples, then they can make apples_for_pies / c2 pies. 
pies_made = apples_for_pies / c2
The answer is pies_made.","{'c0': 50.0, 'c1': 5.0, 'c2': 5.0}",9,"['apples_for_pies =  c0 - c1', 'pies_made =  apples_for_pies / c2', 'answer = pies_made']",1
559," Nancy had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",9,"Nancy had c0 homework problems. She finished c1 of them, so she still had c0 - c1 problems left to do. If she had c2 pages left to do, and each page had the same number of problems on it, then each page had (c0 - c1) / c2 problems on it. 
problems_per_page = (c0 - c1) / c2
The answer is problems_per_page.","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}",9,"['problems_per_page =  (c0 - c1) / c2', 'answer = problems_per_page']",1
560, Paige had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Paige end up with? ,3,"Paige started with c0 files. After deleting c1, she had c0 - c1 files left. 
remaining_files = c0 - c1
To put them into folders with c2 files each, she needs to divide remaining_files by c2. 
folders = remaining_files / c2
The answer is folders.","{'c0': 27.0, 'c1': 9.0, 'c2': 6.0}",3,"['remaining_files =  c0 - c1', 'folders =  remaining_files / c2', 'answer = folders']",1
561, For Halloween Bianca received c0 pieces of candy. She ate c1 pieces then placed the rest into piles with c2 in each pile. How many piles could she make? ,6,"Bianca started with c0 pieces of candy. After eating c1, she had c0 - c1 pieces left. 
remaining_candy = c0 - c1
To make piles with c2 in each pile, we divide remaining_candy by c2. 
piles = remaining_candy // c2
The answer is piles.","{'c0': 78.0, 'c1': 30.0, 'c2': 8.0}",6,"['remaining_candy =  c0 - c1', 'piles =  remaining_candy // c2', 'answer = piles']",1
562," A company invited c0 people to a luncheon, but c1 of them didn't show up. If the tables they had held c2 people each, how many tables do they need? ",5,"Originally, c0 people were invited. c1 didn't show up, so c0 - c1 people attended. 
people_attended = c0 - c1
To find the number of tables needed, we divide the number of people by the capacity of each table: 
tables_needed = ceil(people_attended / c2)
The answer is tables_needed, rounded up to the nearest integer using the ceil function.","{'c0': 45.0, 'c1': 35.0, 'c2': 2.0}",5,"['people_attended =  c0 - c1', 'tables_needed =  ceil(people_attended / c2)', 'answer = tables_needed, rounded up to the nearest integer using the ceil function']",1
563, Haley uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,8,"Haley uploaded c0 pictures. She put c1 pics into one album, so there are c1 pictures in that album. The remaining pictures are c0 - c1. She put those into c2 different albums, so each album has (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 65.0, 'c1': 17.0, 'c2': 6.0}",8,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
564, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,9,"The pet store started with c0 puppies. After selling c1, they had c0 - c1 puppies left. 
puppies_left = c0 - c1
They put the remaining puppies into cages with c2 in each cage. So the number of cages used is puppies_left / c2. 
cages_used = puppies_left / c2
The answer is cages_used.","{'c0': 102.0, 'c1': 21.0, 'c2': 9.0}",9,"['puppies_left =  c0 - c1', 'cages_used =  puppies_left / c2', 'answer = cages_used']",1
565," Roger had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",8,"Roger put c1 pieces of clothing in one load, so he has c0 - c1 left to split into c2 equal loads. Each small load will have (c0 - c1) / c2 pieces of clothing. 
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 120.0, 'c1': 48.0, 'c2': 9.0}",8,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
566," Wendy picked c0 flowers for her friend���s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still ",2,"Wendy picked c0 flowers. She was making bouquets with c1 flowers in each one. So she can make c0/c1 bouquets. 
bouquets_possible = c0/c1
After c2 flowers wilted, she has c0 - c2 flowers left. She can make (c0-c2)/c1 bouquets with the remaining flowers. 
bouquets_remaining = (c0-c2)/c1
The answer is bouquets_remaining.","{'c0': 45.0, 'c1': 5.0, 'c2': 35.0}",2,"['bouquets_possible =  c0/c1', 'bouquets_remaining =  (c0-c2)/c1', 'answer = bouquets_remaining']",1
567," Isabel baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",6,"Isabel started with c0 cupcakes. Todd ate c1 of them, so she has c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
If she puts c2 cupcakes in each package, she can make cupcakes_left / c2 packages. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 39.0, 'c1': 21.0, 'c2': 3.0}",6,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']",1
568," Sarah had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7,"Sarah had c0 homework problems. She finished c1 of them, so she still had c0 - c1 problems left. If she had c2 pages of problems left, then each page must have (c0 - c1) / c2 problems on it. 
problems_per_page = (c0 - c1) / c2
The answer is problems_per_page.","{'c0': 55.0, 'c1': 6.0, 'c2': 7.0}",7,"['problems_per_page =  (c0 - c1) / c2', 'answer = problems_per_page']",1
569," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",6,"After c1 students didn't get picked, there are c0 - c1 students left. They are divided into c2 groups, so each group has (c0 - c1) / c2 students. 
students_per_group = (c0 - c1) / c2
The answer is students_per_group.","{'c0': 58.0, 'c1': 10.0, 'c2': 8.0}",6,"['students_per_group =  (c0 - c1) / c2', 'answer = students_per_group']",1
570," Paige picked c0 flowers for her friend���s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still ",5,"Paige picked c0 flowers. She was making bouquets with c1 flowers in each one. So she can make c0/c1 bouquets. 
bouquets_possible = c0/c1
After c2 flowers wilted, she has c0 - c2 flowers left. She can make (c0-c2)/c1 bouquets with the remaining flowers. 
bouquets_remaining = (c0-c2)/c1
The answer is bouquets_remaining.","{'c0': 53.0, 'c1': 7.0, 'c2': 18.0}",5,"['bouquets_possible =  c0/c1', 'bouquets_remaining =  (c0-c2)/c1', 'answer = bouquets_remaining']",1
571," A waiter had c0 customers in his section. If c1 of them left and the rest of his tables had c2 people at each table, how many tables did he have? ",2,"The waiter started with c0 customers. After c1 left, he had c0 - c1 customers remaining. 
remaining_customers = c0 - c1
If each table had c2 people, then the number of tables needed is the ceiling of remaining_customers divided by c2. 
tables_needed = ceil(remaining_customers / c2)
The answer is tables_needed.","{'c0': 22.0, 'c1': 14.0, 'c2': 4.0}",2,"['remaining_customers =  c0 - c1', 'tables_needed =  ceil(remaining_customers / c2)', 'answer = tables_needed']",1
572, Luke was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,5,"Luke started with c0 games. After selling c1, he had c0 - c1 games left. 
games_left = c0 - c1
He packed c2 games into each box, so he needed games_left / c2 boxes. 
boxes_needed = games_left / c2
The answer is boxes_needed.","{'c0': 39.0, 'c1': 19.0, 'c2': 4.0}",5,"['games_left =  c0 - c1', 'boxes_needed =  games_left / c2', 'answer = boxes_needed']",1
573," Haley baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",3,"Haley baked c0 cupcakes. Todd ate c1 of them, so she has c0 - c1 cupcakes left. 
cupcakes_left = c0 - c1
If she puts c2 cupcakes in each package, she can make cupcakes_left / c2 packages. 
packages = cupcakes_left / c2
The answer is packages.","{'c0': 20.0, 'c1': 11.0, 'c2': 3.0}",3,"['cupcakes_left =  c0 - c1', 'packages =  cupcakes_left / c2', 'answer = packages']",1
574, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,3,"The pet store started with c0 puppies. After selling c1, they had c0 - c1 puppies left. 
puppies_left = c0 - c1
They put the remaining puppies into cages with c2 in each cage. So the number of cages used is puppies_left / c2. 
cages_used = puppies_left / c2
The answer is cages_used.","{'c0': 13.0, 'c1': 7.0, 'c2': 2.0}",3,"['puppies_left =  c0 - c1', 'cages_used =  puppies_left / c2', 'answer = cages_used']",1
575, A store had c0 coloring books in stock. They ended up putting them on sale and getting rid of c1 of them. The put the ones they still had onto shelves with c2 on each shelf. How many shelves did they use? ,3,"The store started with c0 coloring books. They got rid of c1 of them, so they have c0 - c1 left. They put c2 coloring books on each shelf, so they used (c0 - c1) / c2 shelves. 
shelves_used = (c0 - c1) / c2
The answer is shelves_used.","{'c0': 27.0, 'c1': 6.0, 'c2': 7.0}",3,"['shelves_used =  (c0 - c1) / c2', 'answer = shelves_used']",1
