,question,answer,response,mapping,response_answer,equations
463," Zoe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",42.0," Zoe baked c0 brownies, but she needed c1 total for her party. So she needs c1 - c0 more brownies. If she uses c2 cups of flour on each one, she will need (c1 - c0) * c2 cups of flour in total. 
flour_needed = (c1 - c0) * c2
The answer is flour_needed.","{'c0': 5.0, 'c1': 11.0, 'c2': 7.0}",42.0,"['flour_needed =  (c1 - c0) * c2', 'answer = flour_needed']"
464," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",20.0," 

There are c0 rooms in total. The painter has already painted c2 of them, so there are c0 - c2 rooms left to paint. Each room takes c1 hours to paint, so it will take (c0 - c2) * c1 hours to paint the rest of the rooms.

time_left = (c0 - c2) * c1

The answer is time_left.","{'c0': 6.0, 'c1': 5.0, 'c2': 2.0}",20.0,"['time_left =  (c0 - c2) * c1', 'answer = time_left']"
465," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Vanessa sold all but c2 bars, how much money would she have made? ",16.0," Each chocolate bar cost $c0. If there were c1 bars in the box, and she sold all but c2, she would have c1-c2 bars. So she would have made (c1-c2)*c0. 
money = (c1-c2)*c0
The answer is money.","{'c0': 4.0, 'c1': 11.0, 'c2': 7.0}",16.0,"['money =  (c1-c2)*c0', 'answer = money']"
466," Gwen earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",16.0," Gwen earned c0 points for each bag of cans she recycled. So if she had c1 bags, she would have earned c0*c1 points. But she didn't recycle c2 of them, so she would have earned c0*c1 - c0*c2 points.

points = c0*c1 - c0*c2","{'c0': 8.0, 'c1': 4.0, 'c2': 2.0}",16.0,['points =  c0*c1 - c0*c2']
467," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",24.0," The builder has c1 windows installed, and he needs c0 windows in total. So he needs c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
hours = (c0 - c1) * c2
The answer is hours.","{'c0': 12.0, 'c1': 6.0, 'c2': 4.0}",24.0,"['hours =  (c0 - c1) * c2', 'answer = hours']"
468," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",63.0, It will take him c2 * (c0 - c1) minutes to cook the rest.,"{'c0': 15.0, 'c1': 8.0, 'c2': 9.0}",,[]
469," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",35.0,"  There were c0 members total, but c1 members didn't show up, so that means c0 - c1 members showed up. If each member that showed up scored c2 points, then the total points scored would be (c0 - c1) * c2.

total_points = (c0 - c1) * c2","{'c0': 14.0, 'c1': 7.0, 'c2': 5.0}",35.0,['total_points =  (c0 - c1) * c2']
470," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",48.0, It will take him c2 * (c0 - c1) minutes to cook the rest.,"{'c0': 13.0, 'c1': 5.0, 'c2': 6.0}",,[]
471," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",45.0,"  There were c0 members total, but c1 members didn't show up, so there must have been c0 - c1 members that did show up. Each of those members scored c2 points, so the total points scored must have been (c0 - c1) * c2. 

total_points = (c0 - c1) * c2","{'c0': 11.0, 'c1': 6.0, 'c2': 9.0}",45.0,['total_points =  (c0 - c1) * c2']
472," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Rachel sold all but c2 bars, how much money would she have made? ",18.0," Rachel sold c2 bars, so she must have had c1 - c2 chocolate bars to start with. If each chocolate bar cost $c0, then she must have made (c1 - c2)*c0 dollars. 
money = (c1 - c2)*c0
The answer is money.","{'c0': 2.0, 'c1': 13.0, 'c2': 4.0}",18.0,"['money =  (c1 - c2)*c0', 'answer = money']"
473," Isabel baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",10.0," Isabel needs c1 - c0 more brownies, so she'll need (c1 - c0) * c2 cups of flour.
flour_needed = (c1 - c0) * c2","{'c0': 3.0, 'c1': 5.0, 'c2': 5.0}",10.0,['flour_needed =  (c1 - c0) * c2']
474," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",24.0," There are c0 problems on each worksheet. The teacher has c1 worksheets in total. She has already graded c2 of them. So she has (c1 - c2) * c0 more problems to grade. 
more_problems = (c1 - c2) * c0
The answer is more_problems.","{'c0': 3.0, 'c1': 15.0, 'c2': 7.0}",24.0,"['more_problems =  (c1 - c2) * c0', 'answer = more_problems']"
475," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",27.0," 

There were c0 customers originally. Of those, c1 did not leave a tip. So there must have been c0 - c1 customers who did leave a tip.

The waiter earned $c2 from each customer who left a tip. So his total earnings were (c0 - c1) * c2.

earnings = (c0 - c1) * c2","{'c0': 7.0, 'c1': 4.0, 'c2': 9.0}",27.0,['earnings =  (c0 - c1) * c2']
476," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",27.0," April started with c1 roses and sold some, so she must have earned money. We know that she had c2 roses left, so she must have sold c1 - c2 roses. We also know that each rose was c0 dollars, so she must have earned (c1 - c2) * c0 dollars.
money = (c1 - c2) * c0
The answer is money.","{'c0': 9.0, 'c1': 11.0, 'c2': 8.0}",27.0,"['money =  (c1 - c2) * c0', 'answer = money']"
477," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",18.0," Tom had c0 boxes of chocolate candy. He gave c1 to his little brother. So he must have c0 - c1 pieces of candy left. 
leftover_pieces = c0 - c1
The answer is leftover_pieces.","{'c0': 14.0, 'c1': 8.0, 'c2': 3.0}",6.0,"['leftover_pieces =  c0 - c1', 'answer = leftover_pieces']"
478," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",12.0," It would cost c0*c1 for the adults to eat. The kids would eat for free, so it would cost 0*c2 for the kids. In total, it would cost c0*c1 + 0*c2. This can be simplified to just c0*c1. 
cost = c0*c1","{'c0': 2.0, 'c1': 15.0, 'c2': 9.0}",30.0,['cost =  c0*c1']
479," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",32.0," Edward earned c0 dollars per lawn. So if he had c1 lawns, he would have earned c1 * c0 dollars. But he forgot to mow c2 lawns, so he actually earned (c1 - c2) * c0 dollars.

money = (c1 - c2) * c0","{'c0': 4.0, 'c1': 17.0, 'c2': 9.0}",32.0,['money =  (c1 - c2) * c0']
480," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",56.0," The builder has c1 windows installed, and he needs c0 windows in total. So he needs c0 - c1 more windows. If it takes c2 hours to install each window, then it will take (c0 - c1) * c2 hours to install the rest. 
hours = (c0 - c1) * c2
The answer is hours.","{'c0': 11.0, 'c1': 4.0, 'c2': 8.0}",56.0,"['hours =  (c0 - c1) * c2', 'answer = hours']"
481," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",30.0," Tom had c0 boxes of chocolate candy. He gave c1 to his little brother. So he must have c0 - c1 pieces of candy left. 
leftover_pieces = c0 - c1
The answer is leftover_pieces.","{'c0': 12.0, 'c1': 7.0, 'c2': 6.0}",5.0,"['leftover_pieces =  c0 - c1', 'answer = leftover_pieces']"
482," John had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",30.0,"  John had c0 action figures, but he needed c1 more to complete his collection. So he needed to buy c1 - c0 action figures. If each action figure costs c2, then he would need to spend (c1 - c0)*c2 to finish his collection. 

money_needed = (c1 - c0)*c2","{'c0': 6.0, 'c1': 11.0, 'c2': 6.0}",30.0,['money_needed =  (c1 - c0)*c2']
483," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",72.0," It would cost c0*c1 for the adults to eat. The kids would eat for free, so it would cost 0*c2 for the kids. In total, it would cost c0*c1 + 0*c2. This can be simplified to just c0*c1. 
cost = c0*c1","{'c0': 8.0, 'c1': 11.0, 'c2': 2.0}",88.0,['cost =  c0*c1']
484," At the fair Kaleb bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Kaleb spend riding the ferris wheel? ",27.0," Kaleb had c0 tickets and he spent c2 dollars on each ticket. So he must have spent c0 * c2 dollars in total. 
total_spent = c0 * c2
The answer is total_spent.","{'c0': 6.0, 'c1': 3.0, 'c2': 9.0}",54.0,"['total_spent =  c0 * c2', 'answer = total_spent']"
485," Tiffany baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",72.0," Tiffany baked c0 brownies, but she needed c1 total for her party. So she needs c1 - c0 more brownies. If she uses c2 cups of flour on each one, she will need (c1 - c0) * c2 cups of flour in total. 
flour_needed = (c1 - c0) * c2
The answer is flour_needed.","{'c0': 8.0, 'c1': 17.0, 'c2': 8.0}",72.0,"['flour_needed =  (c1 - c0) * c2', 'answer = flour_needed']"
486," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",21.0, You would earn c0*(c1-c2) points.,"{'c0': 7.0, 'c1': 11.0, 'c2': 8.0}",,[]
487," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",56.0," The magician started with c1 decks and sold some throughout the day. By the end of the day, he had c2 decks left. So he must have sold c1 - c2 decks in total. 
total_sold = c1 - c2
Each deck was c0 dollars, so the total amount of money earned would be total_sold * c0. 
total_money = total_sold * c0
The answer is total_money.","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",56.0,"['total_sold =  c1 - c2', 'total_money =  total_sold * c0', 'answer = total_money']"
488," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30.0," There were c0 friends playing the game. Then c1 players quit. So the total number of lives must have been c0 * c2. 

total_lives = c0 * c2","{'c0': 13.0, 'c1': 8.0, 'c2': 6.0}",78.0,['total_lives =  c0 * c2']
489," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",6.0," 

There were c0 customers originally. Of those, c1 did not leave a tip. So there must have been c0 - c1 customers who did leave a tip.

The waiter earned $c2 from each customer who left a tip. So his total earnings were (c0 - c1) * c2.

earnings = (c0 - c1) * c2","{'c0': 7.0, 'c1': 5.0, 'c2': 3.0}",6.0,['earnings =  (c0 - c1) * c2']
490," At the fair Adam bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Adam spend riding the ferris wheel? ",63.0,"

Adam started with c0 tickets, and he ended up with c1 tickets. So he must have used c0 - c1 tickets. Each ticket cost c2 dollars, so he must have spent (c0 - c1) * c2 dollars.

money_spent = (c0 - c1) * c2","{'c0': 10.0, 'c1': 3.0, 'c2': 9.0}",63.0,['money_spent =  (c0 - c1) * c2']
491," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",63.0," There are c0 problems on each worksheet. The teacher has c1 worksheets in total. She has already graded c2 of them. So she has (c1 - c2) * c0 more problems to grade. 
more_problems = (c1 - c2) * c0
The answer is more_problems.","{'c0': 7.0, 'c1': 17.0, 'c2': 8.0}",63.0,"['more_problems =  (c1 - c2) * c0', 'answer = more_problems']"
492," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",12.0,"  There were c0 members total, but c1 members didn't show up, so that means c0 - c1 members showed up. If each member that showed up scored c2 points, then the total points scored would be (c0 - c1) * c2.

total_points = (c0 - c1) * c2","{'c0': 9.0, 'c1': 3.0, 'c2': 2.0}",12.0,['total_points =  (c0 - c1) * c2']
493," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",30.0," Mike had c0 video games. c1 of them were not working. So he had c0 - c1 working video games. If he sold each one for $c2, he would earn (c0 - c1) * c2. 
money = (c0 - c1) * c2
The answer is money.","{'c0': 15.0, 'c1': 9.0, 'c2': 5.0}",30.0,"['money =  (c0 - c1) * c2', 'answer = money']"
494," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36.0," Edward earned c0 dollars per lawn. So if he had c1 lawns, he would have earned c1 * c0 dollars. But he forgot to mow c2 lawns, so he actually earned (c1 - c2) * c0 dollars.

money = (c1 - c2) * c0","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",36.0,['money =  (c1 - c2) * c0']
495," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",14.0," It would cost c0*c1 for the adults to eat. The kids would eat for free, so it would cost 0*c2 for the kids. In total, it would cost c0*c1 + 0*c2. This can be simplified to just c0*c1. 
cost = c0*c1","{'c0': 2.0, 'c1': 9.0, 'c2': 2.0}",18.0,['cost =  c0*c1']
496," Chloe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",54.0," Chloe needs c1 total brownies, and she has c0. She needs c1-c0 more brownies. Each brownie needs c2 cups of flour. So she needs (c1-c0)*c2 cups of flour in total. 
flour = (c1-c0)*c2
The answer is flour.","{'c0': 7.0, 'c1': 16.0, 'c2': 6.0}",54.0,"['flour =  (c1-c0)*c2', 'answer = flour']"
497," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15.0," There were c0 friends playing the game. Then c1 players quit. So the total number of lives must have been c0 * c2. 

total_lives = c0 * c2","{'c0': 8.0, 'c1': 3.0, 'c2': 3.0}",24.0,['total_lives =  c0 * c2']
498," Sam invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",6.0,"  Sam invited c0 friends, but c1 couldn't come. So he needs to buy c0 - c1 cupcakes. Each person needs c2 cupcakes, so he needs to buy (c0 - c1) * c2 cupcakes in total.

total_cupcakes = (c0 - c1) * c2","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",6.0,['total_cupcakes =  (c0 - c1) * c2']
499," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",72.0, Megan would have earned c1*c0 - c2*c0 = (c1 - c2)*c0 points.,"{'c0': 8.0, 'c1': 14.0, 'c2': 5.0}",,['c2*c0 =  (c1 - c2)*c0 points.']
500," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",5.0," Will had c0 dollars. He spent c1 dollars on a new game, which left him with c0 - c1 dollars. He could buy c2 dollar toys with that much money.

new_toys = (c0 - c1)/c2","{'c0': 57.0, 'c1': 27.0, 'c2': 6.0}",5.0,['new_toys =  (c0 - c1)/c2']
501, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,3.0," They put the puppies into cages. Each cage has c2 puppies. So if they have c1 puppies, then they need c1/c2 cages. 
cages = c1/c2
The answer is cages.","{'c0': 18.0, 'c1': 3.0, 'c2': 5.0}",0.6,"['cages =  c1/c2', 'answer = cages']"
502," Luke had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",6.0," 

There are c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. So there would be c2 loads in total. 
Each load would have c0 - c1 pieces of clothing. 
So each load would have (c0 - c1)/c2 pieces of clothing. 
The answer is (c0 - c1)/c2.","{'c0': 47.0, 'c1': 17.0, 'c2': 5.0}",6.0,['answer = (c0 - c1)/c2']
503," Edward bought c0 tickets at the state fair. He spent c1 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost c2 tickets, how many rides could he go on? ",8.0," Edward bought c0 tickets. He spent c1 tickets at the 'dunk a clown' booth. So he had c0 - c1 tickets left. If each ride cost c2 tickets, then he could go on (c0 - c1) / c2 rides. 
rides = (c0 - c1) / c2
The answer is rides.","{'c0': 79.0, 'c1': 23.0, 'c2': 7.0}",8.0,"['rides =  (c0 - c1) / c2', 'answer = rides']"
504," Katie baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",5.0,"  Katie baked c0 cupcakes. Her brother ate c1 of them. So there are c0 - c1 cupcakes left. If she wants to put c2 cupcakes in each package, she can make (c0 - c1)/c2 packages. 
packages = (c0 - c1)/c2
The answer is packages.","{'c0': 18.0, 'c1': 8.0, 'c2': 2.0}",5.0,"['packages =  (c0 - c1)/c2', 'answer = packages']"
505, Megan had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Megan end up with? ,9.0," Megan had c0 files on her computer. She deleted c1 of them. So she would have c0 - c1 files left. If she put c2 files in each folder, she would need (c0 - c1)/c2 folders in total. 
total_folders = (c0 - c1)/c2
The answer is total_folders.","{'c0': 93.0, 'c1': 21.0, 'c2': 8.0}",9.0,"['total_folders =  (c0 - c1)/c2', 'answer = total_folders']"
506, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,7.0," Wendy uploaded c0 pictures in total. c1 of them were in one album, and the rest were in c2 different albums. So if we subtract the number of pictures in the one album from the total number of pictures, we're left with the number of pictures in the other albums. 
pics_in_other_albums = c0 - c1
Since there are c2 different albums, each album must have an equal number of pictures. 
pics_in_each_album = pics_in_other_albums / c2
The answer is pics_in_each_album.","{'c0': 79.0, 'c1': 44.0, 'c2': 5.0}",7.0,"['pics_in_other_albums =  c0 - c1', 'pics_in_each_album =  pics_in_other_albums / c2', 'answer = pics_in_each_album']"
507," Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8.0,"  Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. So she must have c2 = c0 - c1 pages of problems left. 
Each page has the same number of problems on it. So if we divide c2 by the number of pages, we will get the number of problems per page. 
number_of_problems_per_page = c2 / number_of_pages
The answer is number_of_problems_per_page.","{'c0': 72.0, 'c1': 32.0, 'c2': 5.0}",40.0,"['c2 =  c0 - c1 pages of problems left. ', 'number_of_problems_per_page =  c2 / number_of_pages', 'answer = number_of_problems_per_page']"
508," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",6.0," They had c0 apples originally. They gave out c1 apples, so they have c0 - c1 apples left. Each pie needs c2 apples, so they can make (c0 - c1)/c2 pies. 
pies = (c0 - c1)/c2
The answer is pies.","{'c0': 62.0, 'c1': 8.0, 'c2': 9.0}",6.0,"['pies =  (c0 - c1)/c2', 'answer = pies']"
509," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",9.0," Mike had c0 dollars. He spent c1 dollars on new mower blades. So he had c0 - c1 dollars left. He wants to know how many c2 dollar games he can buy with that. 

number_of_games = (c0 - c1) / c2

The answer is number_of_games.","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}",9.0,"['number_of_games =  (c0 - c1) / c2', 'answer = number_of_games']"
510," Paige's team won their dodgeball game and scored c0 points total. If Paige scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",5.0," Paige's team won and scored c0 points. Paige scored c1 points and everyone else scored c2 points. So if we add up all the points, we get:
c0 = c1 + n*c2
where n is the number of players on Paige's team.
We can solve for n:
n = (c0 - c1)/c2
The answer is n.","{'c0': 41.0, 'c1': 11.0, 'c2': 6.0}",5.0,"['c0 =  c1 + n*c2', 'n =  (c0 - c1)/c2', 'answer = n']"
511," Oliver is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Oliver with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9.0," Oliver has c0 books to put away. The librarian takes c1 of them, so Oliver is left with c0 - c1 books. If he can fit c2 books on a shelf, he will need (c0 - c1)/c2 shelves. 
shelves_needed = (c0 - c1)/c2
The answer is shelves_needed.","{'c0': 46.0, 'c1': 10.0, 'c2': 4.0}",9.0,"['shelves_needed =  (c0 - c1)/c2', 'answer = shelves_needed']"
512, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,3.0," Emily started with c0 seeds. She planted c1 of them in her big garden and c2 in each of her small gardens. So she must have had (c1 - c2)/c2 small gardens. 
small_gardens = (c1 - c2)/c2
The answer is small_gardens.","{'c0': 41.0, 'c1': 29.0, 'c2': 4.0}",6.25,"['small_gardens =  (c1 - c2)/c2', 'answer = small_gardens']"
513," Edward made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",8.0," Edward had c0 dollars. He spent c1 dollars on new mower blades, so he had c0 - c1 dollars left. He could buy c2 dollar games with that money. 

games = (c0 - c1) / c2

The answer is games.","{'c0': 37.0, 'c1': 21.0, 'c2': 2.0}",8.0,"['games =  (c0 - c1) / c2', 'answer = games']"
514, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,5.0," They put the puppies into cages. Each cage has c2 puppies. So if they have c1 puppies, then they need c1/c2 cages. 
cages = c1/c2
The answer is cages.","{'c0': 81.0, 'c1': 41.0, 'c2': 8.0}",5.125,"['cages =  c1/c2', 'answer = cages']"
515," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",6.0," There are c0 students originally. c1 of them did not get picked, so that means c1 students did get picked. If we divide the c1 students that got picked into c2 groups, then each group would have c1/c2 students. 
students_per_group = c1/c2
The answer is students_per_group.","{'c0': 65.0, 'c1': 17.0, 'c2': 8.0}",2.125,"['students_per_group =  c1/c2', 'answer = students_per_group']"
516," Tom had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",2.0," Tom had c0 dollars. He spent c1 dollars on a new game. So he had c0 - c1 dollars left. With that money, he could buy c2 dollar toys. 

Q: There are c0 dogs in the park. If c1 more dogs come to the park, how many dogs will be there in total?
A: There are c0 dogs in the park. If c1 more dogs come to the park, there will be c0 + c1 dogs in total.","{'c0': 57.0, 'c1': 49.0, 'c2': 4.0}",,[]
517," Isabel picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Isabel had c0 flowers originally. She needed c1 flowers for each bouquet. So she could make c0 / c1 bouquets. But then c2 of the flowers wilted. So she could make (c0 - c2) / c1 bouquets. 
bouquets = (c0 - c2) / c1
The answer is bouquets.","{'c0': 66.0, 'c1': 8.0, 'c2': 10.0}",7.0,"['bouquets =  (c0 - c2) / c1', 'answer = bouquets']"
518, For Halloween Sarah received c0 pieces of candy. She ate c1 pieces then placed the rest into piles with c2 in each pile. How many piles could she make? ,8.0," Sarah received c0 pieces of candy. She ate c1 pieces, so she has c0 - c1 pieces left. She wants to make c2 piles, so she needs c2 * c2 pieces. 
piles = (c0 - c1) / c2
The answer is piles.","{'c0': 108.0, 'c1': 36.0, 'c2': 9.0}",8.0,"['piles =  (c0 - c1) / c2', 'answer = piles']"
519, Nancy had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Nancy end up with? ,7.0," Nancy had c0 files on her computer. She deleted c1 of them. So she was left with c0 - c1 files. She put them into folders with c2 files in each one. So she must have used (c0 - c1) / c2 folders. 
folders = (c0 - c1) / c2
The answer is folders.","{'c0': 80.0, 'c1': 31.0, 'c2': 7.0}",7.0,"['folders =  (c0 - c1) / c2', 'answer = folders']"
520," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",9.0," There are c0 students originally. c1 of them did not get picked, so that means c1 students did get picked. If we divide the c1 students that got picked into c2 groups, then each group would have c1/c2 students. 
students_per_group = c1/c2
The answer is students_per_group.","{'c0': 36.0, 'c1': 9.0, 'c2': 3.0}",3.0,"['students_per_group =  c1/c2', 'answer = students_per_group']"
521," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",9.0," They had c0 apples originally. They gave out c1 apples, so they have c0 - c1 apples left. Each pie needs c2 apples, so they can make (c0 - c1)/c2 pies. 
pies = (c0 - c1)/c2
The answer is pies.","{'c0': 96.0, 'c1': 42.0, 'c2': 6.0}",9.0,"['pies =  (c0 - c1)/c2', 'answer = pies']"
522, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,9.0," They put the puppies into cages. Each cage has c2 puppies. So if they have c1 puppies, then they need c1/c2 cages. 
cages = c1/c2
The answer is cages.","{'c0': 64.0, 'c1': 28.0, 'c2': 4.0}",7.0,"['cages =  c1/c2', 'answer = cages']"
523, Edward was selling his old games. He started out with c0 but sold c1 of them. He packed the rest up putting c2 games into each box. How many boxes did he have to use? ,2.0," Edward had c0 games originally. He sold c1 games, so he was left with c0 - c1 games. He packed these up into boxes, each of which could hold c2 games. So he needed (c0 - c1)/c2 boxes in total. 
boxes = (c0 - c1)/c2
The answer is boxes.","{'c0': 35.0, 'c1': 19.0, 'c2': 8.0}",2.0,"['boxes =  (c0 - c1)/c2', 'answer = boxes']"
524," Frank made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",4.0," Frank had c0 dollars. He spent c1 dollars on new mower blades. So he had c0 - c1 dollars left. He wants to know how many c2 dollar games he can buy with that. 

number_of_games = (c0 - c1) / c2

The answer is number_of_games.","{'c0': 19.0, 'c1': 11.0, 'c2': 2.0}",4.0,"['number_of_games =  (c0 - c1) / c2', 'answer = number_of_games']"
525," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",7.0," Megan had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. So she must have c2 - c1 problems left. 
problems_left = c2 - c1
The answer is problems_left.","{'c0': 40.0, 'c1': 26.0, 'c2': 2.0}",-24.0,"['problems_left =  c2 - c1', 'answer = problems_left']"
526," Wendy picked c0 flowers for her friend’s wedding. She was making bouquets with c1 flowers in each one. If c2 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Wendy started with c0 flowers. She needed c1 flowers for each bouquet. But c2 of the flowers wilted. So she had c0 - c2 flowers left. 
If she had c1 flowers for each bouquet, she could make (c0 - c2) / c1 bouquets.

Q: There are c0 chocolates in the box. Emma ate c1 chocolates. What percentage of the chocolates did Emma eat?
A: Emma ate c1 chocolates. There were c0 chocolates originally. So Emma ate c1/c0 percent of the chocolates.","{'c0': 103.0, 'c1': 8.0, 'c2': 47.0}",,[]
527," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",4.0," Kaleb had c0 pieces of clothing to wash. He put c1 of them in one load, and the rest he split into c2 loads. So the answer is (c0 - c1) / c2.","{'c0': 39.0, 'c1': 19.0, 'c2': 5.0}",,[]
