,question,answer,response,mapping,response_answer,equations,correct
460," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",14,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. 
graded_problems = c2 x c0
To find out how many more problems she has to grade, we need to subtract the graded problems from the total number of problems. 
remaining_problems = (c1 x c0) - (c2 x c0)
Simplifying this expression, we get: 
remaining_problems = c0 x (c1 - c2)
The answer is remaining_problems.","{'c0': 2.0, 'c1': 14.0, 'c2': 7.0}",14,"['graded_problems =  c2 x c0', 'remaining_problems =  (c1 x c0) - (c2 x c0)', 'remaining_problems =  c0 x (c1 - c2)', 'answer = remaining_problems']",1
461," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",36,"April started with c1 roses and ended with c2 roses, so she sold c1 - c2 roses. Each rose was c0 dollars, so she earned (c1 - c2) * c0 dollars. 
The answer is (c1 - c2) * c0.","{'c0': 4.0, 'c1': 13.0, 'c2': 4.0}",36,['answer = (c1 - c2) * c0'],1
462," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",35,"The cost for the group to eat would be the number of adult meals times the cost per adult meal. Since kids eat free, we don't need to consider them in the cost calculation. 
number_of_adults = c1 - c2
cost = number_of_adults * c0
The answer is cost.","{'c0': 5.0, 'c1': 15.0, 'c2': 8.0}",35,"['number_of_adults =  c1 - c2', 'cost =  number_of_adults * c0', 'answer = cost']",1
463," Zoe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",42,"Zoe baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. 
number_of_new_brownies = c1 - c0
Since she uses c2 cups of flour for each brownie, she will need c2 times the number of new brownies cups of flour. 
flour_needed = c2 * number_of_new_brownies
The answer is flour_needed.","{'c0': 5.0, 'c1': 11.0, 'c2': 7.0}",42,"['number_of_new_brownies =  c1 - c0', 'flour_needed =  c2 * number_of_new_brownies', 'answer = flour_needed']",1
464," A painter needed to paint c0 rooms in a building. Each room takes c1 hours to paint. If he already painted c2 rooms, how much longer will he take to paint the rest? ",20,"The painter has already painted c2 rooms, so he still needs to paint c0 - c2 rooms. Each room takes c1 hours to paint, so the total time he will need to finish painting is (c0 - c2) * c1 hours. The answer is (c0 - c2) * c1.","{'c0': 6.0, 'c1': 5.0, 'c2': 2.0}",20,"['The painter has already painted c2 rooms, so he still needs to paint c0 - c2 rooms']",1
465," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Vanessa sold all but c2 bars, how much money would she have made? ",16,"Vanessa sold all but c2 bars, which means she sold c1 - c2 bars. To find out how much money she made, we need to multiply the number of bars sold by the cost per bar:
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 4.0, 'c1': 11.0, 'c2': 7.0}",16,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
466," Gwen earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",16,"Gwen earned c0 points for each bag of cans she recycled, so if she had recycled all c1 bags, she would have earned c0 x c1 points. However, she didn't recycle c2 of the bags, so she only earned points for c1 - c2 bags. Therefore, the total points she earned is:
total_points = (c1 - c2) x c0
The answer is total_points.","{'c0': 8.0, 'c1': 4.0, 'c2': 2.0}",16,"['total_points =  (c1 - c2) x c0', 'answer = total_points']",1
467," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",24,"The builder still needs to install c0 - c1 windows. Let's call this number of remaining windows ""remaining_windows"". 
remaining_windows = c0 - c1
To find out how long it will take to install the remaining windows, we need to multiply the number of remaining windows by the time it takes to install each window. 
time_to_install_remaining_windows = remaining_windows * c2
The answer is time_to_install_remaining_windows.","{'c0': 12.0, 'c1': 6.0, 'c2': 4.0}",24,"['remaining_windows =  c0 - c1', 'time_to_install_remaining_windows =  remaining_windows * c2', 'answer = time_to_install_remaining_windows']",1
468," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",63,"The chef needs to cook c0 - c1 more potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the rest of the potatoes is:
(c0 - c1) * c2
The answer is (c0 - c1) * c2 minutes.","{'c0': 15.0, 'c1': 8.0, 'c2': 9.0}",63,['answer = (c0 - c1) * c2 minutes'],1
469," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",35,"The number of members who showed up is c0 - c1. Each member who showed up scored c2 points. So the total number of points scored is:
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 14.0, 'c1': 7.0, 'c2': 5.0}",35,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
470," A chef needs to cook c0 potatoes. He has already cooked c1. If each potato takes c2 minutes to cook, how long will it take him to cook the rest? ",48,"The chef needs to cook c0 - c1 more potatoes. Each potato takes c2 minutes to cook, so the total time it will take to cook the rest of the potatoes is:
(c0 - c1) * c2
The answer is (c0 - c1) * c2 minutes.","{'c0': 13.0, 'c1': 5.0, 'c2': 6.0}",48,['answer = (c0 - c1) * c2 minutes'],1
471," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",45,"The number of members who showed up is c0 - c1. Each member who showed up scored c2 points. So the total number of points scored is:
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 11.0, 'c1': 6.0, 'c2': 9.0}",45,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
472," Each chocolate bar in a box cost $c0. If a box had c1 bars total and Rachel sold all but c2 bars, how much money would she have made? ",18,"Rachel sold all but c2 bars, which means she sold c1 - c2 bars. The total amount of money she made would be the number of bars sold multiplied by the cost per bar: 
money_made = (c1 - c2) * c0
The answer is money_made.","{'c0': 2.0, 'c1': 13.0, 'c2': 4.0}",18,"['money_made =  (c1 - c2) * c0', 'answer = money_made']",1
473," Isabel baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",10,"Isabel baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. 
number_of_new_brownies = c1 - c0
Since she uses c2 cups of flour for each brownie, the total amount of flour she still needs is: 
total_flour_needed = number_of_new_brownies * c2
The answer is total_flour_needed.","{'c0': 3.0, 'c1': 5.0, 'c2': 5.0}",10,"['number_of_new_brownies =  c1 - c0', 'total_flour_needed =  number_of_new_brownies * c2', 'answer = total_flour_needed']",1
474," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",24,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. 
graded_problems = c2 x c0
To find out how many more problems she has to grade, we need to subtract the graded problems from the total number of problems. 
remaining_problems = (c1 x c0) - (c2 x c0)
Simplifying this expression, we get: 
remaining_problems = c0 x (c1 - c2)
The answer is remaining_problems.","{'c0': 3.0, 'c1': 15.0, 'c2': 7.0}",24,"['graded_problems =  c2 x c0', 'remaining_problems =  (c1 x c0) - (c2 x c0)', 'remaining_problems =  c0 x (c1 - c2)', 'answer = remaining_problems']",1
475," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",27,"The waiter had c0 customers in total, and c1 of them didn't leave a tip. So the number of customers who did leave a tip is c0 - c1. The waiter earned $c2 from each of these customers, so the total amount of money he earned is:

total_earnings = (c0 - c1) * c2

The answer is total_earnings.","{'c0': 7.0, 'c1': 4.0, 'c2': 9.0}",27,"['total_earnings =  (c0 - c1) * c2', 'answer = total_earnings']",1
476," April's discount flowers was having a sale where each rose was c0 dollars. If April started with c1 roses and had c2 roses left, how much money did she earn? ",27,"April started with c1 roses and ended with c2 roses, so she sold c1 - c2 roses. Each rose was c0 dollars, so she earned (c1 - c2) * c0 dollars. 
The answer is (c1 - c2) * c0.","{'c0': 9.0, 'c1': 11.0, 'c2': 8.0}",27,['answer = (c1 - c2) * c0'],1
477," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",18,"Tom originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he now has c0 - c1 boxes left. Each box has c2 pieces inside it, so Tom still has (c0 - c1) * c2 pieces of chocolate candy left. 
The answer is (c0 - c1) * c2.","{'c0': 14.0, 'c1': 8.0, 'c2': 3.0}",18,['answer = (c0 - c1) * c2'],1
478," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",12,"The cost for the group to eat would be the number of adult meals times the cost per adult meal. Since kids eat free, we don't need to consider them in the cost calculation. 
number_of_adults = c1 - c2
cost = number_of_adults * c0
The answer is cost.","{'c0': 2.0, 'c1': 15.0, 'c2': 9.0}",12,"['number_of_adults =  c1 - c2', 'cost =  number_of_adults * c0', 'answer = cost']",1
479," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",32,"Edward earned c0 dollars for each lawn he mowed, so if he mowed all c1 lawns, he would have earned c0 * c1 dollars. However, he forgot to mow c2 lawns, so he only mowed c1 - c2 lawns. Therefore, he actually earned c0 * (c1 - c2) dollars. The answer is c0 * (c1 - c2).","{'c0': 4.0, 'c1': 17.0, 'c2': 9.0}",32,"['Edward earned c0 dollars for each lawn he mowed, so if he mowed all c1 lawns, he would have earned c0 * c1 dollars']",1
480," A new building needed c0 windows. The builder had already installed c1 of them. If it takes c2 hours to install each window, how long will it take him to install the rest? ",56,"The builder still needs to install c0 - c1 windows. Let's call this number of remaining windows ""remaining_windows"". 
remaining_windows = c0 - c1
To find out how long it will take to install the remaining windows, we need to multiply the number of remaining windows by the time it takes to install each window. 
time_to_install_remaining_windows = remaining_windows * c2
The answer is time_to_install_remaining_windows.","{'c0': 11.0, 'c1': 4.0, 'c2': 8.0}",56,"['remaining_windows =  c0 - c1', 'time_to_install_remaining_windows =  remaining_windows * c2', 'answer = time_to_install_remaining_windows']",1
481," Tom bought c0 boxes of chocolate candy and gave c1 to his little brother. If each box has c2 pieces inside it, how many pieces did Tom still have? ",30,"Tom originally had c0 boxes of chocolate candy. He gave c1 boxes to his little brother, so he now has c0 - c1 boxes left. Each box has c2 pieces inside it, so Tom still has (c0 - c1) * c2 pieces of chocolate candy left. 
The answer is (c0 - c1) * c2.","{'c0': 12.0, 'c1': 7.0, 'c2': 6.0}",30,['answer = (c0 - c1) * c2'],1
482," John had c0 action figures, but needed c1 total for a complete collection. If each one costs $c2, how much money would he need to finish his collection? ",30,"John needs c1 - c0 more action figures to complete his collection. Let's call this number n. 
n = c1 - c0
To find out how much money he needs, we can multiply the number of missing action figures by the cost of each one: 
money_needed = n * c2
The answer is money_needed.","{'c0': 6.0, 'c1': 11.0, 'c2': 6.0}",30,"['n =  c1 - c0', 'money_needed =  n * c2', 'answer = money_needed']",1
483," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",72,"The cost for the group to eat would be the number of adult meals times the cost per adult meal. Since kids eat free, we don't need to consider them in the cost calculation. 
number_of_adults = c1 - c2
cost = number_of_adults * c0
The answer is cost.","{'c0': 8.0, 'c1': 11.0, 'c2': 2.0}",72,"['number_of_adults =  c1 - c2', 'cost =  number_of_adults * c0', 'answer = cost']",1
484," At the fair Kaleb bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Kaleb spend riding the ferris wheel? ",27,"Kaleb started with c0 tickets and ended with c1 tickets, so he must have used c0 - c1 tickets on the ferris wheel. 
used_tickets = c0 - c1
Since each ticket costs c2 dollars, Kaleb spent used_tickets * c2 dollars on the ferris wheel. 
The answer is used_tickets * c2.","{'c0': 6.0, 'c1': 3.0, 'c2': 9.0}",27,"['used_tickets =  c0 - c1', 'answer = used_tickets * c2']",1
485," Tiffany baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",72,"Tiffany baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. 
number_of_new_brownies = c1 - c0
Since she uses c2 cups of flour for each brownie, she will need c2 times the number of new brownies cups of flour. 
flour_needed = c2 * number_of_new_brownies
The answer is flour_needed.","{'c0': 8.0, 'c1': 17.0, 'c2': 8.0}",72,"['number_of_new_brownies =  c1 - c0', 'flour_needed =  c2 * number_of_new_brownies', 'answer = flour_needed']",1
486," In a video game, each enemy defeated gives you c0 points. If a level has c1 enemies total and you destroy all but c2 of them, how many points would you earn? ",21,"If each enemy defeated gives c0 points, then the total points earned for defeating all c1 enemies would be c0 x c1. However, in this scenario, you only defeat c1 - c2 enemies. So the total points earned would be (c1 - c2) x c0. 
The answer is (c1 - c2) x c0.","{'c0': 7.0, 'c1': 11.0, 'c2': 8.0}",21,['answer = (c1 - c2) x c0'],1
487," A magician was selling magic card decks for c0 dollars each. If he started with c1 decks and by the end of the day he had c2 left, how much money did he earn? ",56,"The magician started with c1 decks and ended with c2 decks, so he must have sold c1 - c2 decks. 
sold_decks = c1 - c2
Since each deck was sold for c0 dollars, the magician earned c0 times the number of decks sold. 
money_earned = c0 * sold_decks
The answer is money_earned.","{'c0': 7.0, 'c1': 16.0, 'c2': 8.0}",56,"['sold_decks =  c1 - c2', 'money_earned =  c0 * sold_decks', 'answer = money_earned']",1
488," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",30,"If c1 players quit, then there are c0 - c1 players left playing the game. Each player that quit had c2 lives, so the total number of lives lost is c1 * c2. 
The answer is c1 * c2.","{'c0': 13.0, 'c1': 8.0, 'c2': 6.0}",48,['answer = c1 * c2'],0
489," At lunch a waiter had c0 customers and c1 of them didn't leave a tip. If he got $c2 each from the ones who did tip, how much money did he earn? ",6,"The waiter had c0 customers in total, and c1 of them didn't leave a tip. So the number of customers who did leave a tip is c0 - c1. The waiter earned $c2 from each of these customers, so the total amount of money he earned is:

total_earnings = (c0 - c1) * c2

The answer is total_earnings.","{'c0': 7.0, 'c1': 5.0, 'c2': 3.0}",6,"['total_earnings =  (c0 - c1) * c2', 'answer = total_earnings']",1
490," At the fair Adam bought c0 tickets. After riding the ferris wheel he had c1 tickets left. If each ticket cost c2 dollars, how much money did Adam spend riding the ferris wheel? ",63,"Adam started with c0 tickets and ended with c1 tickets, so he must have used c0 - c1 tickets to ride the ferris wheel. 
used_tickets = c0 - c1
Each ticket costs c2 dollars, so Adam spent used_tickets * c2 dollars on the ferris wheel. 
The answer is used_tickets * c2.","{'c0': 10.0, 'c1': 3.0, 'c2': 9.0}",63,"['used_tickets =  c0 - c1', 'answer = used_tickets * c2']",1
491," A worksheet had c0 problems on it. If a teacher had c1 worksheets to grade and had already graded c2 of them, how many more problems does she have to grade? ",63,"The teacher has already graded c2 worksheets, each with c0 problems. So she has already graded c2 x c0 problems. 
graded_problems = c2 x c0
To find out how many more problems she has to grade, we need to subtract the graded problems from the total number of problems. 
remaining_problems = (c1 x c0) - (c2 x c0)
Simplifying this expression, we get: 
remaining_problems = c0 x (c1 - c2)
The answer is remaining_problems.","{'c0': 7.0, 'c1': 17.0, 'c2': 8.0}",63,"['graded_problems =  c2 x c0', 'remaining_problems =  (c1 x c0) - (c2 x c0)', 'remaining_problems =  c0 x (c1 - c2)', 'answer = remaining_problems']",1
492," A trivia team had c0 members total, but during a game c1 members didn't show up. If each member that did show up scored c2 points, how many points were scored total? ",12,"The number of members who showed up is c0 - c1. Each member who showed up scored c2 points. So the total number of points scored is:
total_points = (c0 - c1) * c2
The answer is total_points.","{'c0': 9.0, 'c1': 3.0, 'c2': 2.0}",12,"['total_points =  (c0 - c1) * c2', 'answer = total_points']",1
493," Mike had c0 video games but c1 of them weren't working. If he wanted to sell the working games for $c2 each, how much money could he earn? ",30,"Mike had c0 video games originally, but c1 of them weren't working. So he had c0 - c1 working video games. 
working_games = c0 - c1
If he sells each working game for $c2, then he can earn:
earnings = working_games * c2
The answer is earnings.","{'c0': 15.0, 'c1': 9.0, 'c2': 5.0}",30,"['working_games =  c0 - c1', 'earnings =  working_games * c2', 'answer = earnings']",1
494," Edward earned c0 dollars for each lawn he mowed. If he had c1 lawns to mow, but forgot to mow c2 of them, how much money did he actually earn? ",36,"Edward earned c0 dollars for each lawn he mowed, so if he mowed all c1 lawns, he would have earned c0 * c1 dollars. However, he forgot to mow c2 lawns, so he only mowed c1 - c2 lawns. Therefore, he actually earned c0 * (c1 - c2) dollars. The answer is c0 * (c1 - c2).","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",36,"['Edward earned c0 dollars for each lawn he mowed, so if he mowed all c1 lawns, he would have earned c0 * c1 dollars']",1
495," At a restaurant each adult meal costs $c0 and kids eat free. If a group of c1 people came in and c2 were kids, how much would it cost for the group to eat? ",14,"The cost for the group to eat would be the number of adult meals times the cost per adult meal. Since kids eat free, we don't need to consider them in the cost calculation. 
number_of_adults = c1 - c2
cost = number_of_adults * c0
The answer is cost.","{'c0': 2.0, 'c1': 9.0, 'c2': 2.0}",14,"['number_of_adults =  c1 - c2', 'cost =  number_of_adults * c0', 'answer = cost']",1
496," Chloe baked c0 brownies, but needed c1 total for her party. If she used c2 cups of flour on each one, how much cups of flour does she still need? ",54,"Chloe baked c0 brownies and needs c1 total, so she still needs to make c1 - c0 more brownies. 
number_of_new_brownies = c1 - c0
Since she uses c2 cups of flour for each brownie, she will need c2 times the number of new brownies cups of flour. 
flour_needed = c2 * number_of_new_brownies
The answer is flour_needed.","{'c0': 7.0, 'c1': 16.0, 'c2': 6.0}",54,"['number_of_new_brownies =  c1 - c0', 'flour_needed =  c2 * number_of_new_brownies', 'answer = flour_needed']",1
497," There were c0 friends playing a video game online when c1 players quit. If each player left had c2 lives, how many lives did they have total? ",15,"If c1 players quit, then there are c0 - c1 players left playing the game. Each player that quit had c2 lives, so the total number of lives lost is c1 * c2. 
The answer is c1 * c2.","{'c0': 8.0, 'c1': 3.0, 'c2': 3.0}",9,['answer = c1 * c2'],0
498," Sam invited c0 friends to a birthday party, but c1 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly c2, how many should he buy? ",6,"Sam originally invited c0 friends, but c1 couldn't come. So the number of friends who will attend the party is c0 - c1. Sam needs to buy enough cupcakes so each person can have c2 cupcakes. Therefore, he needs to buy (c0 - c1) * c2 cupcakes. The answer is (c0 - c1) * c2.","{'c0': 9.0, 'c1': 6.0, 'c2': 2.0}",6,"[""Sam originally invited c0 friends, but c1 couldn't come""]",1
499," Megan earned c0 points for each bag of cans she recycled. If she had c1 bags, but didn't recycle c2 of them, how many points would she have earned? ",72,"Megan earned c0 points for each bag of cans she recycled, so if she had recycled all c1 bags, she would have earned c0 x c1 points. However, she didn't recycle c2 of the bags, so she only earned points for c1 - c2 bags. Therefore, the total points she earned is (c1 - c2) x c0. The answer is (c1 - c2) x c0.","{'c0': 8.0, 'c1': 14.0, 'c2': 5.0}",72,"['Megan earned c0 points for each bag of cans she recycled, so if she had recycled all c1 bags, she would have earned c0 x c1 points']",1
500," Will had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",5,"After spending c1 dollars on a new game, Will will have c0 - c1 dollars left. To find out how many c2 dollar toys he can buy with the remaining money, we can divide the remaining money by the cost of each toy:
number_of_toys = (c0 - c1) / c2
The answer is number_of_toys.","{'c0': 57.0, 'c1': 27.0, 'c2': 6.0}",5,"['number_of_toys =  (c0 - c1) / c2', 'answer = number_of_toys']",1
501, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,3,"The number of puppies left after selling some is:
c0 - c1
Then we need to divide this number by the number of puppies in each cage to find the number of cages used:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 18.0, 'c1': 3.0, 'c2': 5.0}",3,['answer = (c0 - c1) / c2'],1
502," Luke had c0 pieces of clothing to wash. He put c1 of them in one load, but decided to split the rest into c2 equal loads. How many pieces of clothing could go in each of the small loads? ",6,"Luke put c1 pieces of clothing in one load, so he has c0 - c1 pieces left to split into c2 equal loads. To find out how many pieces of clothing can go in each small load, we need to divide the remaining pieces by the number of small loads:
pieces_per_small_load = (c0 - c1) / c2
The answer is pieces_per_small_load.","{'c0': 47.0, 'c1': 17.0, 'c2': 5.0}",6,"['pieces_per_small_load =  (c0 - c1) / c2', 'answer = pieces_per_small_load']",1
503," Edward bought c0 tickets at the state fair. He spent c1 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost c2 tickets, how many rides could he go on? ",8,"Edward started with c0 tickets and spent c1 tickets at the 'dunk a clown' booth. So he had c0 - c1 tickets left to spend on rides. 
remaining_tickets = c0 - c1
To find out how many rides he could go on, we need to divide the remaining tickets by the cost of each ride: 
rides = remaining_tickets / c2
The answer is rides.","{'c0': 79.0, 'c1': 23.0, 'c2': 7.0}",8,"['remaining_tickets =  c0 - c1', 'rides =  remaining_tickets / c2', 'answer = rides']",1
504," Katie baked c0 cupcakes for her school's bake sale. If her brother, Todd, ate c1 of them how many packages could she make if she put c2 cupcake in each package? ",5,"If Todd ate c1 cupcakes, then Katie has c0 - c1 cupcakes left. To find out how many packages she can make, we need to divide the number of cupcakes by the number of cupcakes in each package:
packages = (c0 - c1) / c2
The answer is packages.","{'c0': 18.0, 'c1': 8.0, 'c2': 2.0}",5,"['packages =  (c0 - c1) / c2', 'answer = packages']",1
505, Megan had c0 files on her computer. She deleted c1 of them and put the rest into folders with c2 files in each one. How many folders did Megan end up with? ,9,"Megan started with c0 files and deleted c1 of them, leaving her with c0 - c1 files. She then put these remaining files into folders with c2 files in each one. To find out how many folders she ended up with, we need to divide the number of remaining files by the number of files in each folder:
folders = (c0 - c1) / c2
The answer is folders.","{'c0': 93.0, 'c1': 21.0, 'c2': 8.0}",9,"['folders =  (c0 - c1) / c2', 'answer = folders']",1
506, Wendy uploaded c0 pictures to Facebook. She put c1 pics into one album and put the rest into c2 different albums. How many pictures were in each album? ,7,"Wendy put c1 pictures into one album, so there are c1 pictures in that album. She put the rest (c0 - c1) into c2 different albums, so each of those albums must have (c0 - c1) / c2 pictures. 
pictures_per_album = (c0 - c1) / c2
The answer is pictures_per_album.","{'c0': 79.0, 'c1': 44.0, 'c2': 5.0}",7,"['pictures_per_album =  (c0 - c1) / c2', 'answer = pictures_per_album']",1
507," Isabel had c0 homework problems. She finished c1 of them but still had c2 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8,"Isabel finished c1 problems, so she has c0 - c1 problems left to do. If each page has x problems on it, then the number of pages she has left to do is c2/x. So we can set up the equation:

c0 - c1 = c2/x

Solving for x, we get:

x = c2 / (c0 - c1)

Therefore, there are c2 / (c0 - c1) problems on each page.","{'c0': 72.0, 'c1': 32.0, 'c2': 5.0}",0.125,"['c1 =  c2/x', 'x =  c2 / (c0 - c1)']",0
508," The cafeteria had c0 apples. For lunch they handed out c1 to students and decided to use the rest to make pies. If each pie takes c2 apples, how many pies could they make? ",6,"The cafeteria had c0 apples originally. They handed out c1 apples to students, so they have c0 - c1 apples left for pies. To find out how many pies they can make, we need to divide the number of remaining apples by the number of apples needed for each pie:
pies = (c0 - c1) / c2
The answer is pies.","{'c0': 62.0, 'c1': 8.0, 'c2': 9.0}",6,"['pies =  (c0 - c1) / c2', 'answer = pies']",1
509," Mike made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",9,"Mike had c0 dollars originally, but he spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. To find out how many c2 dollar games he can buy, we divide the amount of money he has left by the cost of each game:
games = (c0 - c1) / c2
The answer is games.","{'c0': 101.0, 'c1': 47.0, 'c2': 6.0}",9,"['games =  (c0 - c1) / c2', 'answer = games']",1
510," Paige's team won their dodgeball game and scored c0 points total. If Paige scored c1 of the points and everyone else scored c2 points each, how many players were on her team? ",5,"Let's start by using algebra to solve for the number of players on Paige's team. We know that the total number of points scored is c0, and that Paige scored c1 of those points. That means the rest of the team scored a total of c0 - c1 points. We also know that each player (besides Paige) scored c2 points. So if there were n players on the team, we can write an equation:

c0 - c1 = (n-1) * c2

Simplifying this equation, we get:

n = (c0 - c1) / c2 + 1

So the number of players on Paige's team is (c0 - c1) / c2 + 1.","{'c0': 41.0, 'c1': 11.0, 'c2': 6.0}",6,"['c1 =  (n-1) * c2', 'n =  (c0 - c1) / c2 + 1']",0
511," Oliver is at the library helping put away books. There are c0 book to put away total but a librarian takes c1 of them and leaves Oliver with the rest. If he can fit c2 books on a shelf, how many shelves will he need? ",9,"Oliver is left with c0 - c1 books to put away. To figure out how many shelves he needs, we need to divide the number of books by the number of books that can fit on each shelf:
shelves_needed = (c0 - c1) / c2
The answer is shelves_needed.","{'c0': 46.0, 'c1': 10.0, 'c2': 4.0}",9,"['shelves_needed =  (c0 - c1) / c2', 'answer = shelves_needed']",1
512, Emily was planting vegetables in her garden. She started with c0 seeds and planted c1 of them in the big garden and in each of her small gardens put c2 seeds each. How many small gardens did Emily have? ,3,"To find the number of small gardens, we need to divide the total number of seeds planted in small gardens by the number of seeds planted in each small garden. 
The total number of seeds planted in small gardens is c1 - c0 (since c0 seeds were planted in the big garden). 
The number of seeds planted in each small garden is c2. 
So the number of small gardens is: 
number_of_small_gardens = (c1 - c0) / c2 
The answer is number_of_small_gardens.","{'c0': 41.0, 'c1': 29.0, 'c2': 4.0}",-3,"['number_of_small_gardens =  (c1 - c0) / c2 ', 'answer = number_of_small_gardens']",0
513," Edward made c0 dollars mowing lawns over the summer. If he spent c1 dollars buying new mower blades, how many c2 dollar games could he buy with the money he had left? ",8,"Edward had c0 dollars originally, but he spent c1 dollars on new mower blades. So he has c0 - c1 dollars left. To find out how many c2 dollar games he can buy, we need to divide the amount of money he has left by the cost of each game:
games = (c0 - c1) / c2
The answer is games.","{'c0': 37.0, 'c1': 21.0, 'c2': 2.0}",8,"['games =  (c0 - c1) / c2', 'answer = games']",1
514, A pet store had c0 puppies. In one day they sold c1 of them and put the rest into cages with c2 in each cage. How many cages did they use? ,5,"The number of puppies left after selling some is:
c0 - c1
Then we need to divide this number by the number of puppies in each cage to find the number of cages used:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 81.0, 'c1': 41.0, 'c2': 8.0}",5,['answer = (c0 - c1) / c2'],1
515," There are c0 students trying out for the school's trivia teams. If c1 of them didn't get picked for the team and the rest were put into c2 groups, how many students would be in each group? ",6,"If c1 students didn't get picked for the team, then the number of students who did get picked is c0 - c1. These students were then divided into c2 groups, so the number of students in each group is:
(c0 - c1) / c2
The answer is (c0 - c1) / c2.","{'c0': 65.0, 'c1': 17.0, 'c2': 8.0}",6,['answer = (c0 - c1) / c2'],1
516," Tom had c0 dollars. If he spent c1 bucks on a new game, how many c2 dollar toys could he buy with the money he had left? ",2,"After spending c1 dollars on a new game, Tom would have c0 - c1 dollars left. To find out how many c2 dollar toys he could buy with that money, we can divide the remaining amount by the cost of each toy:
number_of_toys = (c0 - c1) / c2
The answer is number_of_toys.","{'c0': 57.0, 'c1': 49.0, 'c2': 4.0}",2,"['number_of_toys =  (c0 - c1) / c2', 'answer = number_of_toys']",1
