,question,answer,response,mapping
183,"Last year, a Home Appliance Store sold an average(arithmetic mean) of 42 microwave ovens per month. In the first 10 months of this year,the store has sold an average(arithmetic mean) of only 20 microwave ovens per month. What was the average number of microwave ovens sold per month during the entire 22 months period ?A)21, B)30, C)31, D)32, E)None of the above",D,"
Mapping: {x: average number of microwave ovens sold per month during the entire 22 months period}
‘Eq1: (42*10 + 20*12)/22 = x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq((42*10 + 20*12)/22,x)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
184,"Two ants are moving from their farms towards each other. Ant A is moving at a speed of 9 cm per hour and ant B is moving at a speed of 6 cm per hour. If the farms are 75 cm away from each other, what will be the distance (in cm) that ant A travels until meeting ant B?A)45, B)48, C)51, D)54, E)57",A,"
Mapping: {x: distance that ant A travels until meeting ant B}
‘Eq1:75-x=9t-6t’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(75-x,9*t-6*t)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
185,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?A)2%, B)8%, C)5%, D)10%, E)None of these",A,"
Mapping: {x: rate of interest per annum}
‘Eq1:5000*x*3=300’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5000*x*3,300)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
186,"There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?A)45, B)90, C)120, D)150, E)180",A,"
Mapping: {x: number of ways in which 2 oranges are chosen from the basket}
‘Eq1:x=10C2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,combinations(10,2))
solve(Eq1,x)
# end of Python Sympy
Answer: C",
187,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?A)300, B)500, C)5000, D)6000, E)7500",E,"

Mapping: {x: total deer population in the forest }
‘Eq1:300/x=20/500’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(300/x,20/500)
solve(Eq1,x)
# end of Python Sympy
Answer: E",
188,"What is 60% of 30% of 1400 grams?A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C,"
Mapping: {x: 60% of 30% of 1400 grams}
‘Eq1:x=0.6*0.3*1400’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.6*0.3*1400)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
189,"Jack buys 18 sharpeners (white and brown) for rs. 100. If he pays 1 rupee more for each white than brown sharpeners. How many of white and how many brown sharpeners did he buy?A)10,8, B)9,8, C)7,8, D)5,6, E)11,12",A,"
Mapping: {x: number of white sharpeners, y: number of brown sharpeners}
‘Eq1:x+y=18’
‘Eq2:x-y=1’
# using Python Sympy to solve for unknowns
x,y = symbols('x, y')
Eq1 = Eq(x+y,18)
Eq2 = Eq(x-y,1)
print(solve([Eq1, Eq2],(x,y)))
# end of Python Sympy
Answer: A",
190,"Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?A)12/25, B)3/2, C)3, D)2, E)25/3",C,"
Mapping: {x: number of pita breads}
‘Eq1:6*x=2*3*5’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(6*x,2*3*5)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
191,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?A)0.5, B)1, C)1.25, D)1.5, E)2",A,"
Mapping: {x: additional gallons of orange juice}
‘Eq1:x/(x+1)=0.6’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/(x+1),0.6)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
192,"An astronaut weighing 211 pounds on Earth would weigh 182 pounds on Venus. The weight of the astronaut on Venus would be approximately what percent of the astronaut’s weight on Earth?A)50%, B)60%, C)70%, D)86%, E)90%",D,"
Mapping: {x: weight of the astronaut on Earth, y: weight of the astronaut on Venus}
‘Eq1:y/x=182/211’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(y/x,182/211)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
193,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B,"
Mapping: {x: cost of mango}
‘Eq1:x=18+27+15’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,18+27+15)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
194,"Mark told John ""If you give me half your money I will have Rs.75. John said, ""if you give me one third of your money, I will have Rs.75/-. How much money did John have ?A)22, B)60, C)28, D)26, E)18",B,"
Mapping: {x: money that John have}
‘Eq1:x/2=75’
‘Eq2:x/3=75’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/2,75)
Eq2 = Eq(x/3,75)
print(solve([Eq1, Eq2],x))
# end of Python Sympy
Answer: B",
195,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?A)10%, B)12%, C)6%, D)8%, E)4%",B,"
Mapping: {x: rate of interest}
‘Eq1:5000*x*2/100=72’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5000*x*2/100,72)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
196,"What is the units digit of 9^3-7?A)1, B)3, C)5, D)2, E)4",D,"
Mapping: {x: units digit of 9^3-7}
‘Eq1:x=9^3-7’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9**3-7)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
197,"At a certain factory, 10 percent of the staplers produced on Monday were defective and 2 percent of the non-defective staplers were rejected by mistake. If 72 of the non-defective staplers were rejected, what was the number of staplers produced that day?A)4,000, B)4,200, C)4,500, D)4,800, E)5,000",A,"
Mapping: {x: number of staplers produced that day}
‘Eq1:0.1*x+0.02*(1-0.1)*x=72’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.1*x+0.02*(1-0.1)*x,72)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
198,"Two cars are travelling from the same starting point in the same direction, having started their commute at the same time. The first car travels at a steady rate of 55 mph, while the second travels at a steady rate of 52 mph. How much time will pass before the cars are 15 miles away from each other?A)3 hours, B)5 hours, C)6 hours, D)4 hours, E)7 hours",B,"
Mapping: {x: time passed before the cars are 15 miles away from each other}
‘Eq1:55*x-52*x=15’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(55*x-52*x,15)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
199,"I know a 5 digit number having a property that with a 1 after it, it is three times as large as it would be with a 1 before it.
What is that number?A)42857, B)32456, C)76523, D)24567, E)43566",A,"
Mapping: {x: 5 digit number}
‘Eq1:10*x+1=3*(x+10000)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*x+1,3*(x+10000))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
200,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?A)40, B)60, C)70, D)80, E)90",B,"
Mapping: {x: Ajay's present age, y: Rahul's present age, z: Denis's age}
‘Eq1:x-6=y/18’
‘Eq2:y=z-2’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x-6,y/18)
Eq2 = Eq(y,z-2)
print(solve([Eq1, Eq2],(x,y,z)))
# end of Python Sympy
Answer: D",
201,"In a row of children Neha is 12th from left end and Radha is 6th from right end. When Radha is shifted to left by 2 places and Neha is shifted to right by 2 places there 6 children between Radha and Neha. How many children are there in the row?A)23, B)27, C)26, D)28, E)29",D,"
Mapping: {x: number of children in the row}
‘Eq1:x-12=6+2+2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x-12,6+2+2)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
202,"Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?A)22, B)27, C)29, D)Cannot be determined, E)None of the above",D,"
Mapping: {x: Q's age, y: R's age, z: T's age}
‘Eq1:x=y-z’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x,y-z)
Eq2 = Eq(y+z,50)
print(solve([Eq1, Eq2],(x,y,z)))
# end of Python Sympy
Answer: B",
203,"In a chocolate store, all chocolates are either vanilla or cocoa flavored only. 10% of the chocolates are cocoa flavored, 90% of the rest are squashed. What percentage of the chocolates are both vanilla flavored and not squashed?A)1%, B)2%, C)5%, D)9%, E)10%",D,"
Mapping: {x: percentage of the chocolates are both vanilla flavored and not squashed}
‘Eq1:x=90%*(100%-10%)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.9*(1-0.1))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
204,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?A)4, B)5, C)6, D)7, E)8",B,"
Mapping: {x: minutes to empty the jar}
‘Eq1:1/10 + 1/5 = 1/x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/10 + 1/5, 1/x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
205,"In a class 1/16 of the students study math, 1/10 of the students study bio, 1/8 of the students study english. The total number of students is a 4 digit number. Find the diffrence between maximum number of students and minimum number of students.A)8880, B)8870, C)8890, D)7890, E)6780",A,"
Mapping: {x: total number of students}
‘Eq1:x/16 + x/10 + x/8 = 4 digits’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/16 + x/10 + x/8,1000)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
206,"Sharon works for 5 hours to earn enough tips to buy an ice cream cake, while Karen works for 4. After how many hours will they be able to buy the cake together?A)1 hour, B)2 hours, C)3 hours, D)4 hours, E)5 hours",C,"
Mapping: {x: hours that Sharon and Karen work together}
‘Eq1:5*x+4*x=ice cream cake cost’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5*x+4*x,ice cream cake cost)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
207,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isA)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B,"
Mapping: {x: probability that Mr.Jain selected the winning horse}
‘Eq1:x=2/5’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2/5)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
208,"Let A and B be independent events with P (A) = 0.2 and P(B) = 0.8. Find P(A/B)?A)0.2, B)0.4, C)0.6, D)1.2, E)1.5",A,"
Mapping: {x: P(A/B)}
‘Eq1:x=P(A)*P(B)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.2*0.8)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
209,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DA)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D,"
Mapping: {x: MAD, y: BE, z: RAE}
‘Eq1:x*y=z’
# using Python Sympy to solve for unknowns
from sympy import *
x,y,z = symbols('x, y, z')
Eq1 = Eq(x*y,z)
print(solve([Eq1],(x,y,z)))
# end of Python Sympy
Answer: C",
210,"In a class, 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. How many students are there in the class?A)850, B)800, C)900, D)950, E)1000",E,"
Mapping: {x: total students in the class}
‘Eq1:0.08*x+0.8*x+0.1*x+20=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.08*x+0.8*x+0.1*x+20,x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
211,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?A)80°, B)130°, C)140°, D)160°, E)220°",B,"
Mapping: {x: measure of minor arc AD}
‘Eq1:x+160=150+180’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+160,150+180)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
212,"Ram and Krishna start from A and B, respectively, at the same time and travel towards each other at constant speeds of 20m/s and 40m/s, respectively, along the same route. Ram meets Krishna at point C on the road after 10 seconds. Find the total distance between A to B.A)700 meters, B)1000 meters, C)700 kilometers, D)555 meters, E)600 meters",E,"
Mapping: {x: total distance between A to B}
‘Eq1:20*10+40*10=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20*10+40*10,x)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
213,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.A)500, B)600, C)750, D)800, E)900",E,"
Mapping:{x: the cost of sodas, y: the cost of bars, z: cost of six sodas and seven bars}
‘Eq1:1*x+2*y=150’
‘Eq2:2*x+3*y=300’ 
‘Eq3:6*x+7*y=z’ 
# using Python Sympy to solve for unknowns
x,y,z = symbols('x, y, z')
Eq1 = Eq(1*x+2*y,150)
Eq2 = Eq(2*x+3*y,300)
Eq3 = Eq(6*x+7*y, z)
print(solve([Eq1, Eq2, Eq3],(x,y,z)))
# end of Python Sympy
Answer: D",
214,"On a map, the length of the road from Town F to Town G is measured to be 20 inches. On this map, 1/4 inch represents an actual distance of 10 miles. What is the actual distance, in miles, from Town F to Town G along this road?A)800, B)720, C)960, D)1140, E)1160",A,"
Mapping: {x: actual distance, in miles, from Town F to Town G along this road}
‘Eq1:20/0.25=x/10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20/0.25,x/10)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
215,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?A)21, B)33, C)35, D)42, E)58",B,"
Mapping: {x: smaller number, y: larger number}
‘Eq1:3*x=5*y’
‘Eq2:3*(x-9)=5*(y-9)’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(3*x,5*y)
Eq2 = Eq(3*(x-9),5*(y-9))
print(solve([Eq1, Eq2],(x,y)))
# end of Python Sympy
Answer: D",
216,"Consider there is an staircase elevator and you are coming down. If you walk 20 steps and stop, then you reach bottom in 10 minutes. If you walk 10 steps and stop, you reach to the ground in 20 minutes. What is the speed of the elevator?A)1 step/minute, B)2 step/minute, C)3 step/minute, D)4 step/minute, E)None of the above",A,"
Mapping: {x: speed of the elevator}
‘Eq1:20/10=x/20’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20/10,x/20)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
217,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?A)20%, B)30%, C)40%, D)50%, E)60%",B,"
Mapping: {x: percentage of all Daifu students are members of the swim team}
‘Eq1:x=24%-20%’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,24%-20%)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
218,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?A)26.2%, B)32.8%, C)43.7%, D)59.0%, E)65.6%",E,"
Mapping: {x: approximate likelihood that exactly four of them voted in the last election}
‘Eq1:x=comb(5,4)*(0.9**4)*(0.1**1)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,comb(5,4)*(0.9**4)*(0.1**1))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
219,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?A) 108, B) 112, C) 116, D) 120, E) 124",C,"
Mapping: {x: weight of the bag in ounces}
‘Eq1:x=7*16+4’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7*16+4)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
220,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.A)21, B)22, C)20, D)23, E)24",A,"
Mapping: {x: height of a tree}
‘Eq1:14/10=x/15’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(14/10,x/15)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
221,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?A) 13.3542, B) 15.8113, C) 18.3451, D) 19.5667, E) 20.8888",B,"
Mapping: {x: diameter of the sphere}
‘Eq1:x/2=sqrt(3**2+4**2+15**2)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/2,sqrt(3**2+4**2+15**2))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
222,"The original retail price of an appliance was 60 percent more than its wholesale cost. If the appliance was actually sold for 20 percent less than the original retail price, then it was sold for what percent more than its wholesale cost?A)20%, B)28%, C)36%, D)40%, E)42%",B,"
Mapping: {x: percent more than its wholesale cost}
‘Eq1:1.2*0.8-1=x’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1.2*0.8-1,x)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
223,"There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?A)25 days, B)26 days, C)27 days, D)28 days, E)29 days",D,"
Mapping: {x: number of days for the frog to come out of the well}
‘Eq1:30=3x-2(x-1)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(30,3*x-2*(x-1))
solve(Eq1,x)
# end of Python Sympy
Answer: B",
224,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.A)2400, B)2500, C)2600, D)2700, E)None of these",B,"
Mapping: {x: Mohan's share}
‘Eq1:x*(1.04)^3 + (5100-x)*(1.04)^3 = 5100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*(1.04)**3 + (5100-x)*(1.04)**3, 5100)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
225,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?A)3km, B)2km, C)4km, D)5km, E)6km",A,"
Mapping: {x: distance from A from home}
‘Eq1:x=3^2+5^2+3^2+2^2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3**2+5**2+3**2+2**2)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
226,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?A)0.9, B)0.8, C)0.6, D)0.65, E)1.5",B,"
Mapping: {x: probability of the man catching the first train}
‘Eq1:x=1/10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/10)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
227,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A,"

Mapping: {x: (a2 - b2/(a + b)2}
‘Eq1:x=(a - b)2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(a - b)**2)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
228,"The price of a product is reduced by 30% . By what percentage should it be increased to make it 100%A)41.86%, B)42.86%, C)43.86%, D)44.86%, E)45.86%",B,"
Mapping: {x: percentage to make it 100%}
‘Eq1:1.3*x=100’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1.3*x,100)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
229,"Find the total no. of distinct bike no.'s that can beformed using 2 letters followed by 2 no.'s. How many letters need to be distinct?A)74453, B)64543, C)74325, D)65000, E)97656",D,"
Mapping: {x: total no. of distinct bike no.'s, y: no. of letters need to be distinct}
‘Eq1:x=26^2*10^2’
‘Eq2:y=26’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(x,26**2*10**2)
Eq2 = Eq(y,26)
print(solve([Eq1, Eq2],(x,y)))
# end of Python Sympy
Answer: D",
230,"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?A)D/(M-3), B)MD/3, C)M/(D-3), D)3D/(M2-3M), E)None of these",D,"
Mapping: {x: amount each have to contribute towards the purchase of the gift}
‘Eq1:x=(D/(M-3))*3’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(D/(M-3))*3)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
231,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?A)$5102, B)$618, C)$216, D)$202, E)$200",B,"
Mapping: {x: interest accrued at maturity}
‘Eq1:x=5000*(1+0.12/2)^2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5000*(1+0.12/2)**2)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
232,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?A)9, B)6, C)4, D)3, E)2",E,"
Mapping: {x: miles from home to school}
‘Eq1:10*x+5*x=1’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*x+5*x,1)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
233,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B,"
Mapping: {x: actual selling price of the article}
‘Eq1:x=4578*(1-0.2)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4578*(1-0.2))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
234,"Hoses A and B spout water at different constant rates, and hose A can fill a certain pool in 8 hours. Hose A filled the pool alone for the first 2 hours and the two hoses, working together, then finished filling the pool in another 3 hours. How many hours would it have taken hose B, working alone, to fill the entire pool?A)8, B)15, C)12, D)6, E)3",A,"
Mapping: {x: hours it would take hose B to fill the entire pool}
‘Eq1:2/8 + 3/(x+2) = 1’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(2/8 + 3/(x+2),1)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
235,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?A)5%, B)15%, C)25%, D)35%, E)45%",A,"
Mapping: {x: percent of employees take a summer vacation but not a winter vacation}
‘Eq1:x=40%-75%’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40%-75%)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
236,"John likes to have lightly flavored tea every evening. In a 50% strong milk tea, he replaces 15% of it with milk twice. Then, he replaces 10 percent of the resultant solution with more milk.
What is the final concentration of tea John drinks?A)15.38%, B)42%, C)39.86%, D)22.35%, E)32.51%",E,"
Mapping: {x: final concentration of tea John drinks}
‘Eq1:x=(50-15-10)*0.01’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(50-15-10)*0.01)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
237,"[5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6A)4, B)4.5, C)5, D)5.5, E)6.5",C,"
Mapping: {x: ?}
‘Eq1:5 + x * 19 - 15 - 7 = 78’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5 + x * 19 - 15 - 7, 78)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
238,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)A)4, B)7, C)10, D)14, E)21",D,"
Mapping: {x: greatest number of identical bouquets}
‘Eq1:28x+98x=28+98’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(28*x+98*x,28+98)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
239,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)A)3, B)4, C)5, D)10, E)20",D,"
Mapping: {x: number of letters Amy will need to create the codes for all 10 types of books}
‘Eq1:x/2+x%2=10’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/2+x%2,10)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
240,"A shopkeeper employed a servant at a monthly salary of 1500. In addition to it, he agreed to pay him a commission of 15% on the monthly sale. How much sale in Rupees should the servant do if he wants his monthly income as 6000?A)30000, B)415000, C)31500, D)50000, E)None of these",A,"
Mapping: {x: monthly sale in Rupees, y: monthly income of servant}
‘Eq1:1500+0.15*x=6000’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(1500+0.15*x,6000)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
241,"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?A)750pi, B)1500pi, C)1875pi, D)3000pi, E)7500pi",D,"
Mapping: {x: distance traveled, in centimeters, by the point after 30 seconds}
‘Eq1:x=10*pi*300*30/60’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*pi*300*30/60)
solve(Eq1,x)
# end of Python Sympy
Answer: B",
