,question,answer,response,tokens,logprobs,mapping,response_answer
504," Katie baked 18 cupcakes for her school's bake sale. If her brother, Todd, ate 8 of them how many packages could she make if she put 2 cupcake in each package? ",5.0," Katie baked 18 cupcakes. If Todd ate 8 of them, then Katie has 18 - 8 = 10 cupcakes left. 10 / 2 = 5. So she can make 5 packages.","[' Katie', ' baked', ' 18', ' cup', 'cakes', '.', ' If', ' Todd', ' ate', ' 8', ' of', ' them', ',', ' then', ' Katie', ' has', ' 18', ' -', ' 8', ' =', ' 10', ' cup', 'cakes', ' left', '.', ' 10', ' /', ' 2', ' =', ' 5', '.', ' So', ' she', ' can', ' make', ' 5', ' packages', '.']","[-0.6298581, -0.31365767, -0.0013426759, -0.0012414537, -0.00024799513999999997, -0.24181645000000002, -1.1187023, -0.17338, -0.00042210176, -0.00010510145999999999, -0.5858242, -6.0633804e-05, -0.0125960605, -0.15362178, -0.18656702, -0.16718797, -4.9662850000000005e-05, -0.0014760777000000001, -7.064452e-05, -0.0071363375, -1.9143545e-05, -0.06696625, -2.4866502000000002e-05, -0.08530806, -0.0008088165, -0.7299863999999999, -0.262264, -5.5269407e-05, -0.11091585, -0.0006524204, -0.07215901, -0.50700504, -0.026583036, -0.50248456, -0.008922285, -0.0011864920000000001, -0.001305313, -0.77292323]",,5.0
505, Megan had 93 files on her computer. She deleted 21 of them and put the rest into folders with 8 files in each one. How many folders did Megan end up with? ,9.0, Megan had 93 files. She deleted 21 of them. So she was left with 93 - 21 = 72 files. 72 files in 8 file folders is 72 / 8 = 9 folders. The answer is 9.,"[' Megan', ' had', ' 93', ' files', '.', ' She', ' deleted', ' 21', ' of', ' them', '.', ' So', ' she', ' was', ' left', ' with', ' 93', ' -', ' 21', ' =', ' 72', ' files', '.', ' 72', ' files', ' in', ' 8', ' file', ' folders', ' is', ' 72', ' /', ' 8', ' =', ' 9', ' folders', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.42774257, -0.5029049, -0.0019785194, -0.006367153, -0.9500390999999999, -0.43972287, -0.07538524, -8.1256905e-05, -0.73538, -0.0028047143, -0.37322196, -0.4256138, -0.038887143, -0.5936061, -1.4497215500000001e-05, -9.65175e-05, -0.0041299113000000005, -0.02938708, -0.00022087280999999998, -0.0032240476, -0.0017610351, -0.016351232, -0.002087999, -0.97127074, -0.20783976, -0.9314176, -0.04835884, -0.7805654999999999, -0.011244358500000001, -0.8732730999999999, -0.16224968, -0.085196935, -5.9799340000000005e-05, -0.05475385, -0.0014825244, -0.46036708, -0.000672576, -0.010297948000000001, -8.495144000000001e-05, -6.1516675e-06, -0.00011058788, -0.005231371]",,9.0
506, Wendy uploaded 79 pictures to Facebook. She put 44 pics into one album and put the rest into 5 different albums. How many pictures were in each album? ,7.0, Wendy uploaded 79 pictures. 44 pictures were in one album. The rest were in 5 different albums. 79 - 44 = 35. 35 / 5 = 7. So there were 7 pictures in each album.,"[' Wendy', ' uploaded', ' 79', ' pictures', '.', ' 44', ' pictures', ' were', ' in', ' one', ' album', '.', ' The', ' rest', ' were', ' in', ' 5', ' different', ' albums', '.', ' 79', ' -', ' 44', ' =', ' 35', '.', ' 35', ' /', ' 5', ' =', ' 7', '.', ' So', ' there', ' were', ' 7', ' pictures', ' in', ' each', ' album', '.']","[-0.6825597, -1.1184479999999999, -0.0056066453, -0.0050164703, -0.67547566, -0.55109584, -0.9253039999999999, -0.41051087, -0.0584873, -0.104956746, -5.359767200000001e-05, -0.40317783, -0.7453666, -0.0897573, -0.055051880000000004, -0.06410162, -0.019451797, -0.62085223, -0.0011073037, -0.0012073187, -0.76753527, -0.13664372, -2.0337510000000004e-05, -0.282831, -0.00021741669, -0.0025410317000000003, -0.5170542, -0.17825197, -0.0002733969, -0.09714275600000001, -0.004796643000000001, -0.0057987724, -0.4840371, -0.5782218, -0.2560562, -0.0030768942000000002, -0.0012127497, -0.0049583614, -0.0019247732000000001, -0.08201741, -0.00048632707]",,7.0
507," Isabel had 72 homework problems. She finished 32 of them but still had 5 pages of problems to do. If each page has the same number of problems on it, how many problems are on each page? ",8.0, Isabel had 72 homework problems. She finished 32 of them. She had 5 pages of problems to do. So she had 72 - 32 = 40 problems left to do. 40 / 5 = 8. So each page has 8 problems on it.,"[' Isabel', ' had', ' 72', ' homework', ' problems', '.', ' She', ' finished', ' 32', ' of', ' them', '.', ' She', ' had', ' 5', ' pages', ' of', ' problems', ' to', ' do', '.', ' So', ' she', ' had', ' 72', ' -', ' 32', ' =', ' 40', ' problems', ' left', ' to', ' do', '.', ' 40', ' /', ' 5', ' =', ' 8', '.', ' So', ' each', ' page', ' has', ' 8', ' problems', ' on', ' it', '.']","[-0.89690477, -0.42833093, -0.036406208, -0.09035558, -6.587617e-05, -0.36522284, -0.06324805, -0.053853687000000004, -0.00063064747, -0.07817136, -0.0011010983000000001, -0.5654349, -0.75348306, -0.69577503, -0.19990732, -0.34248883, -0.09833348, -0.018264765000000002, -0.22466041, -0.0026693386, -0.026598705, -0.17788851, -0.1736955, -0.2542931, -0.008944057, -0.03652527, -0.00088183413, -0.008177448, -0.00014980942, -0.19622578000000002, -0.4173998, -0.45919663, -0.0007611555599999999, -0.0036375730000000003, -1.0037632, -0.09646118000000001, -6.396884e-05, -0.35188192, -7.171927400000001e-05, -0.064621, -0.79456574, -0.46347879999999997, -3.678925e-05, -0.1120839, -4.5613506e-05, -0.026534742, -0.4703812, -0.0007497613, -0.00024215764999999998]",,8.0
508," The cafeteria had 62 apples. For lunch they handed out 8 to students and decided to use the rest to make pies. If each pie takes 9 apples, how many pies could they make? ",6.0," The cafeteria had 62 apples. They gave out 8, so they had 62 - 8 = 54 apples left. Each pie needs 9 apples, so 54 / 9 = 6 pies. The answer is 6.","[' The', ' cafeteria', ' had', ' 62', ' apples', '.', ' They', ' gave', ' out', ' 8', ',', ' so', ' they', ' had', ' 62', ' -', ' 8', ' =', ' 54', ' apples', ' left', '.', ' Each', ' pie', ' needs', ' 9', ' apples', ',', ' so', ' 54', ' /', ' 9', ' =', ' 6', ' pies', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.43795985, -0.038140386000000005, -0.41821307, -0.00036575546, -0.00045108352999999996, -0.09967818, -0.2500061, -0.5888810999999999, -0.22912166, -0.00020131695999999998, -0.7327100000000001, -0.017898427, -0.008093499, -0.66481924, -0.0032021592, -0.38077295, -0.00057715003, -0.16579519, -0.00014837986, -0.2972152, -0.08026298, -0.0057003950000000005, -1.0258586, -7.1958624e-05, -0.7708856, -2.0966954e-06, -0.029510465000000003, -0.40932125, -0.007599705000000001, -0.34786588, -0.0039128545, -3.9411840000000004e-05, -0.03940744, -0.0020697806, -0.33657074, -0.33416542, -0.42968965000000003, -4.859278e-05, -6.2699432e-06, -0.0032666828, -0.12920697]",,6.0
509," Mike made 101 dollars mowing lawns over the summer. If he spent 47 dollars buying new mower blades, how many 6 dollar games could he buy with the money he had left? ",9.0," Mike made 101 dollars. If he spent 47 dollars buying new mower blades, he would have 101 - 47 = 54 dollars left. He could buy 54 / 6 = 9 games.","[' Mike', ' made', ' 101', ' dollars', '.', ' If', ' he', ' spent', ' 47', ' dollars', ' buying', ' new', ' m', 'ower', ' blades', ',', ' he', ' would', ' have', ' 101', ' -', ' 47', ' =', ' 54', ' dollars', ' left', '.', ' He', ' could', ' buy', ' 54', ' /', ' 6', ' =', ' 9', ' games', '.']","[-0.6128688999999999, -0.81005085, -0.0067050466, -0.00024799513999999997, -0.6149133999999999, -0.8089889, -0.008822584000000001, -0.048836216, -0.00023559744, -0.01397552, -1.0121586, -0.10733214, -0.0023886643, -2.7848590000000002e-05, -0.00020024595, -0.00065874035, -0.15806487, -0.075962365, -0.0013057287, -0.011639023, -0.0078086145, -0.0016095614000000002, -0.020903256000000002, -0.00044953196999999995, -0.0049104406000000005, -0.010837317, -0.0016786976, -0.6688759999999999, -0.0008175262, -0.0027197225, -0.10453977, -0.0062152804, -0.00026242501999999997, -0.0021942041, -0.00014265595999999998, -0.0036669462, -0.027705466]",,9.0
510," Paige's team won their dodgeball game and scored 41 points total. If Paige scored 11 of the points and everyone else scored 6 points each, how many players were on her team? ",5.0," Paige's team scored 41 points total. If Paige scored 11 points and everyone else scored 6 points each, then 11 + (6*x) = 41. 6x = 41-11. 6x = 30. x = 5. The answer is 5.","[' Paige', ""'s"", ' team', ' scored', ' 41', ' points', ' total', '.', ' If', ' Paige', ' scored', ' 11', ' points', ' and', ' everyone', ' else', ' scored', ' 6', ' points', ' each', ',', ' then', ' 11', ' +', ' (', '6', '*', 'x', ')', ' =', ' 41', '.', ' 6', 'x', ' =', ' 41', '-', '11', '.', ' 6', 'x', ' =', ' 30', '.', ' x', ' =', ' 5', '.', ' The', ' answer', ' is', ' 5', '.']","[-1.2762815, -0.69857866, -7.100402e-05, -0.69462967, -0.0040666503, -0.018272474, -0.76759666, -0.01137873, -0.7916367999999999, -0.026703509, -0.006017796000000001, -9.846204e-06, -0.603746, -0.41066304000000003, -0.0026557713, -0.019974113, -0.0039849584, -0.0002277888, -0.0045102225, -0.08176906, -0.0017900536, -0.13402352, -0.48628858, -0.0006666147000000001, -0.044405557000000005, -0.0013219636, -0.2023024, -0.0013803964, -0.031696882, -0.00880779, -7.937927e-06, -0.0059190392, -1.0241252, -0.14950217, -0.1279416, -0.11188129000000001, -0.42963199999999996, -0.00060906034, -0.0011003811000000001, -0.00072602095, -9.130952e-06, -0.036045525, -0.01609226, -5.0022347e-05, -0.038195506000000004, -0.55503696, -0.5128227, -0.0036153777, -0.38540694000000003, -0.00010450541999999999, -5.0022347e-05, -0.0072183460000000005, -0.009151142000000001]",,5.0
511," Oliver is at the library helping put away books. There are 46 book to put away total but a librarian takes 10 of them and leaves Oliver with the rest. If he can fit 4 books on a shelf, how many shelves will he need? ",9.0," Oliver started with 46 books. A librarian took 10 of them away, so he was left with 46 - 10 = 36 books. He can put 4 books on a shelf, so he will need 36 / 4 = 9 shelves. The answer is 9.","[' Oliver', ' started', ' with', ' 46', ' books', '.', ' A', ' l', 'ibrarian', ' took', ' 10', ' of', ' them', ' away', ',', ' so', ' he', ' was', ' left', ' with', ' 46', ' -', ' 10', ' =', ' 36', ' books', '.', ' He', ' can', ' put', ' 4', ' books', ' on', ' a', ' shelf', ',', ' so', ' he', ' will', ' need', ' 36', ' /', ' 4', ' =', ' 9', ' shelves', '.', ' The', ' answer', ' is', ' 9', '.']","[-1.4898666, -1.4296422, -0.0072746603, -7.934956400000001e-05, -0.0042586030000000006, -0.1391171, -0.979769, -0.0023292159000000002, -4.2033495e-05, -0.03314451, -0.029872112000000003, -0.4003464, -0.0009429253, -0.7053442999999999, -0.79175204, -0.030578652, -0.09920272000000001, -0.47152048, -1.0204763e-05, -0.00032121274999999996, -0.0005354035, -0.008815849, -0.00031501106999999996, -0.0035455110000000003, -4.2988099999999996e-05, -0.24443506, -0.0005505505, -0.9704073999999999, -0.12935057, -0.37616268, -0.0006868351, -0.0049992763, -0.014659187, -0.3295163, -0.00062718947, -0.042135075, -0.002392845, -0.09719255, -0.10358236, -0.00011905075999999999, -0.097738504, -0.0603041, -0.00025503314, -0.00801569, -2.6060465e-05, -0.00125906, -0.28300396, -0.35525057, -0.00013800588, -1.163433e-05, -1.7953334000000003e-05, -0.04885111]",,9.0
512, Emily was planting vegetables in her garden. She started with 41 seeds and planted 29 of them in the big garden and in each of her small gardens put 4 seeds each. How many small gardens did Emily have? ,3.0, Emily started with 41 seeds. 29 of them were in the big garden. So that means that 41 - 29 = 12 seeds were in the small gardens. 12 seeds divided by 4 seeds per small garden is 3. The answer is 3.,"[' Emily', ' started', ' with', ' 41', ' seeds', '.', ' 29', ' of', ' them', ' were', ' in', ' the', ' big', ' garden', '.', ' So', ' that', ' means', ' that', ' 41', ' -', ' 29', ' =', ' 12', ' seeds', ' were', ' in', ' the', ' small', ' gardens', '.', ' 12', ' seeds', ' divided', ' by', ' 4', ' seeds', ' per', ' small', ' garden', ' is', ' 3', '.', ' The', ' answer', ' is', ' 3', '.']","[-0.10125475, -0.22533998, -0.0017446134, -4.3941770000000005e-05, -0.0012745768, -0.48015517, -1.0917407, -0.9200948, -0.018185854, -0.05716268, -0.48811075000000004, -0.0066803843, -0.00047350505999999996, -4.8472640000000004e-05, -0.7338819, -1.267249, -0.7412189, -0.5459925999999999, -0.48990113, -0.6033691999999999, -0.20927605, -0.0030785687, -0.067704685, -0.00017377505999999999, -0.2028742, -0.027937923000000003, -0.015148323000000002, -0.07416888, -2.7728449e-05, -0.0118326135, -8.709908e-05, -0.40964094, -0.71688825, -0.8244115999999999, -0.025692401, -5.169127e-05, -0.17406487, -0.0016745188000000001, -0.2141, -0.0007001958399999999, -0.45426616000000003, -0.06190035, -0.14991638000000002, -0.84617347, -5.9679198000000004e-05, -6.031526e-06, -0.010298248000000001, -0.006280357]",,3.0
513," Edward made 37 dollars mowing lawns over the summer. If he spent 21 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",8.0, Edward made 37 dollars mowing lawns. He spent 21 dollars buying new mower blades. So he had 37 - 21 = 16 dollars left. 16 dollars can buy 8 two dollar games. The answer is 8.,"[' Edward', ' made', ' 37', ' dollars', ' m', 'owing', ' lawn', 's', '.', ' He', ' spent', ' 21', ' dollars', ' buying', ' new', ' m', 'ower', ' blades', '.', ' So', ' he', ' had', ' 37', ' -', ' 21', ' =', ' 16', ' dollars', ' left', '.', ' 16', ' dollars', ' can', ' buy', ' 8', ' two', ' dollar', ' games', '.', ' The', ' answer', ' is', ' 8', '.']","[-0.089040875, -0.9614041400000001, -0.0014900459, -0.00017616015999999998, -0.6326493, -2.9311613999999997e-06, -0.0004999197000000001, -0.00010736548999999999, -0.3183514, -0.30716193, -0.05230093, -0.00012739444, -0.045967225, -0.44907513, -0.24921729, -0.014109957000000001, -3.5240468e-05, -0.00020167645999999998, -0.045627720000000004, -0.16698804, -0.025848724, -0.23854554, -0.0012212240000000001, -0.013397302500000001, -0.012502508, -0.06755646, -0.0015825169, -0.02377232, -0.016730761, -0.015593804000000001, -0.6415803999999999, -0.50477684, -0.24718474000000001, -7.684431e-05, -0.036897514, -0.7391327, -0.013541269000000002, -4.9069614999999996e-05, -0.0033651780000000004, -0.37002614, -0.00010748563, -1.2708151000000002e-05, -0.00011237507, -0.008779107000000001]",,8.0
514, A pet store had 81 puppies. In one day they sold 41 of them and put the rest into cages with 8 in each cage. How many cages did they use? ,5.0, The pet store had 81 puppies. They sold 41 of them and put the rest in cages. So they had 81 - 41 = 40 puppies left. 40 / 8 is 5. So they used 5 cages.,"[' The', ' pet', ' store', ' had', ' 81', ' puppies', '.', ' They', ' sold', ' 41', ' of', ' them', ' and', ' put', ' the', ' rest', ' in', ' cages', '.', ' So', ' they', ' had', ' 81', ' -', ' 41', ' =', ' 40', ' puppies', ' left', '.', ' 40', ' /', ' 8', ' is', ' 5', '.', ' So', ' they', ' used', ' 5', ' cages', '.']","[-1.2832865, -0.06989229999999999, -0.0012826305, -0.5380372999999999, -0.060209583000000004, -0.009073488000000001, -0.36092466, -0.3829033, -0.015413289, -0.0002311867, -0.41907832, -0.00026731353, -0.78942734, -0.011818621000000001, -0.002196594, -0.0062723793, -0.65474445, -0.010838403, -0.14411545, -1.5029401999999998, -0.089646205, -0.45001045, -0.35508147, -0.2082958, -6.742775400000001e-05, -0.06061842, -0.000323718, -0.055488974, -0.22087955, -0.68329936, -1.0740097, -0.6980443, -3.3212986000000004e-05, -0.5460555, -0.00055329327, -0.2056259, -0.30914897, -0.018324075000000002, -0.28688133, -0.0004920491, -0.00012632154999999998, -0.028481124000000003]",,5.0
515," There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team and the rest were put into 8 groups, how many students would be in each group? ",6.0," There are 65 students trying out for the school's trivia teams. If 17 of them didn't get picked for the team, that would leave 65 - 17 = 48 students. If those 48 students were put into 8 groups, then each group would have 48 / 8 = 6 students. The answer is 6.","[' There', ' are', ' 65', ' students', ' trying', ' out', ' for', ' the', ' school', ""'s"", ' trivia', ' teams', '.', ' If', ' 17', ' of', ' them', ' didn', ""'t"", ' get', ' picked', ' for', ' the', ' team', ',', ' that', ' would', ' leave', ' 65', ' -', ' 17', ' =', ' 48', ' students', '.', ' If', ' those', ' 48', ' students', ' were', ' put', ' into', ' 8', ' groups', ',', ' then', ' each', ' group', ' would', ' have', ' 48', ' /', ' 8', ' =', ' 6', ' students', '.', ' The', ' answer', ' is', ' 6', '.']","[-0.8244779, -0.25846463000000003, -0.39931324, -0.009242879, -0.58297276, -4.46589e-05, -0.45891187, -0.009392682000000001, -0.013709785, -0.008069827, -7.553489000000001e-05, -0.005933431, -0.005759083700000001, -0.4711265, -0.0013356323000000001, -0.0020387245, -0.0005117288699999999, -0.0027394444000000003, -7.1062755e-06, -1.6045058000000002e-05, -0.00012500932, -0.0005389816399999999, -0.00013073228, -0.0004987285399999999, -0.07957215000000001, -0.46207488, -0.26739272000000003, -0.043159418000000005, -0.113823615, -0.10077628, -0.0050284504, -0.006376268, -0.002239665, -0.19596742, -0.053351782, -0.13651943, -0.28952643, -0.11549016000000001, -0.006238012, -0.0075828910000000005, -0.041650575, -0.0007418869599999999, -0.00014146293999999998, -0.004689861, -7.946878e-05, -0.6378117999999999, -0.0360653, -6.587617e-05, -7.648668e-05, -0.0035930650000000003, -0.010053296, -0.08199476, -1.5567284e-05, -0.014091396, -0.006618581, -0.0015166106, -0.24731146, -0.6552456999999999, -7.326899e-05, -2.0575926000000002e-05, -0.021703444000000002, -0.009977437]",,6.0
516," Tom had 57 dollars. If he spent 49 bucks on a new game, how many 4 dollar toys could he buy with the money he had left? ",2.0, Tom had 57 dollars. He spent 49 dollars on a new game. So he had 57 - 49 = 8 dollars left. He could buy 8 / 4 = 2 toys.,"[' Tom', ' had', ' 57', ' dollars', '.', ' He', ' spent', ' 49', ' dollars', ' on', ' a', ' new', ' game', '.', ' So', ' he', ' had', ' 57', ' -', ' 49', ' =', ' 8', ' dollars', ' left', '.', ' He', ' could', ' buy', ' 8', ' /', ' 4', ' =', ' 2', ' toys', '.']","[-0.056180686, -0.5232745400000001, -0.0044789086, -0.003299574, -0.03659149, -0.70091444, -0.07060718, -0.0012339933, -0.40697869999999997, -0.14958324, -0.3413324, -0.17261866, -8.471396000000001e-05, -0.21710524, -0.2883521, -0.06470806, -0.5703157, -0.00018915485, -0.028652854000000002, -0.002065842, -0.08757276, -6.885639e-05, -0.040093563000000006, -0.012783013000000001, -0.011236461000000001, -0.66573846, -0.005480119, -0.011487976, -0.011918987, -0.10456578, -0.0016561887, -0.0025437828, -8.065993000000001e-05, -0.24480516, -0.13316561]",,2.0
517," Isabel picked 66 flowers for her friend’s wedding. She was making bouquets with 8 flowers in each one. If 10 of the flowers wilted before the wedding, how many bouquets could she still make? ",7.0," Isabel had 66 flowers. 10 of them wilted, so she had 66 - 10 = 56 flowers left. 8 flowers in each bouquet, so she could make 56 / 8 = 7 bouquets.","[' Isabel', ' had', ' 66', ' flowers', '.', ' 10', ' of', ' them', ' wil', 'ted', ',', ' so', ' she', ' had', ' 66', ' -', ' 10', ' =', ' 56', ' flowers', ' left', '.', ' 8', ' flowers', ' in', ' each', ' bou', 'quet', ',', ' so', ' she', ' could', ' make', ' 56', ' /', ' 8', ' =', ' 7', ' bou', 'qu', 'ets', '.']","[-0.67880565, -0.8243128, -0.0151686575, -0.0033523804, -0.2376564, -0.41286829999999997, -0.18754537000000002, -0.2310215, -0.012407813, -5.3955304000000006e-05, -0.4317623, -0.07294351, -0.051012296000000006, -0.25060272, -0.011376016000000001, -0.030239478, -0.0015759511000000002, -0.020327346, -0.00013645617999999998, -0.28397469999999997, -0.18176459, -0.0015130286, -1.1025499, -0.041023716, -0.6901998500000001, -0.076063976, -0.0016114115, -6.671344500000001e-05, -0.88603246, -0.017502926000000002, -0.32295364, -0.010180882, -0.007043416, -0.016319305000000003, -0.09226276, -6.611553000000001e-05, -0.085698456, -0.0124602, -0.0030238044000000003, -0.00046467895, -1.8788729e-05, -0.053686567000000004]",,7.0
518, For Halloween Sarah received 108 pieces of candy. She ate 36 pieces then placed the rest into piles with 9 in each pile. How many piles could she make? ,8.0," Sarah received 108 pieces of candy. She ate 36 pieces, so she has 108 - 36 = 72 pieces left. She wants to make 9 pieces in each pile, so she can make 72 / 9 = 8 piles.","[' Sarah', ' received', ' 108', ' pieces', ' of', ' candy', '.', ' She', ' ate', ' 36', ' pieces', ',', ' so', ' she', ' has', ' 108', ' -', ' 36', ' =', ' 72', ' pieces', ' left', '.', ' She', ' wants', ' to', ' make', ' 9', ' pieces', ' in', ' each', ' pile', ',', ' so', ' she', ' can', ' make', ' 72', ' /', ' 9', ' =', ' 8', ' piles', '.']","[-1.0365278, -0.70431983, -0.0020844152, -0.0053220913, -0.0021386493, -7.803827600000001e-05, -0.11253632000000001, -0.06271577, -0.08937947, -8.638288e-05, -0.22671515, -1.1175184, -0.15215729, -0.015318804, -0.06443595, -0.0037888756000000003, -0.14632107, -0.0008660254, -0.047956824, -0.0025168904, -0.022178791, -0.12993509, -0.0032709872, -0.8168932, -0.08971642, -0.1332982, -0.5866977, -0.39960575, -0.20684958, -0.50011647, -0.00010534082, -0.00025074068, -0.27470022, -0.0030115466, -0.01936173, -0.029069172, -0.015322556000000001, -0.0023206742, -0.11020592600000001, -5.550595e-05, -0.0037739174, -0.00019857421, -0.00083065045, -0.11974852]",,8.0
519, Nancy had 80 files on her computer. She deleted 31 of them and put the rest into folders with 7 files in each one. How many folders did Nancy end up with? ,7.0, Nancy had 80 files. She deleted 31 of them. So she had 80 - 31 = 49 files left. 49 files in 7 file folders is 7 folders. The answer is 7.,"[' Nancy', ' had', ' 80', ' files', '.', ' She', ' deleted', ' 31', ' of', ' them', '.', ' So', ' she', ' had', ' 80', ' -', ' 31', ' =', ' 49', ' files', ' left', '.', ' 49', ' files', ' in', ' 7', ' file', ' folders', ' is', ' 7', ' folders', '.', ' The', ' answer', ' is', ' 7', '.']","[-0.24309568, -0.89670384, -0.010505553, -0.009342083000000001, -0.9473619, -0.17955227, -0.08536434, -6.075394400000001e-05, -0.6136013, -0.00073675625, -0.14910945, -0.51566374, -0.028242899999999998, -0.6042574, -0.0007845383, -0.03675021, -0.0005717847, -0.07664716, -0.00025717983999999996, -0.028955353000000003, -0.19413145, -0.008384551, -0.5364806, -0.70427865, -0.6795892, -0.25646237, -0.9762656999999999, -0.0050466023, -0.91390014, -0.5098229, -0.15045026, -0.0014431293000000001, -0.015652712000000003, -7.97072e-05, -4.601021399999999e-06, -0.00047100075999999995, -0.013382504000000002]",,7.0
520," There are 36 students trying out for the school's trivia teams. If 9 of them didn't get picked for the team and the rest were put into 3 groups, how many students would be in each group? ",9.0, There are 36 students trying out for the school's trivia teams. 9 of them didn't get picked for the team. So the rest were put into 3 groups. That would be 36 - 9 = 27. 27 / 3 = 9. The answer is 9.,"[' There', ' are', ' 36', ' students', ' trying', ' out', ' for', ' the', ' school', ""'s"", ' trivia', ' teams', '.', ' 9', ' of', ' them', ' didn', ""'t"", ' get', ' picked', ' for', ' the', ' team', '.', ' So', ' the', ' rest', ' were', ' put', ' into', ' 3', ' groups', '.', ' That', ' would', ' be', ' 36', ' -', ' 9', ' =', ' 27', '.', ' 27', ' /', ' 3', ' =', ' 9', '.', ' The', ' answer', ' is', ' 9', '.']","[-1.1340195, -0.24488084000000002, -0.6324970999999999, -0.0074023725000000005, -0.8488363, -3.678925e-05, -0.48562315, -0.0039501325, -0.050772466, -0.006186970500000001, -9.401318000000001e-05, -0.005048637, -0.009667564, -0.03567879, -0.07619449, -0.0065033874, -0.37892416, -8.423619000000001e-05, -0.00038268685, -0.00020131695999999998, -0.2163278, -0.0005210318, -0.0020499525, -0.42045176, -0.50914615, -0.8102672999999999, -0.71629757, -0.1223286, -0.0011257434000000001, -2.0098154e-05, -0.0045124963, -0.00085278286, -0.0027981983, -0.7570528400000001, -0.11489725, -0.020386169000000003, -0.054171399999999995, -0.015465649000000001, -3.3689823e-05, -0.022808326, -0.0008294575, -0.44945085, -0.039292064, -0.6112318999999999, -5.3716885000000006e-05, -0.18662864, -0.0002491891, -0.0037679945, -0.2830369, -0.00012429406, -0.00022373382, -0.00011809803, -0.0069782897]",,9.0
521," The cafeteria had 96 apples. For lunch they handed out 42 to students and decided to use the rest to make pies. If each pie takes 6 apples, how many pies could they make? ",9.0, The cafeteria had 96 apples. They handed out 42 and used the rest to make pies. 96-42=54. 54/6=9. The answer is 9.,"[' The', ' cafeteria', ' had', ' 96', ' apples', '.', ' They', ' handed', ' out', ' 42', ' and', ' used', ' the', ' rest', ' to', ' make', ' pies', '.', ' 96', '-', '42', '=', '54', '.', ' 54', '/', '6', '=', '9', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.6937701, -0.035331644, -0.26719832, -0.00037147748, -0.0025593175, -0.21769495, -0.5223115700000001, -0.68015474, -0.0009476983000000001, -9.830563e-05, -1.2095042, -0.7939741, -0.0006622002, -0.0005105368, -0.04852432, -2.0966954e-06, -3.488097e-05, -0.0005435153, -0.35905924, -0.21880639000000002, -0.007704275700000001, -0.12686937, -0.0017163112000000002, -0.015330547000000002, -0.26756406, -0.025621034, -6.827631999999999e-08, -0.0026062885, -0.017726293, -0.02498386, -0.13575192, -0.0011800453000000001, -6.575884000000001e-05, -0.009642047, -0.052135203000000005]",,9.0
522, A pet store had 64 puppies. In one day they sold 28 of them and put the rest into cages with 4 in each cage. How many cages did they use? ,9.0, The pet store had 64 puppies. They sold 28 of them. They put the rest into cages with 4 in each cage. So they used 64 - 28 = 36 puppies in cages. They needed 36 / 4 = 9 cages. The answer is 9.,"[' The', ' pet', ' store', ' had', ' 64', ' puppies', '.', ' They', ' sold', ' 28', ' of', ' them', '.', ' They', ' put', ' the', ' rest', ' into', ' cages', ' with', ' 4', ' in', ' each', ' cage', '.', ' So', ' they', ' used', ' 64', ' -', ' 28', ' =', ' 36', ' puppies', ' in', ' cages', '.', ' They', ' needed', ' 36', ' /', ' 4', ' =', ' 9', ' cages', '.', ' The', ' answer', ' is', ' 9', '.']","[-0.78006196, -0.07840857, -0.00058060983, -0.47291628, -0.08308383, -0.001882671, -0.3080674, -0.44943413, -0.008808874000000001, -0.0008513505, -0.41519029999999996, -0.00012107918, -0.8378755999999999, -0.7833316, -0.021870842, -0.00041023534, -0.02338993, -0.5365293, -0.00026505041999999997, -0.68036854, -0.0008655476, -0.18563023, -0.0007902650000000001, -0.013047779, -0.00029164052, -0.2713833, -0.2139979, -1.0313282, -0.38901759999999996, -0.08163045000000001, -8.531094e-05, -0.018487208, -0.0011353506, -0.17335702, -0.06323681, -0.11089667, -0.0012354858, -0.7516956300000001, -1.1455227, -0.3983714, -0.019716814000000003, -7.6605895e-05, -0.0025162925, -0.00012930272, -0.0010101045000000001, -0.053600470000000004, -0.022737104, -0.000120839824, -2.0575926000000002e-05, -0.0002965309, -0.043284763000000004]",,9.0
